width;length;MT
68;905;-1
68;905;12192
79;302;-1
79;302;357
79;1207;-1
79;1207;-1
79;1207;-1
79;1207;-1
79;1207;14098
45;1207;-1
45;1207;-1
45;1207;15192
79;905;-1
79;905;-1
79;905;6635
90;1207;10131
90;1207;480
23;1207;12335
102;302;1822
45;603;-1
45;603;-1
45;603;3816
90;302;371
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;82108
57;603;-1
57;603;4809
68;302;337
68;1207;4606
68;603;1062
57;1207;5122
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;13375
79;905;2525
79;603;962
57;302;922
23;603;18612
23;1207;19227
45;302;-1
45;302;1608
45;603;-1
45;603;-1
45;603;7816
68;1207;6558
34;905;5946
68;1207;4835
90;1207;4914
79;1207;3011
23;1207;14216
90;905;2914
79;905;3673
90;603;1363
23;1207;-1
23;1207;16559
102;905;3504
79;905;4106
79;603;1691
23;905;-1
23;905;11959
90;302;750
45;905;6626
102;905;4308
57;302;-1
57;302;2395
45;905;10657
57;1207;8216
102;302;236
57;302;1547
102;1207;8224
90;905;3697
34;1207;13260
68;905;4493
23;302;1343
68;603;4414
57;905;7390
57;905;5166
57;302;632
68;905;4019
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;12863
68;302;2304
57;603;3174
102;603;3387
23;603;7304
68;905;4488
102;302;898
79;302;1713
34;302;-1
34;302;4910
68;905;3544
79;603;2703
57;603;-1
57;603;3774
79;905;3386
23;302;4571
23;302;3556
23;603;6612
57;603;3043
90;1207;5112
102;302;920
34;603;4424
79;1207;3529
57;1207;5879
45;603;1660
23;603;8477
79;1207;4649
102;1207;3510
45;905;3078
90;302;754
57;905;3573
23;302;2865
102;603;1547
45;302;1692
45;905;5764
57;905;-1
57;905;4637
57;1207;5395
23;905;-1
23;905;11337
45;603;3860
90;603;2024
23;905;-1
23;905;-1
23;905;7655
68;603;1870
45;603;3200
90;905;1977
90;603;1396
68;1207;4774
79;302;547
34;1207;-1
34;1207;6364
23;302;-1
23;302;4629
90;302;925
45;302;1561
68;603;1595
45;1207;6866
34;302;2381
68;302;950
45;1207;-1
45;1207;-1
45;1207;8515
102;1207;3559
34;905;5809
90;603;955
79;302;545
90;1207;2449
34;905;5711
57;302;719
57;603;1230
79;603;1365
68;1207;2240
90;302;644
57;1207;3747
68;302;543
45;1207;4361
23;905;-1
23;905;-1
23;905;5281
34;1207;6222
45;302;-1
45;302;1497
102;302;644
68;302;850
79;1207;3400
34;302;-1
34;302;1359
90;905;1456
45;905;-1
45;905;3439
23;905;7047
34;1207;-1
34;1207;5774
23;603;4934
57;905;2716
102;905;1736
79;603;852
34;603;4859
45;302;648
102;1207;1494
34;302;1190
34;302;1426
68;603;1156
79;302;545
90;905;1292
34;603;2957
34;905;3570
102;603;581
34;603;2156
102;603;615
102;1207;-1
102;1207;3335
34;905;2986
102;603;-1
102;603;1020
90;603;792
34;603;-1
34;603;4456
102;905;1122
102;905;-1
102;905;-1
102;905;1806
