width;length;MT
79;905;-1
79;905;-1
79;905;-1
79;905;8350
102;905;13201
34;905;20885
45;905;19075
57;905;4184
45;302;994
34;905;16227
102;603;3193
90;302;-1
90;302;1675
79;1207;6450
79;302;3085
34;905;13568
90;905;4391
45;603;6508
90;905;6604
68;302;-1
68;302;-1
68;302;4224
102;603;5722
102;905;7274
90;603;5671
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;38955
79;603;3083
79;905;-1
79;905;4777
79;302;2882
45;905;-1
45;905;-1
45;905;-1
45;905;13635
45;905;8708
90;302;2188
45;1207;-1
45;1207;15119
23;905;-1
23;905;31345
79;1207;11346
57;302;3294
68;1207;6806
79;1207;3631
45;302;10512
68;1207;8659
102;1207;7260
34;905;9247
68;603;3825
102;905;3222
102;302;2247
45;302;2403
68;1207;8306
102;905;3191
90;905;7773
45;603;-1
45;603;6423
102;603;2711
57;905;5119
79;603;3949
45;302;-1
45;302;3750
68;905;6005
102;302;-1
102;302;1929
90;302;3444
45;1207;11428
57;603;6212
90;302;1703
102;1207;13915
102;905;4397
45;603;9259
102;1207;6026
34;905;17980
68;302;2369
23;905;-1
23;905;27089
45;302;1887
79;302;1608
79;1207;5237
90;905;5610
102;603;3099
23;302;5872
68;905;7622
45;1207;13839
102;603;2169
90;302;760
57;603;3270
68;302;4186
34;1207;19741
45;905;-1
45;905;-1
45;905;14627
90;905;4772
68;905;8786
79;302;1803
23;1207;18589
68;302;1655
79;603;6323
23;603;24110
90;1207;8994
23;603;17650
57;603;3734
68;905;4943
23;905;-1
23;905;30383
34;302;-1
34;302;-1
34;302;4121
102;302;1322
23;905;13870
23;302;5683
45;905;5602
79;603;3252
79;1207;4181
57;905;4044
79;603;2308
68;1207;4927
23;603;-1
23;603;16719
79;905;-1
79;905;4972
79;302;804
45;603;3857
45;603;4990
34;603;6292
45;1207;-1
45;1207;9807
68;905;-1
68;905;6309
68;1207;4896
79;905;3300
23;905;14179
57;1207;4309
45;1207;-1
45;1207;5222
79;905;1736
57;905;2542
34;603;-1
34;603;-1
34;603;3562
23;1207;11064
34;302;3423
34;603;-1
34;603;-1
34;603;3594
102;302;1118
57;302;1469
34;302;2015
57;905;3147
23;302;3192
34;302;1471
90;1207;2990
23;603;-1
23;603;9731
23;603;12519
57;302;1131
68;302;1202
90;603;876
34;603;6323
34;302;1283
68;603;2264
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;32609
34;603;-1
34;603;-1
34;603;4973
34;1207;-1
34;1207;10491
57;603;3529
102;1207;4550
23;1207;23707
34;1207;-1
34;1207;11374
90;603;2898
34;1207;15301
68;603;2973
90;1207;3470
102;302;1021
57;302;1442
34;1207;23724
102;1207;4214
23;302;4787
57;302;978
23;302;-1
23;302;6206
57;603;3062
68;603;2216
57;1207;8474
90;1207;5532
57;1207;8415
90;603;2589
57;1207;4276
68;603;2403
90;603;2090
57;1207;5496
90;1207;3639
