width;length;MT
102;603;816
45;1207;834
90;1207;2737
79;302;-1
79;302;-1
79;302;665
34;302;-1
34;302;433
68;603;-1
68;603;-1
68;603;784
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;834
45;603;-1
45;603;551
34;302;-1
34;302;650
102;1207;499
57;603;666
34;1207;450
79;905;485
79;302;450
79;302;367
90;603;467
23;603;-1
23;603;-1
23;603;-1
23;603;-1
23;603;-1
23;603;652
34;905;-1
34;905;500
90;905;434
57;1207;467
90;905;483
34;1207;401
34;905;383
34;1207;467
79;302;267
102;1207;349
23;603;584
34;302;82
57;603;83
57;1207;383
79;905;251
23;603;-1
23;603;65
68;603;66
102;302;67
79;905;83
90;1207;84
68;302;50
34;302;67
57;905;101
90;302;17
90;603;51
23;302;17
102;603;133
23;603;82
45;905;84
68;302;50
102;905;150
57;905;168
45;603;100
90;603;83
23;1207;516
23;1207;166
79;905;134
68;603;69
102;603;33
79;302;50
45;603;34
90;1207;334
90;1207;400
79;905;82
90;302;34
102;905;83
57;302;17
23;302;34
23;603;51
102;603;50
34;603;100
102;603;84
34;1207;251
34;905;67
34;603;100
57;905;167
57;603;116
23;1207;-1
23;1207;100
68;1207;483
23;1207;101
34;1207;184
68;603;49
34;603;84
68;1207;116
79;1207;117
23;302;17
102;905;116
57;905;84
90;302;33
79;603;67
90;1207;133
90;905;67
68;302;33
45;603;67
68;603;99
102;1207;150
45;302;33
90;603;68
34;905;84
102;302;34
102;302;33
57;302;50
57;1207;334
68;302;33
68;905;99
23;302;18
45;905;133
34;603;82
34;603;134
34;905;151
57;302;49
57;905;183
57;1207;283
79;603;83
45;603;82
68;302;67
90;302;33
68;905;167
102;302;33
68;905;68
23;302;49
68;905;150
45;905;182
79;1207;-1
79;1207;99
90;302;17
57;302;34
45;302;-1
45;302;50
102;302;34
68;905;168
79;1207;-1
79;1207;116
45;302;-1
45;302;51
68;1207;183
90;603;67
34;302;50
68;1207;117
68;1207;133
57;1207;168
102;905;100
45;302;17
79;603;84
45;905;-1
45;905;84
79;603;67
23;905;250
23;905;134
45;905;234
90;905;133
90;905;151
57;603;84
102;905;201
45;1207;301
79;603;82
79;1207;233
57;603;150
45;302;17
57;302;51
45;1207;167
23;905;366
45;1207;232
79;1207;-1
79;1207;350
102;1207;149
45;1207;316
23;905;-1
23;905;150
102;1207;166
23;905;266
