width;length;MT
79;302;564
45;603;-1
45;603;-1
45;603;-1
45;603;-1
45;603;-1
45;603;1999
34;302;469
45;1207;-1
45;1207;4906
34;302;1343
68;302;966
102;905;937
102;905;2376
102;1207;1312
23;1207;12313
23;302;-1
23;302;4065
90;603;2032
102;302;436
57;905;3194
102;905;-1
102;905;2590
79;302;659
45;603;2407
90;1207;3325
79;302;595
68;603;1312
34;603;2063
23;603;2314
34;603;1907
68;603;1312
90;302;344
34;1207;6470
34;603;1780
34;302;-1
34;302;-1
34;302;3249
90;302;625
45;302;874
90;603;875
79;1207;2157
68;603;719
34;905;-1
34;905;-1
34;905;6844
102;302;220
45;603;1281
79;603;624
57;302;437
79;302;375
79;1207;3437
90;905;1407
34;302;375
68;905;1155
90;1207;1595
45;905;-1
45;905;2844
34;905;-1
34;905;-1
34;905;6403
34;1207;6564
23;302;-1
23;302;2126
90;302;436
45;603;2532
45;1207;-1
45;1207;5157
79;905;2122
68;1207;2281
90;905;1532
68;302;406
90;905;1255
23;905;7219
79;302;565
34;302;439
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;11282
34;603;2782
79;1207;2064
34;905;2686
34;603;2127
57;603;906
23;603;2314
45;302;468
45;1207;3344
102;603;531
45;905;2125
68;1207;2252
34;1207;5059
90;603;594
57;1207;2376
45;905;1504
34;905;1908
23;905;12969
79;905;2190
102;603;531
34;905;2812
23;603;4376
57;1207;2313
45;905;1499
45;1207;3218
57;1207;-1
57;1207;1625
34;1207;3280
45;1207;1023
68;905;1187
57;302;187
79;905;843
34;1207;-1
34;1207;2128
79;1207;1305
79;603;533
102;603;499
90;302;218
90;603;531
23;603;1001
79;1207;1062
23;302;1157
23;905;2188
23;1207;1812
90;603;406
79;603;375
23;302;376
102;1207;624
102;302;189
79;905;405
23;302;314
102;1207;470
57;1207;784
68;1207;500
90;905;468
90;905;406
102;603;342
57;603;406
68;905;587
68;1207;2249
57;302;250
102;603;371
68;905;744
102;302;125
90;302;188
90;1207;688
23;1207;5906
45;905;469
68;302;187
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;17656
79;603;688
79;905;437
57;302;223
90;1207;653
45;603;501
45;302;188
90;1207;909
102;302;126
79;603;375
57;302;188
102;1207;968
45;302;188
68;1207;1031
102;1207;594
23;603;-1
23;603;-1
23;603;5094
57;603;656
57;603;656
68;302;311
68;905;1125
57;1207;1503
57;905;718
23;905;1500
102;905;469
68;302;125
57;905;814
57;905;531
68;603;409
102;905;376
57;905;718
45;302;125
23;905;1094
68;603;249
57;603;344
