width;length;MT
90;1207;-1
90;1207;1460
57;1207;-1
57;1207;1565
45;603;-1
45;603;-1
45;603;1406
79;302;1069
68;1207;-1
68;1207;1032
68;1207;1407
57;905;844
57;905;-1
57;905;908
102;1207;-1
102;1207;844
45;603;1063
79;1207;-1
79;1207;1220
68;603;1125
79;302;594
68;1207;1344
45;603;996
102;603;837
23;302;483
102;603;625
57;1207;1406
102;603;557
57;302;374
68;603;405
45;302;469
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;782
34;1207;657
57;603;-1
57;603;562
68;603;594
34;603;719
68;1207;1126
23;603;936
68;603;667
57;302;184
34;302;559
68;302;291
79;603;651
79;905;875
68;1207;625
102;603;344
57;603;344
90;302;625
57;302;501
90;603;469
23;302;-1
23;302;-1
23;302;-1
23;302;-1
23;302;625
23;905;-1
23;905;-1
23;905;915
68;905;-1
68;905;929
45;1207;656
23;603;1161
57;905;1280
90;905;-1
90;905;679
34;1207;-1
34;1207;1366
45;302;344
45;603;534
90;603;688
34;905;-1
34;905;687
45;603;585
34;603;593
90;1207;875
90;302;546
90;1207;782
68;302;592
79;905;749
23;905;-1
23;905;-1
23;905;589
57;603;825
57;302;-1
57;302;-1
57;302;407
79;302;344
90;302;123
68;603;376
90;302;331
23;1207;1033
23;1207;812
102;1207;656
102;302;784
23;1207;1625
23;302;-1
23;302;782
23;905;1250
90;302;187
23;302;874
23;603;1092
90;1207;719
45;1207;1250
23;905;-1
23;905;1484
34;603;594
79;302;595
68;302;344
102;603;906
57;1207;781
57;905;941
102;302;46
23;302;417
90;1207;1251
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;1293
102;302;155
68;905;1030
57;905;1130
34;1207;-1
34;1207;1181
57;302;125
34;302;344
23;603;-1
23;603;469
45;302;226
23;905;1125
57;603;972
90;603;402
102;905;746
102;1207;1031
34;302;562
102;302;654
79;905;907
45;1207;1346
102;905;625
57;603;312
34;603;720
34;302;374
79;603;469
23;603;811
90;603;315
102;302;158
34;1207;1157
90;603;532
102;1207;719
45;1207;1000
102;1207;875
68;905;625
34;603;406
45;302;312
68;302;-1
68;302;660
79;1207;1937
68;302;1343
34;1207;3402
45;302;312
34;905;2186
34;905;1312
45;1207;2031
57;1207;1563
57;1207;3627
79;302;562
79;603;500
102;905;1280
79;1207;2156
34;302;437
90;905;593
34;905;616
79;603;311
79;1207;-1
79;1207;-1
79;1207;1344
45;905;969
68;905;688
79;603;843
68;905;1060
102;905;969
45;905;624
79;1207;937
79;905;1218
45;905;1438
79;905;1282
102;905;843
34;905;844
45;905;813
45;905;746
90;905;844
90;905;718
90;905;1127
