width;length;MT
23;603;3253
102;603;1530
23;302;1550
102;1207;2240
90;302;1423
34;302;1387
68;603;1757
68;1207;2788
68;603;1747
45;905;1826
34;905;2032
45;1207;1812
34;1207;2307
23;603;1413
102;1207;2626
79;603;1009
57;302;1010
34;905;-1
34;905;3000
57;302;1223
23;603;3574
45;302;2248
45;603;2134
90;302;1306
34;603;2986
23;1207;-1
23;1207;6686
68;302;989
102;603;1387
79;1207;3191
90;603;1706
68;905;1742
45;302;1545
68;905;2867
68;603;1644
68;905;1952
102;905;1962
34;302;1717
68;603;1898
45;905;2558
90;603;1640
23;905;5493
102;1207;1881
45;302;1372
45;905;3107
79;1207;2018
102;302;680
79;1207;1858
34;1207;3918
79;603;1121
90;603;897
79;603;1134
68;603;827
34;603;2055
57;603;1081
79;1207;2108
79;905;1282
34;302;1160
57;905;1748
102;905;950
45;302;685
68;1207;2375
34;1207;-1
34;1207;4133
23;905;6694
45;1207;2682
45;302;683
102;1207;1498
57;603;1401
79;1207;2004
68;302;534
34;905;2644
45;905;1787
45;905;2161
90;603;671
34;603;1267
57;1207;2320
57;302;542
57;1207;1723
102;905;817
34;905;1410
23;603;1371
102;302;881
23;905;3231
23;603;2174
23;1207;4410
57;1207;2187
68;905;1201
23;905;2607
79;603;1116
45;603;861
57;302;546
90;603;702
23;905;3370
90;905;1213
79;603;990
23;302;960
90;1207;1387
79;905;1130
90;302;680
57;603;803
79;905;1039
79;302;413
57;302;679
23;1207;6023
79;905;1411
79;905;1054
34;302;1081
68;302;387
102;905;1174
102;905;1002
57;905;2048
57;905;1027
23;1207;4321
90;1207;1687
79;302;503
102;1207;1587
34;905;1889
45;603;1014
90;302;519
23;1207;5611
45;1207;2001
34;1207;2784
45;603;1045
57;905;1120
34;603;765
45;603;711
90;1207;1237
102;302;311
57;905;1227
34;1207;2760
68;905;795
57;603;681
68;1207;1092
90;905;1797
34;302;497
57;603;831
68;1207;1154
68;302;404
79;302;426
90;1207;1422
23;302;870
57;1207;1490
90;302;437
68;302;367
23;302;880
90;905;1001
34;603;1302
57;1207;1175
68;1207;1182
102;302;379
79;302;484
45;1207;1518
45;1207;1227
90;1207;1136
102;302;519
79;302;401
90;905;1067
90;905;748
23;302;722
102;603;710
102;603;774
102;603;973
