width;length;MT
57;302;1333
90;905;1233
57;905;650
34;1207;-1
34;1207;-1
34;1207;4199
57;603;1366
90;603;1033
34;1207;-1
34;1207;5147
68;1207;1650
57;302;650
45;302;434
23;302;500
68;905;767
57;603;383
68;905;500
90;905;400
102;1207;583
90;1207;433
68;905;350
90;1207;300
45;603;283
45;302;150
90;1207;733
68;905;633
102;302;350
102;603;500
57;603;433
90;1207;600
57;603;433
68;302;200
23;302;267
68;1207;916
45;905;650
45;603;467
45;603;400
57;905;600
34;905;750
34;603;350
45;1207;933
45;1207;450
57;302;150
102;1207;317
45;603;300
68;302;33
102;905;317
57;302;50
34;1207;483
90;1207;217
79;1207;300
34;603;100
79;302;66
102;1207;250
102;905;166
68;1207;384
45;905;267
102;603;166
90;905;200
102;905;183
79;302;50
79;302;50
23;302;133
45;905;500
34;905;283
102;905;333
57;905;250
34;905;317
23;302;300
68;1207;416
57;603;400
45;603;150
79;1207;850
102;1207;383
102;905;217
45;302;67
34;1207;-1
34;1207;1350
79;1207;500
34;905;400
68;1207;350
34;302;183
57;905;200
79;1207;317
68;302;84
68;905;183
23;905;-1
23;905;650
23;1207;-1
23;1207;2583
102;302;50
34;302;67
34;302;50
23;603;150
90;603;83
23;1207;1133
57;302;50
102;302;50
45;905;-1
45;905;317
45;1207;383
23;1207;-1
23;1207;-1
23;1207;1899
102;603;117
34;905;383
102;1207;250
45;1207;250
23;603;333
79;905;133
90;603;83
79;302;50
90;905;133
102;603;67
34;302;17
90;302;67
68;603;67
45;302;83
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;3616
79;1207;217
68;302;67
57;905;133
45;905;250
45;302;33
102;302;50
23;1207;833
79;302;150
102;302;33
79;905;150
45;1207;500
90;302;133
23;302;133
23;905;1616
90;302;50
90;905;250
34;1207;-1
34;1207;1033
34;603;300
23;905;-1
23;905;1266
57;1207;-1
57;1207;600
23;603;467
102;603;150
23;905;400
79;603;183
34;302;50
68;603;100
68;603;100
68;603;133
23;603;117
90;603;117
23;905;217
68;603;150
90;302;50
57;1207;333
23;603;117
34;603;100
68;302;50
34;603;117
79;905;150
57;1207;283
79;603;100
90;603;-1
90;603;-1
90;603;-1
90;603;200
90;302;50
79;905;183
57;1207;-1
57;1207;167
57;1207;250
79;905;-1
79;905;283
79;603;183
79;603;117
79;603;150
