width;length;MT
79;905;3103
79;1207;2947
68;302;650
68;302;371
79;302;373
102;302;155
57;1207;2698
34;302;495
57;1207;2512
79;302;218
45;302;-1
45;302;433
57;1207;-1
57;1207;-1
57;1207;-1
57;1207;3289
34;302;899
34;905;4404
57;302;464
57;905;-1
57;905;2389
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
102;1207;2202
23;905;-1
23;905;-1
23;905;8368
68;302;402
45;905;3409
23;302;1209
90;905;868
102;603;403
57;302;372
68;603;651
102;302;186
34;905;3287
45;603;1551
79;603;527
45;905;1955
68;1207;2296
45;905;1766
90;603;276
102;1207;1086
102;302;186
57;905;899
102;905;713
79;1207;1210
45;302;340
102;1207;962
45;603;466
68;603;434
23;1207;6226
57;603;560
90;603;279
34;302;-1
34;302;742
79;302;311
68;302;308
90;603;399
45;905;1763
57;1207;1550
34;905;4090
57;603;434
79;905;529
57;905;805
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;4868
102;905;279
57;1207;962
45;603;651
34;1207;2793
45;302;342
23;905;4311
57;603;-1
57;603;-1
57;603;-1
57;603;-1
57;603;2109
90;1207;2541
23;302;591
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;9059
68;1207;-1
68;1207;-1
68;1207;-1
68;1207;-1
68;1207;3381
79;302;279
79;905;1240
34;905;3099
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;5264
79;302;155
57;905;-1
57;905;-1
57;905;4901
90;603;961
68;603;1395
68;1207;4736
45;302;838
102;905;900
68;302;279
45;603;1397
102;302;216
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;8992
102;1207;2296
34;603;3506
102;302;278
45;905;2635
23;603;-1
23;603;3506
45;603;1954
23;603;-1
23;603;-1
23;603;6049
57;905;-1
57;905;3568
68;603;1304
90;905;1084
34;603;-1
34;603;3625
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;6701
23;603;-1
23;603;4933
79;603;901
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;14358
57;302;280
23;603;-1
23;603;5706
34;302;-1
34;302;1272
102;1207;-1
102;1207;3036
68;1207;-1
68;1207;4310
45;1207;4436
90;1207;-1
90;1207;-1
90;1207;3475
23;603;-1
23;603;-1
23;603;7693
102;603;530
68;905;3011
34;302;898
23;302;-1
23;302;-1
23;302;3408
79;1207;4742
79;905;-1
79;905;-1
79;905;3659
79;905;2014
45;302;1178
23;302;3783
57;302;899
34;1207;10015
102;905;1798
57;302;590
68;905;2140
34;603;1893
23;1207;10049
102;905;832
57;603;1116
90;1207;1583
45;1207;3444
79;1207;-1
79;1207;3568
90;603;620
68;1207;3070
34;1207;4775
68;905;1549
45;1207;2916
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;6450
23;302;2574
90;1207;1831
34;603;3224
57;603;714
68;905;3100
68;603;683
45;1207;3257
23;905;-1
23;905;6265
79;603;652
79;603;433
23;905;5398
90;1207;2109
102;603;496
79;603;652
90;905;1271
68;905;2139
90;302;280
34;603;-1
34;603;-1
34;603;-1
34;603;5210
102;603;838
90;905;1861
79;1207;-1
79;1207;-1
79;1207;-1
79;1207;4093
102;603;-1
102;603;559
90;905;1703
90;302;-1
90;302;342
90;302;280
90;302;279
90;302;464
