width;length;MT
90;905;976
90;905;942
57;302;1178
34;905;1053
23;302;-1
23;302;744
57;603;-1
57;603;634
68;905;1039
23;302;542
23;603;789
90;603;465
57;905;932
68;603;557
34;1207;-1
34;1207;914
45;1207;1365
34;905;884
34;1207;1036
34;603;481
102;1207;823
45;1207;946
23;905;668
57;1207;1177
79;603;466
102;603;526
57;905;590
57;302;216
45;302;248
79;905;637
45;603;420
23;302;279
23;302;-1
23;302;371
102;603;590
34;1207;992
34;1207;1038
102;905;574
102;1207;961
23;1207;914
45;905;759
45;302;156
45;905;651
102;302;106
34;905;620
34;905;634
34;302;293
102;905;496
57;1207;990
79;1207;650
34;603;667
90;302;157
90;1207;1039
102;603;370
90;603;744
23;603;728
57;302;217
34;905;-1
34;905;-1
34;905;-1
34;905;836
45;302;-1
45;302;340
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;1489
90;1207;775
45;905;775
79;302;185
79;1207;835
90;905;574
102;603;465
102;302;247
68;302;278
102;905;635
79;905;682
34;302;279
45;905;775
90;905;589
45;905;712
34;302;310
57;302;372
57;1207;696
90;1207;730
45;603;543
102;302;186
34;603;945
79;302;279
102;302;279
102;603;574
90;1207;838
45;603;588
90;905;620
90;1207;834
102;302;186
23;302;775
68;905;681
45;603;744
57;905;806
57;1207;-1
57;1207;712
57;905;776
34;603;-1
34;603;-1
34;603;-1
34;603;-1
34;603;1829
68;603;558
57;302;-1
57;302;946
45;302;913
68;905;-1
68;905;1147
34;603;698
57;1207;1456
90;603;464
90;302;186
90;603;342
68;302;123
102;1207;682
79;905;819
79;1207;697
79;905;681
90;302;217
45;302;248
79;1207;-1
79;1207;899
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;1456
34;302;465
68;905;744
23;1207;-1
23;1207;-1
23;1207;1549
23;1207;1488
90;603;495
45;1207;1457
57;905;-1
57;905;838
79;603;885
79;603;650
68;302;526
79;1207;930
79;302;403
23;1207;1704
68;603;340
102;905;589
79;905;620
45;603;496
79;302;168
57;603;342
34;302;-1
34;302;495
57;603;619
90;302;169
57;603;605
68;603;464
45;1207;976
68;905;682
34;1207;1085
68;603;510
68;302;309
102;905;836
68;302;247
79;603;744
57;603;-1
57;603;-1
57;603;868
90;302;219
79;302;156
102;1207;869
23;603;977
23;603;868
68;1207;1334
23;905;1008
68;1207;681
23;905;930
102;1207;651
79;603;217
23;905;1039
23;905;960
68;1207;496
23;603;651
68;1207;465
68;1207;466
