width;length;MT
68;302;-1
68;302;1581
68;302;899
34;302;-1
34;302;2096
45;603;1878
90;905;3335
34;905;-1
34;905;-1
34;905;-1
34;905;6991
57;905;1894
79;1207;1451
23;603;1170
79;1207;-1
79;1207;3230
102;603;979
45;603;668
34;603;-1
34;603;2050
34;905;3060
23;1207;-1
23;1207;13012
90;1207;-1
90;1207;1816
79;905;1750
23;603;-1
23;603;-1
23;603;2914
23;905;4100
45;302;750
68;1207;1535
23;603;3250
23;905;6518
68;603;1029
102;302;-1
102;302;301
23;1207;-1
23;1207;11949
34;603;1068
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;15428
57;302;-1
57;302;211
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;4789
34;302;-1
34;302;1449
102;1207;2315
68;603;897
57;603;800
68;905;-1
68;905;1280
34;905;3330
34;302;-1
34;302;1120
34;905;5848
57;603;-1
57;603;1815
68;603;1432
57;905;3421
68;1207;3180
57;302;968
23;302;2250
57;603;1350
23;603;4201
68;1207;1980
68;603;500
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;4394
68;1207;-1
68;1207;2829
102;1207;-1
102;1207;1250
102;603;252
102;1207;1619
102;905;720
34;302;982
23;302;1114
68;603;1035
23;1207;5413
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;3300
23;603;2651
45;302;271
68;905;1018
57;302;-1
57;302;198
57;905;1620
79;302;197
34;1207;-1
34;1207;3817
79;603;1000
68;905;1450
34;302;1162
79;302;420
45;603;-1
45;603;983
90;302;231
57;905;1683
90;603;632
34;603;-1
34;603;666
79;1207;-1
79;1207;911
90;302;202
23;302;880
68;905;669
57;302;449
45;1207;1550
57;1207;1332
45;302;550
45;603;1170
90;603;312
79;302;432
79;302;480
57;1207;2470
68;302;518
68;302;201
45;905;1486
79;1207;1212
79;905;502
79;302;-1
79;302;121
57;905;1021
90;905;774
102;905;850
90;603;569
102;905;466
90;603;588
23;1207;-1
23;1207;-1
23;1207;8430
79;905;-1
79;905;970
90;1207;1084
57;1207;1663
23;905;3433
45;905;820
102;905;-1
102;905;700
79;905;601
102;302;232
68;905;899
68;302;501
57;1207;1130
79;1207;-1
79;1207;1518
79;905;-1
79;905;780
102;1207;968
102;1207;1149
57;1207;2032
90;302;300
57;302;417
34;603;2350
45;603;1218
90;302;420
34;603;-1
34;603;1420
23;905;4333
102;302;220
68;1207;1521
90;1207;900
23;302;1033
34;1207;2982
102;905;450
90;905;348
90;905;855
102;302;217
45;905;1300
57;603;818
57;603;1198
45;1207;4500
90;302;467
45;1207;2199
45;905;1805
102;302;250
90;603;665
79;603;612
90;1207;1618
79;603;600
79;603;719
45;302;-1
45;302;812
45;1207;-1
45;1207;3000
79;603;467
45;302;417
23;302;986
90;1207;2050
45;905;-1
45;905;-1
45;905;2742
34;1207;2300
102;603;417
90;905;800
34;1207;-1
34;1207;-1
34;1207;4749
102;603;702
102;603;901
34;1207;2267
