width;length;MT
102;302;683
45;905;2299
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;7748
102;603;1300
102;1207;1916
57;905;-1
57;905;3232
90;603;933
45;905;-1
45;905;-1
45;905;5799
34;302;1716
34;603;3416
79;905;-1
79;905;-1
79;905;1400
90;1207;2849
45;905;2599
23;302;-1
23;302;2733
79;603;-1
79;603;1083
102;603;-1
102;603;-1
102;603;1266
102;1207;1516
23;905;8697
79;603;1066
23;905;6681
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;9864
90;603;1499
79;603;1083
102;603;1050
45;302;750
23;302;1900
90;1207;1917
45;905;-1
45;905;4166
34;603;-1
34;603;3233
57;1207;-1
57;1207;-1
57;1207;6231
68;603;1766
23;905;7348
68;1207;2999
90;603;1016
79;603;1000
79;905;2616
23;603;-1
23;603;5582
102;302;517
45;302;1099
102;603;1216
102;905;1399
79;603;1366
102;603;699
34;302;1716
90;1207;-1
90;1207;-1
90;1207;1749
45;603;2700
68;1207;-1
68;1207;3365
102;1207;2416
34;1207;7464
79;905;3000
23;302;-1
23;302;2315
34;302;1965
90;1207;2033
79;905;1899
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;10229
23;302;2732
23;603;4649
23;603;-1
23;603;-1
23;603;-1
23;603;5383
23;603;4865
23;1207;10264
57;603;-1
57;603;1200
90;1207;2232
68;1207;2482
102;905;1533
45;1207;-1
45;1207;-1
45;1207;3816
45;905;3666
79;905;1865
79;1207;-1
79;1207;1566
57;1207;3299
79;302;383
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;8081
57;905;2849
45;603;-1
45;603;1566
90;302;400
23;603;3815
79;302;683
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;11247
90;302;699
102;1207;2032
102;1207;1614
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;8399
45;302;800
79;302;433
68;1207;-1
68;1207;3532
57;1207;-1
57;1207;-1
57;1207;3116
90;603;800
57;905;2066
34;302;-1
34;302;-1
34;302;-1
34;302;1800
90;905;1416
45;1207;-1
45;1207;4799
57;905;2333
90;302;367
79;1207;2232
90;603;-1
90;603;832
45;603;2066
68;302;666
90;302;466
102;905;1600
45;302;-1
45;302;766
34;1207;-1
34;1207;-1
34;1207;5582
34;302;-1
34;302;1166
45;603;2349
45;302;783
68;905;2067
68;905;1482
34;905;4949
34;603;2449
57;1207;-1
57;1207;3066
45;603;1783
90;302;518
102;302;383
79;1207;2266
79;1207;1499
57;603;967
57;1207;2183
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;3216
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;7281
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;3982
34;905;-1
34;905;3033
34;603;2466
68;302;333
45;1207;3999
57;603;1200
23;302;1549
45;1207;-1
45;1207;-1
45;1207;3799
102;905;1217
68;1207;2451
79;1207;2352
57;905;1416
79;302;383
68;302;450
68;302;633
102;302;500
68;603;1217
68;905;1284
102;905;1166
68;302;366
68;905;1466
57;603;833
57;302;600
34;603;1550
79;302;749
90;905;1066
102;302;350
57;302;466
68;603;1033
57;302;450
57;603;1133
57;302;350
57;302;566
23;905;4199
68;905;1317
34;905;-1
34;905;2649
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;5398
34;905;3948
68;603;733
68;603;567
90;905;1100
90;905;817
90;905;1133
