width;length;MT
23;302;-1
23;302;-1
23;302;-1
23;302;9509
68;302;-1
68;302;2310
57;302;4248
102;1207;4998
68;1207;-1
68;1207;8317
90;302;1432
23;302;5404
57;905;-1
57;905;-1
57;905;7285
57;1207;-1
57;1207;7984
90;1207;1907
90;603;1753
68;905;3070
23;603;7188
34;603;-1
34;603;4185
79;1207;-1
79;1207;4334
23;1207;-1
23;1207;-1
23;1207;14755
68;302;919
68;603;1982
102;905;2458
23;603;-1
23;603;8035
102;1207;-1
102;1207;4458
68;1207;-1
68;1207;4272
34;1207;-1
34;1207;-1
34;1207;17483
90;905;-1
90;905;2144
79;905;3910
45;603;4535
90;1207;4221
34;905;8925
102;1207;2663
79;905;2763
57;603;1567
90;905;4178
68;1207;-1
68;1207;-1
68;1207;7749
79;302;782
57;302;986
45;603;3469
23;905;-1
23;905;14116
90;603;402
68;302;441
102;603;883
90;603;974
34;603;-1
34;603;4622
102;1207;1613
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;17423
90;302;916
45;603;-1
45;603;1968
79;302;511
57;302;730
79;1207;-1
79;1207;4730
57;905;-1
57;905;5573
90;603;-1
90;603;2173
79;603;1144
79;302;430
90;302;473
45;603;3334
57;1207;-1
57;1207;-1
57;1207;5673
23;302;-1
23;302;7512
79;302;-1
79;302;648
57;1207;6967
23;302;-1
23;302;-1
23;302;2552
68;603;1427
23;1207;-1
23;1207;-1
23;1207;15197
79;603;477
68;1207;2384
79;603;580
102;603;506
79;905;1341
90;905;1192
34;905;-1
34;905;-1
34;905;-1
34;905;15022
90;603;714
34;1207;12410
34;603;-1
34;603;4052
34;302;1155
57;603;2029
57;905;5001
90;1207;3624
79;302;251
57;1207;5672
102;1207;1079
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;34493
23;905;-1
23;905;13714
90;302;409
57;302;473
23;1207;-1
23;1207;16951
68;1207;2871
34;905;-1
34;905;-1
34;905;6253
68;603;-1
68;603;-1
68;603;1763
45;1207;-1
45;1207;4764
45;302;-1
45;302;1916
23;302;-1
23;302;-1
23;302;4351
68;905;4363
90;905;3191
90;1207;3805
79;603;1493
45;302;523
90;302;338
79;1207;3763
45;1207;5965
23;1207;-1
23;1207;16668
23;603;-1
23;603;5811
45;603;-1
45;603;-1
45;603;4349
90;1207;3299
34;1207;-1
34;1207;15149
45;302;1316
34;1207;-1
34;1207;12628
57;302;552
45;1207;5300
23;905;-1
23;905;-1
90;905;-1
23;905;17396
90;905;2456
79;905;5009
68;302;308
57;905;14179
57;603;-1
57;603;-1
57;603;4228
102;603;3037
57;1207;-1
57;1207;6799
57;603;825
79;905;1231
34;603;3440
23;905;-1
23;905;12797
45;905;-1
45;905;-1
45;905;6662
68;302;289
34;302;1939
57;905;3804
68;603;583
102;603;406
68;603;579
102;302;173
79;603;543
102;302;172
34;1207;-1
34;1207;-1
34;1207;7804
102;905;237
102;905;784
34;302;1159
79;1207;2242
23;603;-1
23;603;-1
23;603;7530
102;302;129
34;905;-1
34;905;7880
102;302;73
102;302;204
34;302;1085
68;905;2515
57;603;580
45;1207;4829
34;302;-1
34;302;-1
34;302;749
68;905;-1
68;905;4328
79;1207;3444
102;603;414
45;905;3814
68;905;577
34;905;4391
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;7198
45;905;-1
45;905;2764
34;603;3226
45;302;375
23;603;6766
45;302;-1
45;302;742
45;905;5395
102;905;1323
45;905;2105
102;905;680
