width;length;MT
90;1207;-1
90;1207;1186
102;302;-1
102;302;691
102;302;2310
45;603;1061
45;302;-1
45;302;313
45;302;375
57;603;625
90;603;626
68;302;313
34;603;-1
34;603;-1
34;603;658
45;603;531
57;302;251
45;905;1094
90;302;1469
79;1207;1125
102;1207;-1
102;1207;908
68;905;750
34;302;719
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;3467
45;302;-1
45;302;1280
57;905;2250
90;603;-1
90;603;719
23;1207;-1
23;1207;5156
45;1207;-1
45;1207;-1
45;1207;7188
23;905;2324
102;1207;1249
102;1207;-1
102;1207;2094
102;603;969
23;603;1594
90;302;438
90;603;688
23;603;2875
102;1207;1035
102;1207;1343
68;302;966
57;302;594
57;1207;1042
45;603;593
90;302;404
45;1207;-1
45;1207;3380
34;1207;4807
68;905;1908
90;905;1125
23;603;1250
57;603;811
102;905;746
23;1207;1750
45;1207;812
34;1207;2283
57;603;410
90;905;750
90;603;439
79;905;718
79;905;500
79;302;250
90;1207;780
90;603;406
68;603;343
79;905;627
34;603;875
23;302;-1
23;302;-1
23;302;812
45;302;721
45;603;782
23;1207;-1
23;1207;3031
23;603;-1
23;603;811
90;905;-1
90;905;874
45;603;1408
90;302;436
68;1207;2000
90;302;249
68;905;1188
102;905;1031
57;1207;1780
68;1207;1533
68;905;908
57;603;565
79;1207;1153
68;905;1217
68;603;592
68;302;217
34;603;689
102;905;656
90;1207;1158
57;1207;-1
57;1207;-1
57;1207;3121
90;1207;1406
102;905;1217
68;603;940
23;1207;-1
23;1207;-1
23;1207;5905
57;905;967
34;603;1813
102;905;876
79;302;252
79;905;744
79;302;381
68;603;783
57;302;342
79;1207;2375
34;1207;4000
79;905;688
57;302;314
79;1207;1250
23;905;2033
68;1207;624
45;302;126
68;603;375
45;905;1970
34;1207;3624
57;302;217
45;1207;3034
23;905;-1
23;905;-1
23;905;-1
23;905;4844
45;1207;1095
23;302;970
57;603;625
102;603;534
34;1207;2375
34;302;189
90;905;657
102;302;126
79;302;125
79;302;156
102;603;408
90;905;376
102;603;314
34;905;1186
34;905;1501
79;1207;685
68;1207;1186
102;302;124
34;603;687
68;302;156
45;905;996
68;302;282
34;905;1313
57;1207;1031
57;905;749
23;905;1437
102;603;550
34;302;625
68;1207;970
102;302;216
34;302;717
34;302;596
23;603;1344
23;905;-1
23;905;-1
23;905;3750
79;603;374
34;905;813
79;603;594
23;302;614
23;302;-1
23;302;875
23;302;1182
79;603;719
57;905;1655
45;905;1721
57;1207;1031
34;905;-1
34;905;2251
90;1207;-1
90;1207;1074
79;603;811
79;603;625
57;905;1437
45;905;1375
