width;length;MT
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;45176
34;302;-1
34;302;-1
34;302;-1
34;302;-1
34;302;7974
90;905;3902
57;905;4136
57;302;730
57;302;362
90;1207;-1
90;1207;-1
90;1207;6417
45;603;-1
45;603;4231
45;905;-1
45;905;-1
45;905;-1
45;905;-1
45;905;19182
79;1207;6539
79;1207;-1
79;1207;21524
57;302;2757
79;302;-1
79;302;1484
34;905;-1
34;905;-1
34;905;-1
34;905;14319
57;302;2298
23;603;-1
23;603;12812
57;302;2008
45;603;5495
102;905;-1
102;905;4124
23;603;11806
34;1207;18787
90;603;2725
79;905;3463
102;302;357
102;1207;2967
79;1207;-1
79;1207;4165
23;905;-1
23;905;-1
23;905;19569
90;1207;3932
68;1207;6180
23;1207;-1
23;1207;-1
23;1207;29780
90;1207;-1
90;1207;5206
102;905;1719
34;302;2015
23;1207;-1
23;1207;22313
90;905;-1
90;905;4045
34;905;-1
34;905;10336
90;302;1462
57;1207;6140
90;1207;2389
79;905;2665
34;1207;12016
102;302;337
57;603;1164
57;603;1350
102;905;1700
79;302;340
34;302;465
68;302;250
45;905;2197
90;302;-1
90;302;403
79;1207;-1
79;1207;1879
34;302;307
45;603;589
23;302;231
45;302;326
102;302;413
57;603;818
57;1207;-1
57;1207;6580
34;302;169
68;1207;3627
57;1207;-1
57;1207;4150
90;905;1042
90;905;917
45;302;603
45;603;1011
102;1207;1528
102;302;245
68;603;964
68;603;916
34;603;1251
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;6956
102;905;476
68;905;576
79;603;-1
79;603;1101
23;302;334
57;905;1053
90;905;698
23;1207;6115
34;905;2417
23;302;2432
102;905;638
68;1207;1318
57;905;617
45;302;244
102;302;107
34;603;-1
34;603;1240
34;1207;2680
57;603;341
68;905;759
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;6247
90;302;232
90;302;262
102;603;420
102;603;558
45;302;509
23;1207;-1
23;1207;10985
57;1207;-1
57;1207;4756
79;1207;-1
79;1207;4134
68;905;-1
68;905;-1
68;905;2569
68;603;-1
68;603;1039
79;603;559
90;1207;2016
68;603;1633
79;603;618
79;302;358
45;905;3653
79;603;-1
79;603;1518
34;905;6754
45;302;465
68;603;865
57;1207;2460
68;1207;-1
68;1207;-1
68;1207;4424
45;603;3267
45;905;3905
102;603;806
45;905;-1
45;905;-1
45;905;-1
45;905;6494
57;905;3794
34;905;3410
34;603;-1
34;603;2118
23;905;-1
23;905;9018
68;1207;2319
23;603;-1
23;603;5497
79;905;-1
79;905;2230
34;603;1146
68;302;279
102;1207;2218
79;302;280
79;603;557
90;603;-1
90;603;898
102;1207;2214
90;603;531
23;603;1349
79;302;110
23;603;-1
23;603;-1
23;603;7853
57;905;-1
57;905;4612
23;302;-1
23;302;2079
57;603;1890
68;905;2796
68;302;383
90;603;1053
68;302;293
68;905;2138
90;302;327
102;1207;3641
23;302;-1
23;302;3223
45;1207;-1
45;1207;-1
45;1207;7221
23;905;-1
23;905;-1
23;905;5449
34;603;3827
90;603;-1
90;603;742
23;905;-1
23;905;11068
45;1207;5377
23;905;-1
23;905;-1
23;905;10988
79;905;2141
102;603;518
102;603;403
45;1207;-1
45;1207;8396
68;302;744
79;905;2087
45;1207;-1
45;1207;-1
45;1207;7996
45;1207;6815
