width;length;MT
79;905;-1
79;905;1611
79;603;-1
79;603;729
102;603;-1
102;603;840
57;905;1710
23;302;1187
79;302;500
57;302;656
90;302;434
34;905;1776
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;17439
79;905;1329
79;905;-1
79;905;-1
79;905;2082
90;1207;1647
23;1207;-1
23;1207;12038
68;302;314
23;603;-1
23;603;3058
68;302;290
79;905;-1
79;905;1439
68;603;852
102;302;247
90;1207;1559
79;603;496
45;302;532
79;603;828
34;302;681
102;302;188
23;905;-1
23;905;-1
23;905;5728
68;603;-1
68;603;-1
68;603;755
68;603;496
90;603;655
102;1207;774
68;603;846
23;1207;-1
23;1207;6922
23;905;3139
45;302;284
102;603;371
90;905;690
90;302;216
68;603;441
45;1207;1368
68;1207;877
57;302;187
57;302;218
45;603;402
68;1207;620
90;1207;662
34;1207;622
68;905;724
90;1207;282
79;302;282
57;302;159
79;302;158
102;905;527
34;1207;937
34;905;1829
45;905;-1
45;905;623
23;905;1080
34;905;774
57;905;785
102;1207;678
34;905;-1
34;905;-1
34;905;1000
45;1207;908
90;905;442
45;905;534
45;302;278
90;603;372
23;603;382
90;603;278
90;1207;498
90;905;436
57;905;502
102;1207;969
57;603;377
23;302;-1
23;302;560
68;302;227
34;905;597
57;603;339
57;603;251
68;905;496
79;905;430
45;603;-1
45;603;562
102;905;443
45;1207;1022
68;302;125
102;905;680
23;603;772
68;302;153
102;603;371
68;905;656
34;603;437
79;1207;717
45;1207;1037
23;302;386
45;603;577
45;1207;943
57;1207;911
102;1207;688
23;302;487
90;302;188
57;603;470
45;603;476
45;603;508
57;1207;993
45;905;746
102;603;471
68;1207;757
90;302;187
34;1207;1318
34;603;592
45;905;870
102;1207;590
23;603;648
23;302;340
79;302;216
23;905;866
45;302;222
45;905;746
79;603;311
23;1207;999
57;603;314
68;1207;716
23;905;1005
23;603;745
68;1207;705
102;603;277
57;1207;826
102;302;224
34;1207;1105
23;1207;1127
34;603;601
102;905;539
102;905;528
79;603;345
68;905;806
68;905;504
45;302;69
90;603;327
79;1207;879
34;603;626
34;302;296
57;905;746
57;302;155
34;603;468
57;1207;813
34;302;-1
34;302;687
90;302;220
57;1207;861
79;302;188
102;302;225
34;302;281
34;1207;941
102;302;124
90;603;408
57;905;797
79;1207;962
34;302;97
79;1207;693
90;905;337
79;1207;822
90;905;776
