width;length;MT
90;905;-1
90;905;867
79;1207;-1
79;1207;683
57;302;583
68;1207;-1
68;1207;-1
68;1207;-1
68;1207;-1
68;1207;-1
68;1207;-1
68;1207;-1
68;1207;-1
68;1207;-1
68;1207;-1
68;1207;-1
68;1207;-1
68;1207;1284
68;302;801
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;1431
57;302;450
34;905;-1
34;905;-1
34;905;-1
34;905;1449
23;302;-1
23;302;799
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;1817
23;302;-1
23;302;1416
45;1207;2300
90;1207;1550
34;603;-1
34;603;-1
34;603;3416
102;603;667
90;603;967
23;603;-1
23;603;-1
23;603;-1
23;603;-1
23;603;10850
45;603;1867
102;905;1434
102;603;682
34;1207;8901
102;603;583
79;1207;1618
90;1207;1550
68;603;650
102;603;382
57;905;1284
90;1207;966
102;905;319
79;603;333
102;302;101
102;302;118
45;905;2334
102;905;431
90;302;150
90;302;133
68;302;249
90;905;650
90;603;52
23;1207;-1
23;1207;-1
23;1207;13017
102;603;182
57;302;250
57;302;266
34;302;616
90;905;565
90;1207;-1
90;1207;-1
90;1207;1000
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;16833
57;302;-1
57;302;399
90;905;-1
90;905;1033
45;1207;-1
45;1207;3267
23;603;3733
45;905;2467
79;905;1165
34;1207;-1
34;1207;-1
34;1207;7501
57;603;-1
57;603;-1
57;603;1149
34;302;-1
34;302;1149
23;603;4084
23;905;7966
45;302;267
90;302;216
57;1207;1983
23;905;10284
68;905;-1
68;905;-1
68;905;918
34;905;4450
23;1207;-1
23;1207;6149
68;603;1066
34;603;-1
34;603;1915
23;302;1385
23;603;-1
23;603;-1
23;603;-1
23;603;5300
34;603;-1
34;603;3499
23;603;5133
79;905;1302
90;302;67
45;302;383
23;905;-1
23;905;-1
23;905;10015
23;1207;-1
23;1207;-1
23;1207;15318
34;1207;3916
79;1207;1502
79;302;168
68;603;750
68;603;532
34;1207;5851
45;603;-1
45;603;-1
45;603;1934
68;1207;2183
90;603;400
68;905;1433
45;302;767
45;905;2600
79;302;-1
79;302;250
68;302;533
45;302;851
45;603;1700
23;302;1884
57;1207;-1
57;1207;-1
57;1207;2399
23;905;-1
23;905;8050
45;603;517
79;1207;1900
79;603;500
23;1207;-1
23;1207;-1
23;1207;8617
68;302;483
23;905;-1
23;905;-1
23;905;7634
57;1207;-1
57;1207;-1
57;1207;4900
45;603;1717
68;302;583
45;905;2416
79;603;750
102;302;400
90;603;700
79;302;367
79;905;1201
34;603;1667
57;1207;-1
57;1207;3218
34;603;-1
34;603;2067
102;1207;1401
45;905;-1
45;905;2783
45;302;583
102;302;150
34;905;-1
34;905;3883
79;302;149
90;1207;1819
90;302;118
68;603;799
34;905;-1
34;905;-1
34;905;3683
68;905;1467
79;302;219
79;603;635
34;302;799
90;905;1250
23;302;-1
23;302;2533
90;603;432
102;905;-1
102;905;951
68;905;968
102;302;282
68;1207;-1
68;1207;2399
68;1207;-1
68;1207;2498
79;603;601
102;1207;1334
57;1207;2034
79;1207;1333
102;1207;1017
79;905;832
68;1207;1850
68;905;884
102;1207;1115
57;603;866
34;302;883
102;905;534
102;1207;1016
57;603;866
45;1207;4016
45;1207;2933
79;905;967
45;1207;3400
57;905;1933
57;905;1615
57;603;1433
57;905;1365
34;302;567
57;603;698
57;905;1350
