width;length;MT
57;1207;-1
57;1207;-1
57;1207;7171
34;905;12359
23;302;-1
23;302;-1
23;302;-1
23;302;4007
45;302;1533
79;302;542
79;603;891
90;905;891
79;302;288
45;302;337
102;302;225
68;1207;-1
68;1207;6687
102;1207;1962
45;302;993
23;1207;-1
23;1207;11639
45;603;2035
79;905;1088
68;603;1081
79;1207;-1
79;1207;-1
79;1207;5970
102;1207;-1
102;1207;4831
34;1207;-1
34;1207;-1
34;1207;10542
23;302;2925
34;1207;10809
102;302;891
45;905;4694
34;302;2291
102;302;649
57;1207;7314
68;603;1778
57;905;3498
68;603;1322
79;1207;-1
79;1207;3475
102;905;1331
79;302;371
68;302;338
68;603;890
68;905;1425
68;905;1386
90;603;575
34;1207;-1
34;1207;9971
23;905;-1
23;905;6143
79;603;632
57;1207;-1
57;1207;5406
68;302;711
57;603;1447
34;603;1983
68;302;501
45;1207;5121
79;905;1778
45;603;2004
68;1207;3129
57;1207;2894
34;905;-1
34;905;4607
79;905;2099
57;905;2833
90;905;836
45;302;599
45;1207;-1
45;1207;3553
68;603;-1
68;603;2478
90;1207;2830
45;905;3347
57;905;2107
79;302;413
45;302;-1
45;302;1010
79;905;2359
102;1207;2212
57;905;-1
57;905;2498
79;905;1591
90;302;368
34;1207;5262
45;905;2288
102;1207;1896
79;302;247
102;1207;1471
57;603;630
45;1207;1891
34;905;2545
90;302;128
23;603;-1
23;603;3307
90;905;2241
68;302;319
102;905;1710
23;603;-1
23;603;-1
23;603;4038
79;603;1181
79;1207;3456
68;302;592
68;905;2053
102;603;1021
68;905;2426
79;603;1042
23;603;-1
23;603;-1
23;603;-1
23;603;5663
23;905;-1
23;905;-1
23;905;-1
23;905;7300
45;603;3270
45;905;3404
57;1207;3252
34;302;1046
23;302;-1
23;302;2775
79;603;1508
23;302;-1
23;302;2397
34;603;2576
102;603;819
23;1207;-1
23;1207;-1
23;1207;15752
90;603;-1
90;603;1709
57;302;781
34;302;1277
23;1207;9934
23;302;-1
23;302;2108
68;905;2328
102;603;-1
102;603;1027
23;905;-1
23;905;7009
34;905;4403
90;1207;2482
57;603;1512
79;1207;3532
23;1207;-1
23;1207;11288
23;1207;-1
23;1207;-1
23;1207;12101
102;603;907
23;603;4593
90;1207;-1
90;1207;3682
34;603;2629
45;905;2649
34;603;-1
34;603;2511
57;905;2346
23;603;3764
90;1207;1900
90;905;1532
34;302;1138
57;302;587
34;603;2209
23;905;-1
23;905;-1
23;905;8406
79;1207;3781
90;603;593
34;905;3257
102;905;519
57;302;357
102;302;160
57;302;310
45;603;1146
90;603;483
57;603;617
57;302;370
45;603;1634
34;302;671
102;603;976
57;603;953
34;1207;4160
90;302;185
90;603;347
45;1207;2562
45;1207;-1
45;1207;2635
102;302;124
90;905;501
102;905;671
23;905;-1
23;905;5993
68;1207;4092
90;302;138
102;905;768
68;1207;1834
90;1207;1468
90;302;255
68;1207;1512
