width;length;MT
90;302;453
102;1207;1257
45;1207;922
68;1207;873
23;1207;3470
102;905;1038
90;1207;1121
57;603;453
57;905;-1
57;905;1828
68;905;1560
23;603;1694
79;1207;1275
90;905;770
23;905;2633
79;1207;2145
45;302;838
45;302;1192
57;302;1460
68;603;1930
79;905;2297
57;302;1021
23;1207;8335
79;905;1475
57;603;806
90;905;1392
102;302;535
57;905;1526
45;905;1762
57;1207;1813
57;603;1357
45;905;1558
57;603;923
57;905;1040
57;1207;1811
79;1207;1477
68;905;1157
68;1207;1157
79;302;233
45;302;435
45;1207;2214
90;302;253
34;603;1494
68;302;402
34;603;1307
79;1207;1307
23;1207;4276
68;1207;1560
68;1207;-1
68;1207;2364
90;603;670
90;905;806
23;603;2095
57;603;755
79;905;1058
90;302;572
45;302;570
79;603;721
34;603;1240
23;905;2919
79;905;922
45;1207;1712
68;302;369
79;905;1241
34;302;487
45;603;770
57;905;688
68;1207;854
102;905;301
34;302;318
102;1207;571
57;302;185
45;302;270
68;603;470
34;603;571
90;1207;937
102;603;335
34;905;1779
57;905;1074
23;302;687
68;603;585
90;1207;704
79;1207;671
34;1207;1709
34;302;418
23;603;-1
23;603;2263
45;603;855
68;302;234
90;302;301
23;603;1744
68;302;351
34;302;605
23;302;-1
23;302;1677
102;603;789
102;905;1089
90;603;772
90;603;856
79;302;424
68;905;1241
34;302;705
34;905;1308
45;905;1097
90;1207;905
102;1207;855
102;302;185
68;302;218
102;603;303
90;905;604
102;905;570
34;905;-1
34;905;-1
34;905;3270
102;603;672
68;905;955
90;905;756
34;1207;3655
34;905;2566
23;302;1123
102;905;1005
45;603;1341
23;1207;4141
68;603;721
79;603;837
34;603;1410
90;603;671
90;603;419
34;905;1880
90;302;285
57;1207;1391
79;603;487
45;905;788
45;603;789
23;603;1442
68;905;854
34;1207;2246
102;1207;1340
79;302;569
45;1207;1961
79;302;352
57;1207;1626
79;603;639
57;1207;1407
45;905;1142
102;1207;1057
102;603;637
79;603;485
45;603;621
23;302;776
79;302;301
45;1207;1878
57;302;318
34;1207;1980
90;1207;889
68;603;570
102;302;420
102;302;201
102;302;302
23;302;554
57;302;352
23;905;2399
23;1207;4661
34;1207;2655
23;905;2648
23;905;-1
23;905;-1
23;905;-1
23;905;4627
