width;length;MT
57;905;636
68;1207;-1
68;1207;2171
68;905;-1
68;905;1282
68;905;-1
68;905;-1
68;905;-1
68;905;5703
102;603;2021
23;603;-1
23;603;-1
23;603;-1
23;603;-1
23;603;11666
57;603;-1
57;603;3598
102;603;1939
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;7895
45;603;1107
68;603;1051
90;905;515
57;603;746
90;905;-1
90;905;-1
90;905;-1
90;905;2473
34;302;552
102;1207;2154
102;905;979
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;10193
90;905;992
68;905;1875
57;1207;1487
34;905;-1
34;905;-1
34;905;-1
34;905;7795
57;603;1640
79;905;1337
79;1207;1902
90;302;159
102;302;246
102;302;197
102;1207;-1
102;1207;2746
57;603;1621
45;905;-1
45;905;4355
57;603;839
79;603;1248
102;1207;1142
90;302;329
68;603;785
68;302;632
90;905;1273
102;1207;1535
102;905;601
57;905;2071
90;1207;1064
45;1207;9744
90;905;950
68;603;798
79;905;1584
90;603;838
57;905;2394
57;302;669
23;302;2136
34;905;-1
34;905;5957
102;603;260
68;1207;-1
68;1207;-1
68;1207;-1
68;1207;-1
68;1207;-1
68;1207;-1
68;1207;4748
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;-1
45;1207;7568
68;302;-1
68;302;952
34;905;-1
34;905;11130
90;1207;-1
90;1207;2824
68;1207;3295
102;603;-1
102;603;-1
102;603;1163
34;302;3380
68;603;1834
45;905;4778
57;302;558
45;302;931
79;1207;1406
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;10365
102;603;-1
102;603;-1
102;603;857
45;1207;-1
45;1207;4713
79;603;221
79;1207;-1
79;1207;2559
57;905;-1
57;905;-1
57;905;2382
68;603;-1
68;603;689
68;1207;1236
90;603;1450
45;603;-1
45;603;5179
23;302;3346
57;905;2239
90;603;1139
45;302;-1
45;302;-1
45;302;922
23;1207;9938
23;302;-1
23;302;591
34;905;-1
34;905;2581
34;302;689
79;302;186
23;1207;5443
45;1207;-1
45;1207;1725
102;1207;901
57;302;77
57;302;432
34;302;-1
34;302;350
79;603;339
68;1207;2511
68;905;725
68;302;127
45;302;407
23;603;-1
23;603;-1
23;603;-1
23;603;-1
23;603;-1
23;603;-1
23;603;-1
23;603;-1
23;603;-1
23;603;6396
90;603;581
34;302;885
23;302;-1
23;302;626
79;302;180
79;302;67
45;603;-1
45;603;1158
57;1207;-1
57;1207;3939
34;603;-1
34;603;2724
68;302;-1
68;302;-1
68;302;532
23;302;-1
23;302;-1
23;302;1984
68;302;376
34;603;-1
34;603;-1
34;603;-1
34;603;5547
79;905;-1
79;905;-1
79;905;2008
79;1207;2034
102;905;779
57;302;-1
57;302;-1
57;302;1439
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;6662
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;9811
90;1207;-1
90;1207;2001
57;1207;2484
90;1207;1345
23;603;1677
45;302;533
45;905;1776
23;603;1562
45;905;-1
45;905;-1
45;905;2549
57;1207;3979
23;603;-1
23;603;-1
23;603;-1
23;603;-1
23;603;-1
23;603;32622
45;1207;-1
45;1207;-1
45;1207;7899
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;11327
57;1207;-1
57;1207;-1
57;1207;3062
90;302;133
79;905;-1
79;905;2718
79;1207;3375
79;603;-1
79;603;-1
79;603;1869
45;905;-1
45;905;-1
45;905;-1
45;905;-1
45;905;-1
45;905;-1
45;905;2999
90;1207;-1
90;1207;-1
90;1207;1606
102;302;85
102;905;1063
79;603;305
34;603;-1
34;603;4066
79;302;1533
68;905;2186
90;603;655
34;603;1249
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;6877
45;603;724
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;6802
45;603;-1
45;603;-1
45;603;-1
45;603;4026
45;302;2525
34;1207;-1
34;1207;-1
34;1207;10153
90;302;1154
34;603;6151
102;905;3373
102;302;750
79;905;3314
23;905;-1
23;905;-1
23;905;9666
79;302;714
23;905;10002
102;302;262
34;1207;7204
90;302;-1
90;302;603
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;8720
34;1207;10596
