width;length;MT
45;603;134
57;302;116
90;603;200
45;905;366
102;905;250
68;905;267
34;302;32
45;302;-1
45;302;217
68;905;167
68;603;332
34;603;167
90;603;300
45;302;187
34;905;-1
34;905;934
90;603;-1
90;603;217
90;1207;-1
90;1207;351
45;603;283
34;603;917
102;905;83
57;302;118
34;1207;350
90;1207;367
23;603;317
102;1207;350
102;905;166
45;302;84
45;302;66
57;603;200
34;302;-1
34;302;217
90;1207;334
90;302;100
45;603;633
34;302;134
102;905;401
102;302;67
57;302;134
57;302;133
34;302;151
34;302;300
79;603;83
90;603;133
102;905;350
57;603;218
68;603;133
90;1207;400
23;905;732
45;905;334
79;1207;516
79;1207;266
90;1207;349
79;1207;299
68;302;84
102;603;220
57;905;450
23;302;536
45;302;-1
45;302;283
68;302;116
34;1207;2500
34;1207;267
34;1207;-1
34;1207;701
34;603;149
57;603;116
102;302;132
79;603;266
23;302;83
90;905;216
102;603;117
79;1207;-1
79;1207;401
79;1207;266
68;1207;350
68;905;366
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;866
79;603;201
57;302;83
34;603;199
45;603;233
90;905;233
34;1207;483
57;1207;248
34;905;467
68;905;214
45;603;283
68;905;250
23;1207;-1
23;1207;4816
68;302;51
68;302;67
23;302;-1
23;302;501
79;603;167
34;905;383
45;1207;417
57;905;300
79;905;183
102;603;67
23;905;650
34;603;267
79;603;300
68;302;66
23;603;416
57;603;267
90;603;233
68;603;99
34;905;415
45;1207;-1
45;1207;-1
45;1207;417
45;1207;284
102;1207;150
34;905;-1
34;905;550
23;603;233
45;1207;333
23;1207;515
90;905;183
102;603;83
23;1207;-1
23;1207;549
68;603;84
45;1207;316
45;905;183
90;905;216
79;302;49
57;1207;400
68;1207;233
102;603;149
90;905;266
23;302;67
57;1207;333
57;905;-1
57;905;333
57;603;150
23;905;434
23;905;300
45;905;234
57;905;201
23;1207;-1
23;1207;382
45;905;167
79;302;67
23;1207;449
90;302;67
57;1207;283
68;1207;433
90;302;67
23;603;-1
23;603;666
102;302;51
79;302;51
68;1207;200
102;302;65
23;603;334
57;1207;-1
57;1207;750
79;905;132
68;1207;483
23;302;367
102;1207;215
102;302;50
79;302;83
68;603;98
57;905;417
102;1207;283
102;1207;299
79;905;317
90;302;117
90;302;67
79;302;133
79;905;166
79;905;234
