width;length;MT
45;1207;2068
57;603;1534
45;302;432
45;603;1167
68;1207;781
68;905;800
68;1207;-1
68;1207;1218
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;9053
68;603;617
45;1207;-1
45;1207;4616
34;905;2401
57;1207;2650
102;302;117
102;302;134
90;905;1033
23;905;6284
23;302;2052
90;603;849
102;603;450
90;1207;-1
90;1207;1267
102;905;602
90;1207;1333
57;603;1300
102;1207;1100
57;603;850
79;1207;1382
45;302;484
68;603;633
45;905;1850
34;905;2551
79;603;267
34;905;2783
23;302;1567
34;302;884
68;905;1252
45;905;1734
79;1207;1433
45;1207;4135
102;1207;784
68;603;616
68;302;117
45;905;2434
45;302;450
102;302;66
45;302;900
23;603;3684
23;603;3935
45;905;2051
45;905;2351
79;603;417
34;603;1416
79;302;-1
79;302;334
102;905;1034
23;302;1983
68;905;1999
23;603;4051
23;302;2535
68;302;450
102;603;517
102;905;1051
102;1207;1382
45;1207;2534
23;302;1802
23;1207;10836
90;1207;1434
90;905;867
68;603;1100
23;1207;6669
34;1207;3117
23;603;-1
23;603;4050
90;302;333
68;1207;2834
34;905;2334
34;302;1400
23;603;3834
57;603;1417
102;603;549
34;1207;7118
79;302;268
68;1207;2367
45;603;1700
45;1207;-1
45;1207;5502
34;1207;4234
34;302;933
90;905;1050
45;603;1701
90;603;616
57;1207;3134
57;603;850
90;1207;1850
34;905;2600
34;603;1634
68;603;451
34;302;851
90;905;1050
90;603;867
90;302;182
90;1207;2834
68;302;634
90;302;367
57;302;1219
79;905;1585
102;603;366
57;905;1636
45;302;633
68;1207;2350
79;905;1034
57;302;384
102;603;550
68;905;1151
45;603;1050
68;302;268
90;905;1483
45;603;1634
102;302;183
102;905;967
79;603;1001
79;302;550
79;302;317
34;1207;8435
68;302;416
79;1207;2251
57;302;567
57;905;2535
102;905;1116
102;302;284
23;1207;7085
34;603;2917
23;905;7019
34;603;1300
34;1207;3518
79;603;683
102;1207;1101
34;302;917
79;905;1119
57;1207;1168
68;905;1334
79;905;517
23;905;-1
23;905;8669
90;302;251
90;603;634
90;302;283
79;302;299
34;603;2367
57;302;434
23;905;5151
57;1207;1884
90;603;1067
57;905;1734
57;302;452
79;1207;1284
79;603;583
57;905;1217
79;905;834
102;1207;1017
23;905;5368
79;1207;767
57;1207;-1
57;1207;4450
23;1207;8753
57;905;2935
