width;length;MT
45;905;2793
23;905;-1
23;905;4036
102;302;375
102;905;1146
79;905;1018
102;603;583
79;603;459
34;603;1292
79;302;542
102;302;437
23;603;2508
90;905;1112
57;1207;1772
79;1207;1646
45;302;480
45;302;501
45;302;396
90;1207;1021
102;1207;1042
45;1207;1312
57;1207;1208
79;603;542
90;1207;1021
57;302;480
90;1207;876
79;302;389
23;603;1542
45;603;792
23;302;889
68;1207;1021
68;603;625
34;1207;2022
23;603;-1
23;603;2063
102;905;653
68;603;480
34;905;2383
34;603;1959
90;302;306
45;905;1626
79;1207;1480
79;905;1327
45;603;917
79;603;750
79;302;291
102;1207;896
34;603;1035
57;1207;1979
102;1207;993
90;603;417
68;302;271
68;302;312
34;905;2278
90;905;-1
90;905;459
68;1207;1084
79;603;542
68;302;362
34;302;625
68;1207;1479
102;302;167
34;905;1771
45;905;-1
45;905;1042
102;603;417
45;1207;2168
23;1207;-1
23;1207;-1
23;1207;3042
45;1207;2827
79;1207;1013
90;905;875
57;905;958
68;905;1312
90;603;687
23;905;4099
45;905;-1
45;905;896
34;603;1584
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;4001
57;1207;2063
23;603;2522
68;1207;1917
23;302;1000
45;603;1250
23;603;2292
102;603;604
68;603;542
68;603;519
68;1207;1562
90;905;687
79;603;417
34;603;1355
90;905;729
57;1207;1603
102;603;376
45;302;395
57;905;1020
23;905;3209
34;302;479
23;1207;4689
90;603;333
102;1207;771
57;905;979
102;905;668
102;1207;959
90;603;375
45;302;-1
45;302;271
102;603;375
90;1207;1271
34;905;2063
34;302;792
23;905;3918
68;302;354
102;905;1063
34;302;562
102;905;855
45;905;1750
79;905;958
57;905;1229
23;302;1313
90;302;354
68;603;645
34;1207;3126
23;302;1084
68;302;250
90;1207;1104
34;1207;2813
79;302;271
79;302;167
23;905;-1
23;905;-1
23;905;-1
23;905;3834
68;905;730
34;1207;3209
68;905;625
90;603;334
79;905;562
34;1207;2771
90;302;208
90;302;250
79;905;709
102;302;229
34;905;2064
57;302;250
57;905;1501
45;1207;2688
57;603;792
102;302;188
45;1207;2202
23;1207;-1
23;1207;2458
45;603;749
23;1207;-1
23;1207;5043
57;603;563
45;603;709
90;302;188
57;302;229
23;302;813
79;1207;1396
57;603;750
57;302;188
34;302;397
68;905;938
79;1207;1022
57;302;125
68;905;743
57;603;500
57;603;590
