width;length;MT
102;905;368
34;1207;267
90;302;17
90;1207;84
68;302;50
34;1207;217
90;1207;167
45;302;-1
45;302;34
45;302;17
23;302;34
68;905;99
23;302;50
45;1207;435
23;905;-1
23;905;67
79;905;184
45;905;-1
45;905;100
57;603;-1
57;603;68
79;302;17
57;905;117
68;302;34
57;1207;234
23;905;267
45;302;67
68;302;17
102;905;118
90;1207;117
102;1207;150
79;1207;117
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;67
34;1207;-1
34;1207;117
34;1207;-1
57;905;50
23;1207;67
68;905;83
79;302;17
23;302;33
34;302;50
90;1207;167
90;905;100
102;302;17
68;302;50
68;905;184
57;905;268
57;1207;251
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;67
68;302;33
68;1207;100
34;603;100
79;1207;117
57;1207;134
90;302;50
57;302;34
23;1207;117
23;603;134
90;1207;150
102;603;100
23;603;-1
23;603;83
68;1207;117
90;603;-1
90;603;51
34;905;134
23;905;184
79;1207;116
23;302;33
34;603;100
45;302;67
23;603;50
34;603;51
68;603;133
57;905;201
57;302;34
57;1207;-1
57;1207;134
34;1207;134
45;905;134
102;603;100
102;905;67
23;603;-1
23;603;117
68;905;101
57;1207;-1
57;1207;134
34;905;101
68;603;83
79;905;67
23;1207;217
45;302;17
79;905;117
23;905;-1
23;905;-1
23;905;67
79;603;50
45;603;67
45;905;100
45;603;50
102;603;83
102;603;67
23;603;84
79;905;67
23;905;101
68;905;84
57;905;117
102;905;117
45;603;101
102;603;66
34;905;100
57;603;50
45;1207;217
79;1207;133
102;905;84
57;603;-1
57;603;34
23;302;117
34;603;33
68;1207;179
45;603;16
90;603;50
102;1207;134
79;302;-1
79;302;34
90;603;117
79;1207;134
34;302;33
102;302;33
102;1207;101
45;1207;134
79;302;33
45;905;67
102;302;17
45;905;84
90;603;67
68;603;67
45;1207;84
79;905;134
102;1207;-1
102;1207;-1
102;1207;67
90;302;17
90;302;33
45;1207;84
57;302;34
90;302;33
57;603;67
34;603;68
68;1207;-1
68;1207;100
102;1207;-1
102;1207;117
68;1207;84
57;302;17
34;905;83
34;302;51
90;905;67
102;302;34
34;905;-1
34;905;-1
34;905;-1
34;905;67
57;603;84
79;302;50
90;603;84
34;302;17
57;302;34
45;603;-1
45;603;-1
45;603;-1
45;603;67
79;603;-1
79;603;50
90;905;67
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;100
79;603;67
102;302;17
90;905;68
68;603;50
34;302;33
79;603;67
79;603;34
68;603;67
90;905;84
