width;length;MT
68;905;1405
57;1207;-1
57;1207;-1
57;1207;267
68;1207;-1
68;1207;200
45;1207;-1
45;1207;82
90;1207;950
34;302;50
68;1207;600
90;603;83
45;1207;150
57;302;183
45;302;250
45;905;518
68;603;400
68;905;-1
68;905;-1
68;905;1032
79;302;166
34;603;316
34;603;400
34;302;-1
34;302;-1
34;302;-1
34;302;67
34;302;78
79;905;233
102;905;183
102;302;150
68;603;-1
68;603;117
79;905;150
34;1207;233
102;302;50
57;1207;200
102;1207;-1
102;1207;153
34;603;-1
34;603;147
102;302;150
102;302;203
57;603;183
45;603;100
57;603;434
23;603;67
57;905;-1
57;905;-1
57;905;167
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;66
45;905;117
45;603;199
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;150
102;1207;450
90;1207;200
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;-1
23;1207;2333
102;905;250
90;302;217
34;1207;685
23;1207;-1
23;1207;-1
23;1207;850
79;302;50
23;302;50
57;905;182
102;302;134
23;1207;-1
23;1207;-1
23;1207;300
34;905;-1
34;905;433
23;302;-1
23;302;83
57;603;167
34;603;-1
34;603;-1
34;603;133
79;905;267
68;302;67
90;603;183
57;905;483
90;905;-1
90;905;350
68;1207;-1
68;1207;-1
68;1207;434
23;302;150
102;1207;267
23;603;-1
23;603;900
34;905;199
79;1207;-1
79;1207;533
79;1207;483
45;603;-1
45;603;250
34;1207;-1
34;1207;-1
34;1207;1134
102;1207;700
68;302;367
102;1207;781
34;603;367
45;603;-1
45;603;900
79;603;500
102;905;750
90;1207;817
68;603;533
102;905;816
68;905;600
23;905;-1
23;905;1167
102;603;449
68;905;-1
68;905;1167
57;1207;1349
45;1207;1018
57;905;1033
23;1207;1200
23;603;668
102;905;767
45;1207;-1
45;1207;1967
79;302;200
57;905;450
68;603;83
68;302;583
57;302;385
68;905;883
79;603;1000
90;905;1049
68;1207;333
57;302;117
57;1207;667
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;-1
34;905;1167
79;603;96
34;905;550
45;603;550
68;603;770
57;603;632
102;603;750
68;302;367
23;302;1017
79;302;717
23;1207;-1
23;1207;468
45;1207;-1
45;1207;-1
45;1207;1400
45;302;-1
45;302;183
57;1207;-1
57;1207;733
79;603;450
90;603;233
57;603;367
90;302;200
68;1207;-1
68;1207;744
23;603;-1
23;603;700
90;302;467
90;603;633
79;1207;-1
79;1207;-1
79;1207;-1
79;1207;933
90;1207;380
79;1207;750
34;302;50
23;302;150
23;603;633
90;302;-1
90;302;-1
90;302;-1
90;302;1048
45;905;-1
45;905;-1
45;905;765
90;603;633
45;905;1033
45;302;367
45;905;1200
90;1207;933
102;603;467
79;905;550
90;302;121
79;302;200
34;302;116
79;1207;767
57;302;601
23;905;-1
23;905;1567
79;905;417
68;302;-1
68;302;-1
68;302;634
23;905;622
57;302;450
79;603;150
90;905;650
45;302;83
34;1207;450
23;905;533
23;905;-1
23;905;417
45;302;150
102;603;-1
102;603;300
102;603;183
90;905;333
90;905;200
