width;length;MT
79;905;568
34;603;-1
34;603;-1
34;603;1050
34;1207;3833
34;905;-1
34;905;4100
79;603;850
57;905;1867
45;302;700
57;1207;2450
102;1207;-1
102;1207;1267
68;1207;1100
57;1207;1383
102;603;400
34;302;300
79;302;167
34;302;267
90;1207;817
90;603;334
45;1207;1050
45;1207;1017
79;905;551
68;905;700
102;1207;767
57;603;533
45;603;517
23;1207;-1
23;1207;1117
90;603;267
57;603;350
102;905;416
79;1207;650
34;1207;883
23;905;750
45;1207;733
34;302;250
68;603;367
102;603;267
23;905;-1
23;905;633
57;1207;633
102;603;233
68;905;417
79;302;167
79;905;416
90;603;233
102;905;367
45;603;300
90;603;300
90;302;133
90;302;100
45;302;134
68;302;117
34;302;150
79;1207;450
45;603;267
102;905;300
90;603;184
57;603;201
34;1207;367
45;302;116
57;302;100
23;905;300
79;1207;367
45;302;150
45;302;117
68;1207;400
57;302;117
79;603;234
90;905;284
68;302;133
57;603;250
34;302;133
90;302;115
68;1207;417
45;1207;433
45;905;-1
45;905;317
79;905;300
90;302;100
23;1207;500
68;302;67
57;905;350
23;603;-1
23;603;350
23;1207;583
45;905;400
45;1207;550
102;603;200
90;302;100
23;905;350
68;1207;400
23;1207;-1
23;1207;617
34;603;266
45;603;267
79;302;100
45;905;300
68;302;100
68;905;300
102;1207;417
79;905;300
57;905;334
34;603;250
23;905;400
68;905;333
68;603;167
23;603;250
34;603;217
45;603;216
102;905;283
57;1207;350
102;1207;350
45;905;350
23;1207;450
57;302;134
90;1207;284
34;603;250
23;603;267
102;603;200
57;1207;367
34;1207;550
90;1207;350
79;1207;384
102;302;99
23;603;300
45;905;300
79;603;200
90;1207;350
102;905;250
79;1207;416
102;302;67
68;603;183
34;1207;500
68;302;100
23;302;133
68;1207;348
57;905;283
57;302;149
102;1207;300
79;603;200
102;302;100
23;603;248
57;302;84
68;905;250
90;1207;350
102;302;100
79;603;200
57;603;200
68;603;167
90;905;317
57;905;317
34;905;301
90;905;267
90;905;217
102;302;68
90;905;267
68;603;183
34;905;333
34;905;300
79;302;83
23;302;-1
23;302;151
34;905;400
23;302;250
79;302;66
23;302;166
23;302;134
