width;length;MT
79;302;1738
23;302;903
102;1207;561
45;302;1221
57;1207;775
45;603;526
34;302;804
34;905;-1
34;905;939
34;905;395
68;302;143
79;603;90
23;302;462
79;905;368
102;603;122
57;905;169
79;905;149
102;905;151
79;603;-1
79;603;1154
34;905;646
23;1207;442
68;905;246
102;1207;182
23;302;-1
23;302;309
57;905;-1
57;905;-1
57;905;385
23;1207;298
57;603;186
90;905;125
68;905;213
68;905;164
68;905;92
90;603;66
68;302;216
102;905;476
90;603;157
57;905;273
79;1207;399
45;302;72
102;603;-1
102;603;-1
102;603;-1
102;603;121
68;1207;157
79;1207;405
79;302;98
90;1207;-1
90;1207;-1
90;1207;-1
90;1207;446
45;302;141
102;1207;504
68;603;782
34;302;1007
90;905;-1
90;905;588
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;1491
34;1207;725
68;603;264
90;603;368
23;603;-1
23;603;-1
23;603;-1
23;603;-1
23;603;1246
79;1207;602
34;603;-1
34;603;417
57;302;191
90;603;278
57;603;504
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;-1
23;905;179
102;302;74
79;603;184
57;905;188
34;1207;439
23;302;1341
90;1207;278
79;603;229
57;905;-1
57;905;-1
57;905;-1
57;905;138
57;1207;661
57;302;786
68;603;364
45;905;-1
45;905;877
45;302;308
102;302;372
68;603;714
102;603;439
45;302;-1
45;302;-1
45;302;128
79;603;-1
79;603;-1
79;603;-1
79;603;-1
79;603;62
57;603;408
23;1207;895
23;302;312
68;603;401
90;905;464
79;905;493
45;905;596
68;905;441
23;1207;750
102;905;398
45;1207;-1
45;1207;220
23;1207;413
34;302;218
102;1207;349
90;603;266
90;905;440
23;905;-1
23;905;688
102;302;60
57;1207;307
34;302;462
102;1207;340
45;1207;755
34;905;835
45;1207;830
90;905;621
79;302;148
34;1207;-1
34;1207;-1
34;1207;-1
34;1207;284
23;603;-1
23;603;-1
23;603;-1
23;603;124
34;302;615
23;905;-1
23;905;233
23;905;-1
23;905;-1
23;905;873
45;1207;-1
45;1207;-1
45;1207;212
102;603;222
34;603;432
45;603;-1
45;603;-1
45;603;122
79;905;558
68;1207;-1
68;1207;-1
68;1207;253
45;905;-1
45;905;-1
45;905;-1
45;905;189
34;603;342
34;905;1160
79;302;201
45;603;847
57;1207;-1
57;1207;-1
57;1207;-1
57;1207;1086
102;905;596
90;302;60
23;603;590
45;603;476
34;603;697
57;302;228
79;905;837
90;1207;691
45;905;753
90;1207;623
79;302;192
68;1207;-1
68;1207;-1
68;1207;2301
68;302;338
68;1207;461
34;603;980
68;1207;1038
79;1207;805
102;603;345
45;603;658
90;302;104
34;1207;-1
34;1207;3457
45;905;699
68;302;186
57;302;152
90;1207;746
79;1207;638
23;603;-1
23;603;1366
57;302;69
45;1207;679
90;302;93
90;302;124
57;1207;-1
57;1207;1501
90;302;116
102;302;166
23;603;863
34;1207;883
68;302;30
102;302;89
102;905;375
57;603;226
57;603;154
