compensation;width;length;MT
100;79;302;-1
100;79;302;143
100;57;603;28
100;34;1207;714
100;68;1207;28
100;34;905;-1
100;34;905;637
100;34;1207;-1
100;34;1207;764
100;57;905;-1
100;57;905;267
100;45;1207;305
100;68;1207;281
100;90;1207;282
100;45;1207;344
100;79;603;198
0;34;603;1152
0;79;603;160
0;45;905;349
0;90;603;223
0;45;1207;507
0;34;603;-1
0;34;603;279
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;1483
0;45;603;412
0;90;905;-1
0;90;905;634
0;102;905;-1
0;102;905;561
0;57;1207;-1
0;57;1207;729
0;45;603;-1
0;45;603;194
50;45;1207;466
50;45;603;96
50;90;905;249
50;57;1207;-1
50;57;1207;405
50;90;302;1006
50;68;1207;348
50;90;1207;183
50;45;302;32
50;68;905;470
50;68;905;295
50;68;905;215
50;68;1207;250
100;57;1207;-1
100;57;1207;123
100;68;603;183
100;68;302;32
100;45;603;181
100;102;302;-1
100;102;302;63
100;102;1207;525
100;57;1207;183
100;57;302;60
100;68;603;151
100;79;1207;435
100;102;302;31
100;45;603;59
67;68;302;330
67;68;302;92
67;68;905;154
67;57;905;341
67;68;302;93
67;68;1207;240
67;57;302;-1
67;57;302;-1
67;57;302;90
67;102;302;503
67;57;603;-1
67;57;603;-1
67;57;603;211
67;45;603;245
67;34;905;119
67;102;302;62
50;79;905;272
50;57;905;302
50;34;905;249
50;57;603;239
50;34;302;88
50;57;302;121
50;90;603;239
50;68;1207;361
50;102;1207;259
50;34;1207;329
50;68;302;62
50;79;603;180
33;45;302;-1
33;45;302;-1
33;45;302;118
33;34;905;-1
33;34;905;447
33;45;1207;508
33;102;603;240
33;45;302;208
33;68;905;416
33;79;1207;241
33;68;302;207
33;45;603;338
33;45;302;62
33;45;1207;295
33;45;1207;449
0;34;603;355
0;90;603;264
0;45;302;175
0;45;302;105
0;90;603;208
0;79;302;206
0;68;905;355
0;57;302;118
0;57;603;208
0;90;1207;358
0;79;1207;389
0;68;1207;531
100;90;1207;235
100;79;1207;235
100;57;302;88
100;90;905;265
100;57;302;118
100;79;302;33
100;45;905;59
100;79;905;406
100;34;603;90
100;45;1207;174
100;68;603;118
100;79;603;119
67;90;302;58
67;34;302;-1
67;34;302;-1
67;34;302;115
67;90;302;292
67;34;603;-1
67;34;603;262
67;79;1207;414
67;34;1207;-1
67;34;1207;585
67;34;905;-1
67;34;905;-1
67;34;905;173
67;45;1207;-1
67;45;1207;262
67;45;1207;322
67;90;302;58
67;34;905;-1
67;34;905;405
67;79;603;290
100;79;302;84
100;102;1207;720
100;57;1207;28
100;57;603;85
100;34;905;87
100;68;1207;85
100;102;905;88
100;45;603;-1
100;45;603;88
100;90;905;117
100;57;905;145
100;90;302;117
100;79;905;-1
100;79;905;186
33;90;603;412
33;79;905;295
33;102;1207;266
33;102;1207;593
33;57;603;88
33;34;302;234
33;57;1207;819
33;79;905;381
33;102;1207;491
33;34;302;88
33;34;302;235
33;68;603;178
50;45;1207;528
50;57;603;120
50;45;905;233
50;90;603;148
50;57;1207;-1
50;57;1207;295
50;34;1207;235
50;90;1207;353
50;45;603;117
50;102;905;262
50;45;905;237
50;79;302;146
50;68;302;30
33;45;905;500
33;34;603;413
33;79;905;292
33;68;603;118
33;34;1207;-1
33;34;1207;-1
33;34;1207;651
33;68;905;399
33;68;905;235
33;90;302;148
33;34;905;532
33;57;603;353
33;34;1207;498
33;57;1207;-1
33;57;1207;447
50;102;905;237
50;45;302;-1
50;45;302;-1
50;45;302;205
50;34;302;58
50;79;603;238
50;68;603;119
50;34;905;267
50;90;905;497
50;79;302;88
50;45;603;297
50;57;302;87
50;45;302;87
50;57;1207;232
0;102;603;119
0;68;603;121
0;45;603;299
0;45;905;269
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;926
0;34;1207;781
0;102;905;180
0;68;603;267
0;34;302;-1
0;34;302;676
0;68;302;452
0;90;1207;593
0;57;603;265
33;45;603;178
33;57;603;150
33;102;603;209
33;90;302;117
33;45;603;272
33;79;603;329
33;90;302;120
33;102;905;303
33;102;603;415
33;79;603;387
33;79;1207;302
33;57;302;89
67;90;603;181
67;102;905;210
67;90;905;149
67;45;905;297
67;68;603;88
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;178
67;57;603;-1
67;57;603;116
67;34;1207;296
67;79;302;87
67;68;603;209
67;68;1207;211
67;68;603;91
100;34;302;-1
100;34;302;91
100;34;603;117
100;34;1207;-1
100;34;1207;-1
100;34;1207;1321
100;79;1207;424
100;102;905;30
100;90;905;119
100;90;1207;150
100;34;603;32
100;79;905;149
100;45;302;92
100;90;603;29
100;45;302;33
0;45;302;-1
0;45;302;-1
0;45;302;176
0;79;603;-1
0;79;603;253
0;90;1207;572
0;57;302;151
0;102;302;211
0;34;1207;-1
0;34;1207;902
0;79;603;301
0;102;302;241
0;102;905;720
0;90;302;150
0;45;1207;-1
0;45;1207;807
0;79;302;185
67;79;905;170
67;34;603;180
67;102;905;332
67;90;1207;394
67;102;302;29
67;57;302;122
67;68;1207;273
67;57;905;270
67;45;905;-1
67;45;905;187
67;45;905;120
67;34;603;210
67;45;1207;332
0;102;1207;285
0;79;1207;438
0;68;905;269
0;68;302;273
0;102;1207;-1
0;102;1207;729
0;90;905;491
0;57;302;120
0;68;1207;-1
0;68;1207;302
0;102;302;95
0;45;905;367
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;519
0;79;1207;383
100;102;302;541
100;90;302;243
100;45;905;30
100;68;905;210
100;102;1207;59
100;90;302;30
100;45;905;30
100;68;302;150
100;102;905;151
100;68;905;-1
100;68;905;815
100;45;302;62
100;34;905;883
50;90;905;144
50;79;905;112
50;34;905;180
50;90;603;213
50;34;302;151
50;68;603;183
50;34;603;150
50;34;603;314
50;57;603;150
50;90;1207;424
50;102;603;242
50;34;603;242
100;68;302;28
100;68;905;-1
100;68;905;151
100;90;603;88
100;34;302;61
100;79;603;33
100;102;603;30
100;90;603;150
100;57;905;33
100;102;603;30
100;102;603;122
100;57;603;61
100;34;302;58
33;68;302;90
33;68;302;59
33;90;603;304
33;102;302;180
33;90;1207;392
33;68;603;270
33;34;905;299
33;34;603;-1
33;34;603;364
33;34;603;395
33;90;1207;851
33;90;1207;454
33;90;603;333
50;102;905;87
50;79;302;55
50;79;905;143
50;34;1207;319
50;45;1207;330
50;57;905;309
50;102;302;121
50;57;905;88
50;79;1207;413
50;57;302;62
50;102;603;213
50;90;302;151
67;57;905;179
67;79;905;154
67;79;1207;305
67;57;1207;581
67;79;603;365
67;79;905;302
67;102;905;335
67;79;1207;393
67;79;603;212
67;68;905;335
67;57;302;153
67;34;302;88
33;102;905;87
33;79;603;228
33;57;1207;173
33;79;1207;358
33;79;302;127
33;57;905;332
33;68;1207;244
33;102;302;64
33;102;905;303
33;102;302;180
33;34;1207;371
33;90;905;180
50;68;302;143
50;102;603;393
50;90;302;150
50;45;905;218
50;68;603;424
50;79;1207;610
50;102;302;90
50;79;603;181
50;102;1207;245
50;102;302;91
50;102;1207;453
50;79;1207;336
33;57;302;151
33;79;302;181
33;90;905;168
33;57;905;270
33;45;905;358
33;79;302;212
33;45;905;330
33;57;905;300
33;68;1207;391
33;90;905;423
33;68;1207;367
33;57;302;89
67;68;905;-1
67;68;905;450
67;45;603;-1
67;45;603;-1
67;45;603;636
67;45;603;241
67;45;302;182
67;79;302;92
67;34;302;119
67;57;603;181
67;90;603;184
67;90;1207;333
67;102;603;213
67;102;1207;331
67;102;603;181
0;34;905;-1
0;34;905;233
0;68;905;478
0;57;603;421
0;102;1207;516
0;34;302;120
0;57;905;626
0;90;302;186
0;68;1207;703
0;90;302;152
0;90;905;395
0;68;302;209
0;79;302;151
67;90;603;185
67;45;302;61
67;102;603;154
67;79;302;121
67;45;302;155
67;90;905;211
67;57;1207;-1
67;57;1207;87
67;102;1207;419
67;102;1207;181
67;90;1207;271
67;57;1207;274
67;90;905;60
0;79;905;370
0;57;1207;374
0;79;905;364
0;102;603;360
0;102;603;282
0;34;905;655
0;57;905;361
0;34;302;179
0;57;905;575
0;68;603;331
0;57;1207;790
0;79;905;359
