compensation;width;length;MT
50;34;905;239
50;79;302;59
50;34;905;-1
50;34;905;268
50;79;302;29
50;34;905;357
50;34;302;59
50;57;1207;452
50;34;603;119
50;79;1207;423
50;79;603;237
50;102;1207;364
67;34;905;-1
67;34;905;30
67;68;905;302
67;90;603;92
67;102;302;153
67;90;603;751
67;34;905;-1
67;34;905;-1
67;34;905;-1
67;34;905;560
67;57;905;334
67;57;1207;454
67;68;603;148
67;34;302;150
67;34;302;181
67;90;302;151
50;57;905;-1
50;57;905;92
50;57;1207;-1
50;57;1207;425
50;68;905;368
50;102;1207;483
50;57;1207;-1
50;57;1207;-1
50;57;1207;-1
50;57;1207;695
50;57;603;274
50;79;905;-1
50;79;905;62
50;79;905;-1
50;79;905;202
50;45;1207;843
50;45;1207;-1
50;45;1207;579
50;34;302;460
50;57;905;422
33;45;603;-1
33;45;603;-1
33;45;603;605
33;68;302;118
33;102;603;518
33;57;603;-1
33;57;603;93
33;57;905;-1
33;57;905;-1
33;57;905;-1
33;57;905;-1
33;57;905;-1
33;57;905;-1
33;57;905;-1
33;57;905;599
33;102;905;485
33;57;1207;243
33;102;905;339
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;152
33;79;302;29
33;79;302;243
33;90;302;123
67;45;1207;-1
67;45;1207;487
67;45;603;247
67;57;603;32
67;102;905;303
67;79;1207;337
67;102;302;186
67;102;1207;305
67;68;603;-1
67;68;603;212
67;45;302;-1
67;45;302;-1
67;45;302;153
67;45;603;273
67;90;1207;337
67;45;603;390
33;79;302;146
33;68;1207;-1
33;68;1207;-1
33;68;1207;-1
33;68;1207;482
33;102;603;275
33;102;302;153
33;90;603;331
33;102;302;153
33;34;1207;1288
33;57;603;367
33;45;302;121
33;34;1207;-1
33;34;1207;805
33;57;603;243
33;102;302;154
0;68;905;284
0;57;905;339
0;34;302;516
0;34;302;239
0;79;1207;-1
0;79;1207;1184
0;45;905;-1
0;45;905;283
0;57;603;277
0;102;302;151
0;90;302;122
0;79;302;155
0;90;1207;489
0;68;1207;581
50;90;905;-1
50;90;905;-1
50;90;905;-1
50;90;905;151
50;57;905;459
50;79;905;242
50;68;1207;645
50;57;302;-1
50;57;302;-1
50;57;302;30
50;57;302;121
50;34;603;369
50;68;302;87
50;45;905;633
50;102;603;212
50;90;1207;640
50;34;603;-1
50;34;603;-1
50;34;603;151
67;68;302;27
67;102;905;285
67;90;1207;-1
67;90;1207;548
67;90;302;216
67;102;603;187
67;34;603;-1
67;34;603;577
67;79;302;799
67;68;1207;1131
67;79;905;700
67;79;302;170
67;68;603;1068
67;34;302;122
0;45;302;-1
0;45;302;1278
0;57;603;-1
0;57;603;522
0;90;302;185
0;102;905;578
0;102;905;577
0;102;1207;1197
0;45;1207;1349
0;79;905;585
0;34;905;725
0;68;302;244
0;90;603;424
0;45;603;487
67;68;1207;-1
67;68;1207;-1
67;68;1207;2156
67;34;603;302
67;79;905;182
67;90;302;31
67;34;603;30
67;57;603;368
67;57;603;212
67;68;1207;-1
67;68;1207;1034
67;90;905;953
67;102;905;433
67;90;905;217
67;102;1207;1104
0;68;905;-1
0;68;905;-1
0;68;905;732
0;34;603;-1
0;34;603;-1
0;34;603;177
0;79;302;153
0;57;905;392
0;34;905;607
0;34;905;-1
0;34;905;348
0;102;302;272
0;57;302;92
0;34;1207;-1
0;34;1207;1420
0;90;1207;524
0;79;1207;338
0;68;302;277
100;90;302;-1
100;90;302;84
100;68;905;336
100;102;905;430
100;34;905;431
100;68;1207;522
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;2033
100;57;603;-1
100;57;603;-1
100;57;603;431
100;102;603;246
100;102;905;153
100;57;1207;396
100;45;905;244
100;90;302;154
33;90;603;85
33;45;905;-1
33;45;905;-1
33;45;905;210
33;45;302;183
33;79;905;185
33;90;603;336
33;102;1207;647
33;68;905;677
33;102;905;424
33;45;302;-1
33;45;302;34
33;79;905;400
33;68;905;577
33;57;1207;671
100;45;1207;-1
100;45;1207;-1
100;45;1207;740
100;45;1207;-1
100;45;1207;697
100;79;603;212
100;102;603;183
100;68;302;332
100;57;1207;514
100;79;603;423
100;68;1207;612
100;57;905;92
100;102;302;62
100;102;1207;367
100;90;603;183
67;45;1207;-1
67;45;1207;-1
67;45;1207;782
67;57;302;122
67;57;905;-1
67;57;905;94
67;57;302;30
67;102;603;184
67;79;905;480
67;90;1207;574
67;57;905;550
67;34;1207;-1
67;34;1207;3959
67;102;603;123
67;34;1207;-1
67;34;1207;-1
67;34;1207;5069
67;45;905;1875
50;68;1207;-1
50;68;1207;-1
50;68;1207;1344
50;68;905;-1
50;68;905;484
50;90;1207;1110
50;45;302;-1
50;45;302;59
50;102;302;305
50;102;603;246
50;34;1207;2141
50;68;302;183
50;45;302;36
50;68;603;303
50;90;905;849
50;68;603;307
0;68;603;717
0;34;1207;778
0;90;905;371
0;57;302;273
0;57;1207;1148
0;57;302;393
0;90;1207;1181
0;79;1207;1221
0;90;905;891
0;68;603;426
0;79;905;-1
0;79;905;83
0;79;603;457
33;45;1207;-1
33;45;1207;-1
33;45;1207;2169
33;90;905;426
33;45;905;-1
33;45;905;1374
33;57;1207;726
33;57;905;-1
33;57;905;672
33;68;1207;-1
33;68;1207;-1
33;68;1207;1612
33;45;603;768
33;57;905;610
33;68;302;217
33;68;1207;1034
33;68;905;668
33;90;302;90
50;102;1207;540
50;68;1207;-1
50;68;1207;820
50;68;905;519
50;102;302;93
50;45;302;123
50;79;603;274
50;79;603;340
50;57;302;63
50;102;905;584
50;34;1207;862
50;68;603;366
50;68;302;123
0;79;905;-1
0;79;905;617
0;57;1207;738
0;102;603;182
0;102;905;426
0;57;1207;2012
0;102;603;340
0;45;603;154
0;79;603;487
0;102;603;363
0;34;603;392
0;45;603;-1
0;45;603;143
0;79;603;-1
0;79;603;701
50;90;302;-1
50;90;302;-1
50;90;302;396
50;90;302;216
50;102;302;89
50;79;1207;-1
50;79;1207;591
50;57;603;212
50;45;905;551
50;45;603;-1
50;45;603;-1
50;45;603;859
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;2012
50;102;905;529
50;45;905;-1
50;45;905;2263
50;45;603;952
50;45;603;743
67;68;905;768
67;102;1207;516
67;45;905;-1
67;45;905;-1
67;45;905;-1
67;45;905;2373
67;57;1207;-1
67;57;1207;1970
67;79;302;123
67;57;1207;796
67;34;1207;1152
67;68;905;431
67;79;603;494
67;45;905;-1
67;45;905;916
67;79;603;472
67;79;603;250
100;57;603;-1
100;57;603;-1
100;57;603;-1
100;57;603;-1
100;57;603;2170
100;79;905;1057
100;68;603;952
100;45;302;184
100;90;905;313
100;68;302;155
100;34;1207;4252
100;90;603;244
100;68;603;485
100;79;905;614
100;79;302;455
100;45;302;-1
100;45;302;501
33;102;603;515
33;90;905;679
33;45;1207;1793
33;45;905;637
33;34;905;1190
33;45;603;458
33;90;905;859
33;79;603;427
33;102;1207;551
33;90;302;156
33;34;603;308
33;79;905;464
100;79;302;-1
100;79;302;-1
100;79;302;519
100;45;302;121
100;79;1207;685
100;79;1207;-1
100;79;1207;-1
100;79;1207;1603
100;90;1207;-1
100;90;1207;304
100;90;1207;463
100;45;905;833
100;57;1207;-1
100;57;1207;622
100;90;1207;647
100;45;905;519
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;6378
100;34;1207;-1
100;34;1207;3574
33;34;603;940
33;34;302;92
33;90;1207;591
33;102;1207;852
33;57;302;337
33;45;1207;-1
33;45;1207;2474
33;90;1207;550
33;34;603;-1
33;34;603;-1
33;34;603;-1
33;34;603;-1
33;34;603;-1
33;34;603;-1
33;34;603;610
33;34;905;-1
33;34;905;-1
33;34;905;-1
33;34;905;-1
33;34;905;1034
33;79;1207;877
33;57;302;362
33;68;302;122
33;90;1207;918
33;68;603;297
33;68;603;217
33;68;603;221
33;57;302;-1
33;57;302;153
33;34;302;184
33;34;302;585
33;34;905;-1
33;34;905;-1
33;34;905;2739
33;79;603;152
33;79;603;342
33;79;1207;616
33;79;1207;1143
