compensation;width;length;MT
33;79;302;1648
33;90;603;836
33;79;905;1391
33;45;302;196
33;90;905;1064
33;79;302;139
33;90;302;57
33;102;1207;1249
33;102;905;1366
33;68;603;835
33;57;603;1139
33;68;302;165
67;68;603;27
67;68;302;304
67;57;603;-1
67;57;603;-1
67;57;603;194
67;34;905;1341
67;102;302;310
67;45;1207;-1
67;45;1207;-1
67;45;1207;2687
67;90;302;218
67;45;302;53
67;102;302;365
67;90;603;-1
67;90;603;834
67;34;905;-1
67;34;905;2538
67;57;905;1908
100;102;905;500
100;68;302;57
100;45;603;612
100;57;905;893
100;79;1207;1119
100;79;905;893
100;102;302;28
100;102;603;481
100;90;603;582
100;102;603;-1
100;102;603;673
100;68;603;-1
100;68;603;-1
100;68;603;-1
100;68;603;877
100;90;603;-1
100;90;603;832
0;102;603;417
0;34;603;948
0;57;603;665
0;57;905;-1
0;57;905;1454
0;68;1207;1504
0;45;1207;-1
0;45;1207;2388
0;34;905;1837
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;4510
0;34;905;-1
0;34;905;1575
0;45;302;218
0;34;905;-1
0;34;905;1919
0;68;603;419
100;79;302;-1
100;79;302;86
100;90;1207;843
100;68;302;57
100;90;905;421
100;45;905;667
100;79;905;-1
100;79;905;448
100;57;1207;723
100;34;603;-1
100;34;603;534
100;90;302;31
100;79;603;446
100;34;302;336
100;68;905;-1
100;68;905;361
33;45;603;-1
33;45;603;503
33;57;905;-1
33;57;905;988
33;45;302;200
33;102;1207;1199
33;57;302;114
33;34;603;338
33;79;603;310
33;90;1207;-1
33;90;1207;732
33;57;302;236
33;79;905;416
33;45;603;337
33;57;905;529
50;68;302;27
50;34;603;-1
50;34;603;905
50;102;603;-1
50;102;603;202
50;57;603;170
50;57;603;539
50;102;302;112
50;102;905;256
50;90;1207;678
50;90;302;86
50;34;302;340
50;45;905;1069
50;34;603;531
100;102;905;569
100;57;302;83
100;102;1207;400
100;68;1207;424
100;45;1207;-1
100;45;1207;194
100;45;1207;364
100;68;603;58
100;79;603;170
100;68;1207;196
100;34;603;142
100;45;905;198
100;102;302;55
33;79;1207;286
33;45;905;422
33;45;1207;791
33;45;603;426
33;57;905;339
33;90;603;221
33;45;905;479
33;102;302;113
33;45;302;113
33;90;905;395
33;57;302;85
33;90;905;399
67;68;1207;367
67;34;302;172
67;79;302;55
67;79;1207;1020
67;45;302;27
67;45;603;-1
67;45;603;253
67;68;603;113
67;68;302;114
67;34;603;199
67;102;1207;682
67;68;905;345
67;68;905;559
0;79;302;-1
0;79;302;507
0;79;302;313
0;102;1207;-1
0;102;1207;770
0;90;302;169
0;79;603;284
0;68;1207;1252
0;57;302;56
0;34;603;513
0;68;603;369
0;68;905;763
0;79;302;195
0;68;905;885
33;34;302;113
33;90;302;272
33;90;603;198
33;45;905;830
33;68;302;143
33;34;905;540
33;102;302;114
33;34;302;114
33;34;905;706
33;79;1207;-1
33;79;1207;1229
33;68;1207;885
33;102;603;404
100;102;302;83
100;68;1207;513
100;45;1207;460
