compensation;width;length;MT
100;90;603;258
100;34;302;56
100;34;905;480
100;79;302;287
100;90;905;-1
100;90;905;569
100;102;1207;201
100;34;603;509
100;34;905;58
100;90;1207;510
0;57;302;-1
0;57;302;-1
0;57;302;375
0;90;905;1056
0;45;1207;679
0;102;1207;663
0;68;603;170
0;79;905;474
0;90;905;309
0;45;905;708
0;79;1207;569
0;68;1207;784
0;79;905;558
0;57;603;279
50;90;302;140
50;68;905;496
50;102;905;200
50;68;603;307
50;102;905;401
50;57;302;142
50;79;1207;401
50;45;905;1070
50;68;603;203
50;57;603;-1
50;57;603;476
50;79;603;313
50;90;302;114
100;79;603;252
100;102;603;202
100;79;1207;966
100;90;302;60
100;68;603;-1
100;68;603;231
100;45;603;838
100;57;1207;115
100;57;603;-1
100;57;603;-1
100;57;603;-1
100;57;603;485
100;45;905;316
100;79;302;117
100;34;1207;631
100;57;603;546
0;79;1207;647
0;68;905;940
0;90;302;57
0;57;1207;1186
0;79;603;310
0;102;302;169
0;90;302;201
0;102;1207;683
0;57;1207;378
0;79;603;347
0;79;1207;464
0;34;1207;837
33;68;603;304
33;79;905;741
33;79;302;144
33;34;1207;1305
33;102;603;463
33;68;302;321
33;102;1207;752
33;34;905;1306
33;102;302;177
33;34;1207;-1
33;34;1207;1940
33;57;1207;582
33;90;1207;720
67;45;1207;-1
67;45;1207;-1
67;45;1207;-1
67;45;1207;-1
67;45;1207;806
67;102;302;87
67;34;1207;288
67;102;603;199
67;57;1207;234
67;57;302;87
67;68;603;202
67;45;1207;577
67;79;603;88
67;90;1207;405
67;90;302;27
67;102;905;291
100;90;302;86
100;57;603;336
100;45;603;170
100;79;905;918
100;68;905;288
100;90;905;203
100;102;1207;85
100;79;1207;203
100;102;905;116
100;68;302;58
100;45;302;114
100;57;302;57
0;90;905;-1
0;90;905;-1
0;90;905;-1
0;90;905;707
0;68;302;287
0;102;905;455
0;102;905;403
0;90;603;307
0;45;905;347
0;57;603;230
0;45;905;577
0;102;603;231
0;90;1207;777
0;102;302;115
0;45;1207;691
100;34;905;1209
100;34;1207;-1
100;34;1207;-1
100;34;1207;934
100;57;1207;318
100;34;1207;840
100;34;302;88
100;45;302;404
100;57;302;679
100;90;1207;2018
100;57;905;841
100;57;905;1124
100;68;905;1232
100;45;302;346
67;45;905;-1
67;45;905;859
67;90;1207;782
67;57;1207;1291
67;68;1207;1206
67;45;905;1091
67;45;302;116
67;102;1207;435
67;34;302;-1
67;34;302;140
67;45;603;260
67;90;905;486
67;34;302;87
67;68;1207;544
33;45;1207;1118
33;45;1207;1135
33;79;1207;580
33;68;603;203
33;57;603;229
33;34;603;143
33;68;1207;-1
33;68;1207;-1
33;68;1207;204
33;34;302;291
33;57;603;721
33;90;302;287
33;90;1207;957
33;57;1207;1689
67;79;905;1128
67;34;905;1140
67;90;603;809
67;102;1207;1340
67;57;302;313
67;57;603;161
67;79;603;548
67;57;1207;1562
67;57;302;116
67;57;603;-1
67;57;603;780
67;90;603;169
67;68;302;86
33;102;905;447
33;102;905;451
33;68;905;377
33;34;603;315
33;68;905;370
33;68;905;405
33;102;603;201
33;34;1207;928
33;57;1207;434
33;68;1207;553
33;79;603;204
33;79;603;288
50;90;1207;466
50;57;905;-1
50;57;905;-1
50;57;905;1035
50;57;905;226
50;57;905;476
50;79;603;379
50;68;302;145
50;79;905;605
50;34;302;117
50;34;302;141
50;102;302;88
50;57;1207;667
50;102;1207;520
0;102;905;280
0;79;905;605
0;34;1207;719
0;34;302;173
0;57;1207;747
0;45;603;404
0;90;1207;754
0;57;905;821
0;102;302;145
0;68;302;232
0;68;302;230
0;90;603;316
50;90;603;308
50;45;1207;1557
50;57;1207;496
50;34;905;546
50;57;1207;604
50;79;1207;-1
50;79;1207;551
50;34;603;317
50;34;905;522
50;57;302;55
50;45;302;114
50;45;905;432
50;79;905;434
67;79;302;112
67;102;905;-1
67;102;905;232
67;45;905;230
67;79;1207;986
67;102;905;118
67;57;905;487
67;90;1207;490
67;57;905;319
67;79;1207;577
67;34;603;233
67;90;302;29
67;45;603;204
50;79;603;-1
50;79;603;171
50;34;905;1037
50;68;603;170
50;102;1207;1065
50;34;1207;407
50;102;302;198
50;90;1207;691
50;79;302;199
50;45;603;349
50;68;1207;694
50;90;905;289
50;68;302;145
67;90;905;169
67;79;302;85
67;68;905;229
67;102;603;407
67;90;905;407
67;102;603;258
67;79;603;87
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;1356
67;34;1207;1130
67;79;905;380
67;34;603;-1
67;34;603;-1
67;34;603;1188
67;79;905;613
0;57;905;-1
0;57;905;1034
0;90;1207;1229
0;45;302;230
0;34;603;-1
0;34;603;545
0;34;302;318
0;45;603;203
0;90;603;434
0;34;302;223
0;45;302;85
0;45;603;548
0;102;603;342
0;57;302;174
50;45;1207;-1
50;45;1207;1273
50;45;603;605
50;68;1207;784
50;34;1207;1159
50;79;1207;660
50;45;1207;1124
50;45;603;116
50;102;603;294
50;34;1207;380
50;68;1207;-1
50;68;1207;613
50;79;302;61
50;79;302;114
50;90;603;168
50;57;302;143
50;102;1207;262
50;90;905;440
50;90;905;434
50;79;905;683
50;68;905;491
50;45;302;172
50;90;603;322
50;45;302;144
50;68;905;787
50;102;603;321
