compensation;width;length;MT
50;68;905;1337
50;79;905;1010
50;90;302;-1
50;90;302;986
50;68;905;-1
50;68;905;-1
50;68;905;-1
50;68;905;920
50;57;1207;988
50;102;603;686
50;79;603;684
50;79;905;306
50;90;905;-1
50;90;905;-1
50;90;905;-1
50;90;905;707
50;45;302;139
50;79;302;85
50;45;905;-1
50;45;905;872
100;102;1207;111
100;68;905;-1
100;68;905;-1
100;68;905;365
100;45;302;-1
100;45;302;-1
100;45;302;-1
100;45;302;114
100;68;1207;-1
100;68;1207;-1
100;68;1207;227
100;57;302;-1
100;57;302;-1
100;57;302;30
100;90;302;27
100;90;1207;170
100;57;603;171
100;68;1207;-1
100;68;1207;168
100;79;603;112
100;90;603;82
100;79;905;141
33;90;603;-1
33;90;603;197
33;68;603;169
33;34;603;114
33;68;905;142
33;68;302;27
33;90;905;301
33;45;1207;649
33;34;302;25
33;68;905;-1
33;68;905;-1
33;68;905;140
33;79;302;140
33;45;302;112
33;79;603;139
100;45;905;84
100;68;603;85
100;45;302;54
100;90;302;58
100;102;302;113
100;79;905;-1
100;79;905;-1
100;79;905;113
100;45;302;-1
100;45;302;113
100;102;603;-1
100;102;603;112
100;34;302;282
100;57;302;56
100;57;1207;697
100;90;905;110
33;45;905;-1
33;45;905;170
33;79;905;179
33;57;905;254
33;90;302;58
33;79;1207;279
33;79;302;55
33;45;302;-1
33;45;302;-1
33;45;302;83
33;68;1207;195
33;90;603;-1
33;90;603;-1
33;90;603;82
33;68;1207;280
33;102;302;28
33;102;302;55
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;1016
67;68;302;58
67;79;905;224
67;68;302;86
67;34;1207;-1
67;34;1207;253
67;45;302;-1
67;45;302;-1
67;45;302;195
67;34;603;-1
67;34;603;-1
67;34;603;198
67;34;1207;-1
67;34;1207;312
67;34;905;401
67;102;905;370
67;90;905;200
67;68;1207;-1
67;68;1207;226
50;90;905;-1
50;90;905;-1
50;90;905;198
50;34;905;115
50;45;1207;-1
50;45;1207;423
50;102;1207;228
50;90;1207;228
50;45;603;113
50;45;302;59
50;45;603;143
50;102;1207;337
50;90;1207;211
50;57;603;142
50;68;603;168
33;68;603;146
33;90;905;-1
33;90;905;171
33;79;302;171
33;68;603;-1
33;68;603;170
33;34;603;168
33;90;603;170
33;57;905;200
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;399
33;68;1207;285
33;90;905;204
33;79;905;171
33;45;302;143
100;102;1207;260
100;57;905;115
100;79;603;144
100;45;1207;-1
100;45;1207;204
100;90;302;57
100;90;1207;204
100;34;603;-1
100;34;603;143
100;34;905;-1
100;34;905;-1
100;34;905;115
100;102;603;114
100;102;905;-1
100;102;905;116
100;34;1207;116
100;34;302;-1
100;34;302;-1
100;34;302;57
33;57;302;142
33;79;603;89
33;57;1207;290
33;57;302;117
33;57;603;89
33;102;905;112
33;45;905;230
33;57;603;-1
33;57;603;-1
33;57;603;117
33;90;302;85
33;79;603;85
33;34;603;144
33;45;905;28
67;90;603;-1
67;90;603;175
67;90;1207;-1
67;90;1207;498
67;79;302;57
67;45;302;156
67;34;603;145
67;79;603;145
67;45;905;173
67;45;603;115
67;68;905;145
67;57;603;85
67;34;603;115
67;34;302;89
50;102;905;116
50;79;302;88
50;57;603;85
50;45;905;-1
50;45;905;114
50;90;302;32
50;90;1207;145
50;68;302;28
50;34;302;58
50;68;905;178
50;57;302;60
50;34;603;114
50;102;603;29
33;90;302;32
33;57;302;145
33;102;1207;640
33;34;302;117
33;57;905;1002
33;102;302;85
33;79;1207;143
33;57;1207;152
33;79;1207;260
33;90;1207;289
33;34;905;118
33;57;603;56
0;90;603;-1
0;90;603;177
0;45;603;61
0;57;905;-1
0;57;905;118
0;68;905;175
0;45;302;89
0;79;905;177
0;34;302;-1
0;34;302;1141
0;34;905;87
0;79;603;61
0;79;1207;208
0;102;1207;1421
0;34;905;208
67;90;302;28
67;34;302;61
67;68;1207;177
67;68;905;119
67;45;302;29
67;34;302;33
67;90;302;29
67;45;603;-1
67;45;603;89
67;90;603;59
67;79;603;90
67;57;302;28
67;79;905;-1
67;79;905;-1
67;79;905;147
0;102;603;-1
0;102;603;703
0;102;302;30
0;34;1207;294
0;45;302;35
0;79;1207;-1
0;79;1207;321
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;265
0;90;905;-1
0;90;905;336
0;57;603;83
0;79;302;89
0;90;1207;270
0;57;905;126
0;102;1207;-1
0;102;1207;148
50;34;1207;-1
50;34;1207;-1
50;34;1207;297
50;57;302;-1
50;57;302;-1
50;57;302;169
50;45;302;120
50;90;302;60
50;45;905;209
50;57;603;148
50;90;905;212
50;102;603;179
50;102;302;91
50;79;905;238
50;102;1207;270
50;79;603;121
0;57;1207;747
0;90;603;-1
0;90;603;-1
0;90;603;148
0;102;1207;329
0;90;905;123
0;45;1207;-1
0;45;1207;-1
0;45;1207;179
0;45;603;119
0;34;1207;-1
0;34;1207;250
0;57;1207;238
0;79;302;337
0;90;1207;-1
0;90;1207;241
0;102;905;180
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;121
100;68;1207;-1
100;68;1207;141
100;79;603;59
100;90;905;121
100;90;905;151
100;57;603;-1
100;57;603;-1
100;57;603;98
100;57;302;34
100;68;302;58
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;89
100;57;603;-1
100;57;603;92
100;102;905;90
100;45;1207;-1
100;45;1207;89
100;90;1207;58
33;34;905;-1
33;34;905;-1
33;34;905;58
33;102;905;116
33;34;1207;91
33;68;905;100
33;34;302;-1
33;34;302;29
33;102;1207;91
33;57;1207;83
33;68;302;30
33;34;1207;-1
33;34;1207;91
33;34;905;-1
33;34;905;-1
33;34;905;-1
33;34;905;120
33;45;1207;-1
33;45;1207;-1
33;45;1207;-1
33;45;1207;-1
33;45;1207;-1
33;45;1207;-1
33;45;1207;436
33;102;905;86
67;102;1207;-1
67;102;1207;143
67;79;1207;88
67;34;905;90
67;90;603;69
67;68;603;29
67;57;603;111
67;79;603;61
67;102;905;90
67;102;302;31
67;45;1207;-1
67;45;1207;-1
67;45;1207;57
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;240
67;68;603;92
50;79;302;62
50;68;302;367
50;68;302;-1
50;68;302;298
50;102;905;169
50;68;1207;148
50;68;1207;148
50;79;1207;-1
50;79;1207;86
50;102;905;61
50;79;603;59
50;90;603;92
50;34;905;131
50;34;302;30
67;68;905;183
67;90;1207;180
67;57;302;58
67;57;302;62
67;102;603;63
67;79;302;62
67;68;302;32
67;68;1207;219
67;45;905;240
67;102;302;30
67;45;905;119
67;90;905;150
50;90;603;-1
50;90;603;-1
50;90;603;112
50;34;302;-1
50;34;302;-1
50;34;302;30
50;45;603;88
50;34;603;112
50;90;603;117
50;34;905;62
50;34;603;-1
50;34;603;58
50;57;302;59
50;57;1207;-1
50;57;1207;-1
50;57;1207;-1
50;57;1207;147
50;79;1207;298
50;68;603;30
50;45;1207;-1
50;45;1207;-1
50;45;1207;-1
50;45;1207;-1
50;45;1207;-1
50;45;1207;122
67;57;603;-1
67;57;603;141
