compensation;width;length;MT
67;79;905;170
67;102;302;89
67;90;1207;211
67;102;603;59
67;90;302;29
67;90;905;122
67;57;905;151
67;34;905;-1
67;34;905;-1
67;34;905;-1
67;34;905;88
67;102;603;117
67;68;603;-1
67;68;603;112
67;45;603;86
0;79;1207;-1
0;79;1207;-1
0;79;1207;403
0;45;603;209
0;34;302;91
0;34;603;-1
0;34;603;-1
0;34;603;-1
0;34;603;122
0;102;302;31
0;79;905;272
0;68;1207;1946
0;102;905;185
0;45;1207;859
0;90;905;182
0;57;1207;235
0;79;603;-1
0;79;603;-1
0;79;603;143
33;45;1207;-1
33;45;1207;254
33;90;1207;240
33;45;603;210
33;79;905;-1
33;79;905;150
33;90;1207;180
33;102;1207;268
33;45;603;180
33;68;302;30
33;45;603;238
33;102;603;120
33;102;603;122
33;102;603;61
50;68;1207;209
50;102;302;87
50;45;1207;-1
50;45;1207;-1
50;45;1207;122
50;57;905;120
50;57;1207;118
50;79;1207;357
50;102;302;61
50;68;603;117
50;57;905;212
50;57;905;90
50;34;1207;180
50;34;1207;152
0;45;302;-1
0;45;302;-1
0;45;302;116
0;102;905;181
0;102;302;776
0;57;302;60
0;90;603;150
0;90;302;62
0;90;1207;270
0;57;302;30
0;45;1207;211
0;68;603;652
0;34;302;101
0;90;302;30
100;102;302;86
100;79;302;118
100;45;905;30
100;102;1207;93
100;102;905;29
100;57;905;151
100;68;302;28
100;45;905;59
100;68;603;120
100;102;603;61
100;68;905;149
100;90;603;122
0;34;603;29
0;79;302;93
0;68;302;58
0;57;603;96
0;57;905;149
0;57;603;29
0;68;603;564
0;45;905;91
0;45;905;1924
0;102;603;91
0;90;302;58
0;79;905;152
67;79;302;-1
67;79;302;56
67;102;1207;205
67;57;905;-1
67;57;905;-1
67;57;905;119
67;102;905;150
67;79;1207;148
67;57;905;-1
67;57;905;-1
67;57;905;-1
67;57;905;-1
67;57;905;-1
67;57;905;-1
67;57;905;-1
67;57;905;-1
67;57;905;123
67;57;1207;121
67;79;1207;-1
67;79;1207;207
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;180
67;102;1207;-1
67;102;1207;-1
67;102;1207;-1
67;102;1207;88
67;45;1207;199
67;45;1207;210
0;57;302;92
0;102;603;121
0;34;603;-1
0;34;603;327
0;68;603;150
0;68;302;60
0;79;603;-1
0;79;603;140
0;68;302;88
0;45;905;180
0;68;1207;303
0;68;1207;-1
0;68;1207;228
0;68;905;181
0;68;905;62
100;34;603;178
100;68;603;87
100;90;603;94
100;68;302;28
100;79;1207;-1
100;79;1207;-1
100;79;1207;-1
100;79;1207;58
100;34;603;-1
100;34;603;33
100;45;1207;119
100;68;905;-1
100;68;905;117
100;79;302;31
100;79;302;29
100;57;905;121
100;34;302;62
100;34;905;-1
100;34;905;29
100;34;905;-1
100;34;905;-1
100;34;905;-1
100;34;905;-1
100;34;905;-1
100;34;905;-1
100;34;905;-1
100;34;905;30
100;79;905;-1
100;79;905;60
100;57;1207;151
100;34;1207;-1
100;34;1207;-1
100;34;1207;198
100;79;1207;123
100;102;302;29
100;57;1207;89
100;79;1207;-1
100;79;1207;89
100;45;603;59
100;45;603;58
100;45;603;324
