compensation;width;length;MT
0;45;905;433
0;90;302;145
0;34;1207;531
0;57;905;365
0;68;603;283
0;102;905;379
0;79;905;532
0;57;603;170
0;102;603;192
33;57;302;81
33;68;905;-1
33;68;905;957
33;79;302;939
33;57;1207;-1
33;57;1207;1195
33;102;603;264
33;90;603;267
33;90;905;531
33;34;1207;1394
33;102;302;60
33;45;302;119
33;102;302;267
33;45;905;386
100;34;905;-1
100;34;905;1053
100;79;1207;475
100;34;302;29
100;68;905;1004
100;45;905;1535
100;57;905;1035
100;45;1207;-1
100;45;1207;1898
100;68;905;269
100;79;603;413
100;34;603;59
100;68;1207;-1
100;68;1207;536
100;45;302;118
0;79;603;310
0;45;603;395
0;34;905;1122
0;90;302;92
0;45;905;648
0;45;302;119
0;45;302;88
0;34;1207;1307
0;45;603;237
0;34;1207;766
0;68;302;179
0;34;603;-1
0;34;603;-1
0;34;603;686
100;45;1207;932
100;45;603;294
100;45;905;879
100;68;1207;570
100;68;905;415
100;34;603;209
100;90;1207;417
100;34;603;386
100;102;603;177
100;45;905;447
100;102;1207;505
100;90;905;420
50;68;905;449
50;90;603;281
50;90;603;139
50;90;1207;506
50;68;905;238
50;90;302;30
50;57;603;207
50;79;905;382
50;102;603;59
50;102;1207;386
50;57;603;61
50;68;603;238
67;102;905;284
67;34;603;-1
67;34;603;272
67;102;302;180
67;102;1207;328
67;79;603;179
67;34;603;152
67;79;1207;356
67;45;1207;597
67;79;1207;568
67;90;302;119
67;68;1207;414
67;102;905;418
0;79;905;-1
0;79;905;497
0;57;603;205
0;90;603;330
0;68;1207;800
0;57;905;215
0;34;905;595
0;90;905;328
0;68;905;324
0;34;302;32
0;34;603;295
0;34;302;147
0;45;905;331
100;90;603;29
100;90;1207;796
100;57;302;119
100;79;302;177
100;102;302;698
100;102;905;648
100;102;905;-1
100;102;905;-1
100;102;905;147
100;34;905;-1
100;34;905;590
100;68;1207;420
100;102;302;177
100;68;302;90
100;57;302;385
33;68;1207;-1
33;68;1207;325
33;102;1207;-1
33;102;1207;424
33;57;905;413
33;45;1207;893
33;79;905;268
33;45;905;-1
33;45;905;487
33;57;603;358
33;102;905;360
33;45;302;90
33;68;1207;623
33;79;905;297
33;90;905;472
67;102;302;82
67;68;603;500
67;90;603;503
67;90;1207;406
67;45;905;-1
67;45;905;119
67;34;905;-1
67;34;905;-1
67;34;905;-1
67;34;905;1890
67;68;905;270
67;102;603;118
67;68;302;93
67;90;302;58
67;102;1207;796
67;68;905;652
33;34;302;112
33;34;1207;1778
33;79;905;481
33;45;1207;1185
33;45;905;623
33;34;603;-1
33;34;603;608
33;90;1207;803
33;34;302;30
33;57;603;266
33;68;603;408
33;102;1207;824
33;79;1207;419
100;57;1207;863
100;34;905;-1
100;34;905;238
100;102;905;177
100;79;302;118
100;45;603;-1
100;45;603;266
100;68;302;176
100;102;1207;324
100;34;1207;1470
100;102;302;29
100;57;905;146
100;45;302;118
100;102;1207;655
50;68;603;54
50;34;1207;-1
50;34;1207;1756
50;90;603;148
50;68;603;149
50;102;1207;479
50;102;302;89
50;102;905;88
50;102;302;208
50;45;603;150
50;79;603;331
50;79;302;148
50;79;603;147
0;34;905;881
0;68;1207;448
0;57;302;92
0;57;1207;653
0;90;905;416
0;79;302;151
0;57;1207;418
0;34;302;148
0;57;302;58
0;102;1207;746
0;90;603;184
0;34;603;538
33;34;905;-1
33;34;905;208
33;102;905;445
33;79;603;31
33;68;603;270
33;57;1207;444
33;90;302;91
33;57;1207;477
33;68;302;29
33;68;302;60
33;34;603;329
33;102;603;267
33;102;905;413
0;57;302;298
0;90;1207;821
0;79;302;90
0;102;603;236
0;102;905;557
0;102;302;147
0;68;905;417
0;79;302;91
0;68;905;475
0;90;1207;588
0;102;603;267
0;45;603;301
100;57;603;531
100;102;603;228
100;45;603;901
100;57;302;147
100;34;1207;179
100;45;302;386
100;57;603;503
100;34;1207;238
100;90;905;-1
100;90;905;502
100;90;905;443
100;57;1207;-1
100;57;1207;794
100;57;1207;477
0;102;302;-1
0;102;302;198
0;45;1207;-1
0;45;1207;1249
0;90;1207;325
0;102;302;121
0;68;302;208
0;102;1207;415
0;102;1207;1155
0;45;1207;683
0;45;1207;543
0;68;302;59
0;102;905;420
0;90;905;-1
0;90;905;262
50;68;1207;807
50;34;603;-1
50;34;603;183
50;90;302;118
50;68;1207;-1
50;68;1207;-1
50;68;1207;1082
50;79;603;502
50;79;1207;448
50;79;1207;533
50;68;302;179
50;45;603;237
50;68;302;167
50;57;302;149
50;57;302;390
67;79;905;167
67;102;905;213
67;102;1207;717
67;79;603;239
67;90;905;237
67;102;603;89
67;34;603;326
67;68;603;176
67;34;905;297
67;90;603;58
67;90;302;86
67;57;302;150
33;79;1207;749
33;90;302;119
33;90;1207;534
33;79;1207;563
33;57;905;119
33;57;905;536
33;34;603;494
33;79;603;235
33;90;1207;593
33;34;905;417
33;34;905;536
33;102;603;416
67;90;905;205
67;57;603;-1
67;57;603;268
67;45;603;208
67;90;603;147
67;79;905;236
67;45;1207;756
67;57;302;-1
67;57;302;353
67;57;302;194
67;45;603;265
67;45;603;237
67;68;1207;885
67;68;1207;539
