compensation;width;length;MT
67;90;1207;-1
67;90;1207;3868
67;57;302;1381
67;45;905;1729
67;34;302;-1
67;34;302;616
67;57;302;253
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;2137
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;3889
67;79;1207;706
67;102;302;85
67;102;905;-1
67;102;905;479
67;57;1207;1175
67;34;302;170
50;79;1207;-1
50;79;1207;-1
50;79;1207;757
50;57;1207;844
50;79;302;-1
50;79;302;-1
50;79;302;-1
50;79;302;201
50;45;603;-1
50;45;603;567
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;3373
50;57;603;505
50;45;1207;1236
50;34;905;745
50;79;302;86
50;79;1207;844
50;102;905;338
50;102;905;567
100;57;603;169
100;79;1207;1124
100;68;603;483
100;90;603;536
100;102;603;-1
100;102;603;143
100;90;905;610
100;79;603;367
100;102;905;368
100;90;1207;-1
100;90;1207;1553
100;34;302;255
100;79;905;453
100;90;603;-1
100;90;603;454
0;34;603;735
0;90;905;596
0;68;905;788
0;79;302;86
0;68;905;651
0;79;302;113
0;90;905;-1
0;90;905;1017
0;79;603;-1
0;79;603;563
0;45;905;772
0;45;1207;-1
0;45;1207;-1
0;45;1207;1501
0;90;603;255
0;90;603;339
33;79;302;-1
33;79;302;226
33;90;603;448
33;45;905;756
33;79;905;-1
33;79;905;-1
33;79;905;-1
33;79;905;939
33;79;603;252
33;79;1207;2129
33;34;905;515
33;57;302;257
33;102;603;284
33;68;302;114
33;79;905;568
33;79;603;366
50;79;603;173
50;79;905;-1
50;79;905;-1
50;79;905;1023
50;102;603;264
50;57;905;988
50;102;1207;568
50;90;302;111
50;45;1207;-1
50;45;1207;-1
50;45;1207;2488
50;79;603;276
50;90;603;429
50;102;905;964
50;68;1207;-1
50;68;1207;-1
50;68;1207;1839
50;57;1207;-1
50;57;1207;-1
50;57;1207;-1
50;57;1207;-1
50;57;1207;2772
33;45;1207;-1
33;45;1207;1418
33;34;1207;2195
33;57;302;282
33;90;302;227
33;90;1207;770
33;45;1207;-1
33;45;1207;2009
33;102;302;143
33;57;603;343
33;68;302;113
33;79;905;1020
33;45;905;542
33;68;302;169
100;57;302;27
100;57;1207;759
100;68;905;630
100;102;905;795
100;57;302;115
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;3974
100;57;603;456
100;68;302;86
100;34;1207;2523
100;68;302;58
100;68;302;115
100;34;302;-1
100;34;302;284
50;79;302;29
50;79;1207;626
50;90;905;398
50;90;905;313
50;68;302;87
50;102;603;258
50;102;302;455
50;102;603;257
50;90;905;661
50;57;302;-1
50;57;302;541
50;79;603;462
50;34;302;86
67;57;1207;484
67;79;905;342
67;45;302;115
67;45;603;-1
67;45;603;1441
67;57;1207;1621
67;68;1207;1111
67;102;603;316
67;102;905;516
67;102;905;403
67;34;905;947
67;68;1207;970
67;102;302;201
33;68;905;489
33;90;302;144
33;68;905;370
33;57;1207;772
33;68;1207;513
33;79;603;346
33;34;1207;532
33;90;302;200
33;34;905;862
33;90;905;657
33;34;302;229
33;68;603;370
67;90;905;229
67;79;603;173
67;102;302;87
67;90;1207;999
67;68;1207;775
67;45;603;881
67;45;905;854
67;34;905;-1
67;34;905;-1
67;34;905;-1
67;34;905;-1
67;34;905;-1
67;34;905;-1
67;34;905;1851
67;79;302;57
67;34;302;313
67;102;1207;432
67;45;905;-1
67;45;905;-1
67;45;905;-1
67;45;905;1064
50;57;302;143
50;102;1207;662
50;57;302;114
50;34;603;486
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;2035
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;1544
50;34;603;432
50;68;1207;359
50;57;603;115
50;57;1207;-1
50;57;1207;804
50;68;603;144
50;68;905;633
67;68;603;314
67;90;905;430
67;57;905;403
67;68;302;116
67;90;603;234
67;57;302;173
67;45;603;202
67;102;603;195
67;68;603;284
67;57;603;316
67;34;1207;710
67;57;603;397
33;34;302;-1
33;34;302;774
33;79;1207;906
33;57;603;515
33;57;603;314
33;45;905;723
33;102;1207;993
33;79;1207;480
33;34;302;142
33;45;1207;851
33;102;905;785
33;68;905;533
33;45;302;172
67;90;302;-1
67;90;302;-1
67;90;302;261
67;102;1207;924
67;45;1207;784
67;57;603;263
67;90;603;281
67;57;905;400
67;68;603;114
67;90;603;233
67;34;603;348
67;90;905;466
67;79;603;114
67;45;302;206
100;68;603;180
100;45;603;1129
100;79;1207;1487
100;79;905;579
100;45;603;432
100;90;603;233
100;45;603;-1
100;45;603;1614
100;79;905;614
100;102;302;374
100;68;905;1110
100;57;302;407
100;45;302;423
33;90;905;-1
33;90;905;461
33;102;1207;463
33;68;1207;775
33;45;302;378
33;68;603;528
33;90;603;463
33;102;603;291
33;102;905;435
33;34;905;490
33;102;603;375
33;102;905;234
33;45;603;547
67;90;302;28
67;68;302;141
67;34;603;116
67;45;1207;-1
67;45;1207;-1
67;45;1207;2012
67;68;302;113
67;45;1207;524
67;79;1207;555
67;34;905;-1
67;34;905;-1
67;34;905;-1
67;34;905;-1
67;34;905;1509
67;90;302;87
67;102;1207;405
67;90;1207;1526
67;68;905;641
100;57;905;566
100;90;1207;629
100;34;1207;1007
100;68;905;320
100;34;603;551
100;102;1207;1808
100;102;905;463
100;102;603;233
100;90;1207;433
100;79;302;114
100;102;302;89
100;57;603;264
50;34;905;-1
50;34;905;-1
50;34;905;633
50;34;1207;1135
50;45;905;492
50;68;302;231
50;45;302;535
50;90;302;117
50;57;603;599
50;45;302;112
50;102;1207;1154
50;68;1207;1567
50;34;603;-1
50;34;603;2450
50;68;302;230
0;57;603;765
0;34;905;901
0;102;603;316
0;68;1207;1153
0;57;302;116
0;102;1207;-1
0;102;1207;1001
0;34;302;116
0;34;1207;2169
0;57;1207;-1
0;57;1207;2176
0;57;905;1149
0;102;302;145
0;45;603;1044
67;102;603;228
67;79;603;82
67;57;905;-1
67;57;905;-1
67;57;905;633
67;45;302;84
67;79;1207;660
67;68;905;348
67;79;302;32
67;79;302;117
67;79;905;317
67;68;905;723
67;79;905;290
67;34;603;368
100;57;1207;-1
100;57;1207;-1
100;57;1207;-1
100;57;1207;-1
100;57;1207;2043
100;102;603;435
100;34;1207;1233
100;34;603;-1
100;34;603;-1
100;34;603;-1
100;34;603;-1
100;34;603;-1
100;34;603;-1
100;34;603;-1
100;34;603;883
100;34;603;519
100;34;905;2356
100;79;603;289
100;57;905;1338
100;90;905;466
100;57;1207;929
100;102;302;200
100;90;905;-1
100;90;905;-1
100;90;905;751
50;79;905;308
50;45;603;-1
50;45;603;451
50;45;302;84
50;102;302;57
50;90;603;378
50;90;1207;1111
50;68;603;202
50;45;905;844
50;45;1207;642
50;102;302;175
50;68;905;549
50;90;302;118
33;102;302;338
33;102;302;58
33;45;603;234
33;68;603;350
33;90;1207;718
33;90;1207;953
33;45;302;31
33;68;1207;794
33;45;603;117
33;90;905;495
33;57;905;579
33;57;1207;1134
0;68;302;-1
0;68;302;-1
0;68;302;460
0;79;905;1066
0;68;603;667
0;79;905;666
0;90;1207;699
0;79;905;897
0;68;1207;1092
0;90;603;376
0;34;302;300
0;79;1207;1147
0;57;1207;875
0;90;302;176
100;57;905;-1
100;57;905;1547
100;45;1207;1536
100;34;905;1319
100;45;1207;1089
100;102;1207;700
100;68;1207;1865
100;79;1207;1195
100;102;1207;978
100;68;603;-1
100;68;603;550
100;79;603;406
100;68;1207;-1
100;68;1207;1332
100;68;1207;818
0;90;905;512
0;102;603;348
0;90;1207;668
0;68;905;671
0;45;905;550
0;102;302;146
0;102;905;553
0;79;603;405
0;79;302;116
0;34;905;-1
0;34;905;2149
0;79;603;-1
0;79;603;733
0;57;302;204
100;34;302;-1
100;34;302;58
100;90;302;30
100;45;905;1387
100;45;905;895
100;79;302;115
100;45;302;119
100;90;302;89
100;34;905;550
100;79;302;60
100;45;905;807
100;90;302;56
100;45;302;204
33;90;603;259
33;102;1207;543
33;34;603;642
33;57;905;352
33;57;302;176
33;34;1207;1798
33;79;302;87
33;79;302;86
33;57;905;870
33;34;603;435
33;57;1207;2570
33;34;603;954
50;79;905;365
50;68;603;341
50;45;905;483
