compensation;width;length;MT
67;57;302;85
67;79;1207;-1
67;79;1207;1713
67;57;302;-1
67;57;302;-1
67;57;302;482
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;3345
67;102;905;-1
67;102;905;622
67;57;302;-1
67;57;302;-1
67;57;302;168
67;102;1207;1058
67;45;603;712
67;90;905;-1
67;90;905;258
67;90;1207;800
67;90;1207;538
67;45;302;84
33;45;302;-1
33;45;302;-1
33;45;302;141
33;45;603;397
33;90;603;337
33;90;905;374
33;45;1207;370
33;45;603;-1
33;45;603;-1
33;45;603;-1
33;45;603;543
33;57;603;398
33;68;905;-1
33;68;905;-1
33;68;905;-1
33;68;905;-1
33;68;905;-1
33;68;905;-1
33;68;905;601
33;57;1207;-1
33;57;1207;-1
33;57;1207;653
33;57;905;457
33;68;302;86
33;90;905;-1
33;90;905;425
67;68;302;-1
67;68;302;142
67;57;1207;375
67;102;302;114
67;79;905;197
67;90;302;57
67;102;1207;230
67;34;905;173
67;57;1207;371
67;34;1207;-1
67;34;1207;-1
67;34;1207;520
67;102;905;627
67;34;603;84
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;1166
33;34;1207;-1
33;34;1207;286
33;45;302;88
33;102;603;144
33;102;905;286
33;90;302;86
33;68;905;-1
33;68;905;369
33;68;302;-1
33;68;302;171
33;79;905;-1
33;79;905;404
33;102;302;87
33;102;603;-1
33;102;603;226
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;289
33;57;302;88
100;90;905;235
100;79;302;-1
100;79;302;147
100;57;1207;-1
100;57;1207;149
100;34;302;-1
100;34;302;28
100;34;905;-1
100;34;905;-1
100;34;905;-1
100;34;905;-1
100;34;905;-1
100;34;905;-1
100;34;905;150
100;68;603;-1
100;68;603;29
100;34;302;-1
100;34;302;117
100;90;905;29
100;68;302;-1
100;68;302;114
100;57;603;-1
100;57;603;259
100;57;302;117
100;57;1207;498
50;68;1207;266
50;68;905;296
50;34;603;116
50;79;1207;996
50;45;302;117
50;79;905;-1
50;79;905;298
50;45;603;243
50;102;1207;-1
50;102;1207;356
50;68;302;116
50;45;603;-1
50;45;603;146
50;102;302;115
50;57;302;89
100;57;905;-1
100;57;905;-1
100;57;905;-1
100;57;905;89
100;45;603;-1
100;45;603;29
100;45;1207;1511
100;90;603;116
100;79;1207;237
100;102;302;120
100;68;603;415
100;57;603;236
100;102;1207;149
100;68;1207;-1
100;68;1207;294
100;57;905;387
100;68;1207;415
50;45;1207;-1
50;45;1207;-1
50;45;1207;388
50;57;905;-1
50;57;905;-1
50;57;905;447
50;34;302;207
50;79;1207;-1
50;79;1207;477
50;57;302;-1
50;57;302;180
50;79;1207;-1
50;79;1207;1038
50;79;302;-1
50;79;302;-1
50;79;302;-1
50;79;302;59
50;102;603;334
50;34;302;178
50;68;302;149
50;102;603;239
50;34;1207;-1
50;34;1207;-1
50;34;1207;327
33;45;905;-1
33;45;905;-1
33;45;905;240
33;79;603;-1
33;79;603;-1
33;79;603;449
33;68;1207;-1
33;68;1207;-1
33;68;1207;-1
33;68;1207;505
