compensation;width;length;MT
33;45;905;-1
33;45;905;-1
33;45;905;19579
33;45;603;1489
33;45;603;-1
33;45;603;-1
33;45;603;-1
33;45;603;-1
33;45;603;-1
33;45;603;-1
33;45;603;-1
33;45;603;-1
33;45;603;-1
33;45;603;484
33;102;1207;-1
33;102;1207;-1
33;102;1207;371
33;68;905;-1
33;68;905;-1
33;68;905;-1
33;68;905;399
33;90;1207;-1
33;90;1207;-1
33;90;1207;-1
33;90;1207;-1
33;90;1207;-1
33;90;1207;430
33;90;603;-1
33;90;603;317
33;90;1207;-1
33;90;1207;-1
33;90;1207;-1
33;90;1207;-1
33;90;1207;631
33;90;603;-1
33;90;603;318
33;79;1207;-1
33;79;1207;-1
33;79;1207;-1
33;79;1207;-1
33;79;1207;6360
33;79;1207;-1
33;79;1207;8874
33;57;1207;-1
33;57;1207;-1
33;57;1207;-1
33;57;1207;-1
33;57;1207;-1
33;57;1207;8996
50;57;302;-1
50;57;302;-1
50;57;302;684
50;90;905;-1
50;90;905;-1
50;90;905;199
50;90;302;259
50;79;603;-1
50;79;603;3393
50;68;905;5598
50;57;302;552
50;57;1207;-1
50;57;1207;10051
50;57;1207;9105
50;90;302;-1
50;90;302;-1
50;90;302;1633
50;68;603;-1
50;68;603;-1
50;68;603;-1
50;68;603;3761
50;79;603;6176
50;79;1207;-1
50;79;1207;-1
50;79;1207;5739
0;90;1207;-1
0;90;1207;-1
0;90;1207;7709
0;79;302;-1
0;79;302;473
0;68;905;-1
0;68;905;-1
0;68;905;6034
0;90;905;-1
0;90;905;-1
0;90;905;5628
0;57;302;-1
0;57;302;-1
0;57;302;4738
0;45;302;-1
0;45;302;4240
0;102;1207;-1
0;102;1207;8467
0;90;302;204
0;57;302;347
0;90;1207;-1
0;90;1207;4402
0;57;1207;6962
0;45;603;-1
0;45;603;3519
