compensation;width;length;MT
50;57;1207;-1
50;57;1207;-1
50;57;1207;-1
50;57;1207;516
50;68;1207;519
50;45;603;-1
50;45;603;115
50;45;1207;404
50;90;302;59
50;102;1207;1272
50;68;603;86
0;68;603;259
0;102;302;142
0;68;1207;-1
0;68;1207;430
0;90;302;116
0;45;1207;666
0;34;302;145
0;68;603;287
0;79;905;462
0;79;905;400
0;90;603;287
0;45;302;173
0;45;603;431
50;68;1207;-1
50;68;1207;403
50;79;603;258
50;79;1207;261
50;57;302;230
50;79;905;1200
50;68;603;230
50;45;302;56
50;34;302;115
50;79;603;85
50;90;1207;434
50;57;1207;-1
50;57;1207;172
50;79;1207;83
67;102;302;28
67;90;905;-1
67;90;905;147
67;68;603;205
67;34;905;723
67;90;905;259
67;68;302;117
67;57;603;205
67;79;302;226
67;57;905;259
67;45;1207;461
67;68;905;202
67;102;905;86
100;68;905;173
100;45;1207;-1
100;45;1207;-1
100;45;1207;1110
100;57;603;115
100;79;1207;-1
100;79;1207;-1
100;79;1207;255
100;34;905;-1
100;34;905;287
100;79;905;114
100;68;603;116
100;102;302;85
100;45;905;-1
100;45;905;-1
100;45;905;200
100;90;905;-1
100;90;905;143
100;90;1207;114
100;79;1207;201
67;45;603;282
67;79;302;96
67;102;603;84
67;90;905;230
67;45;603;88
67;68;905;117
67;102;905;113
67;90;1207;86
67;68;603;56
67;68;302;28
67;45;302;32
67;57;302;56
50;57;603;27
50;68;905;-1
50;68;905;226
50;45;1207;336
50;34;302;57
50;102;905;199
50;57;302;56
50;90;603;147
50;102;603;170
50;57;1207;201
50;90;1207;208
50;102;905;201
50;45;302;143
100;79;603;110
100;102;1207;-1
100;102;1207;-1
100;102;1207;87
100;34;905;113
100;34;1207;28
100;102;603;29
100;90;1207;60
100;90;603;29
100;68;603;32
100;102;905;86
100;102;603;30
100;79;1207;146
100;57;603;83
67;102;302;227
67;79;905;478
67;102;905;-1
67;102;905;404
67;102;603;229
67;90;1207;143
67;34;1207;-1
67;34;1207;405
67;34;905;402
67;34;1207;-1
67;34;1207;1000
67;68;302;29
67;34;603;-1
67;34;603;-1
67;34;603;401
67;34;302;113
67;34;302;143
100;45;1207;-1
100;45;1207;-1
100;45;1207;183
100;79;302;87
100;68;603;-1
100;68;603;118
100;34;302;29
100;90;905;117
100;45;905;-1
100;45;905;29
100;45;302;28
100;102;302;29
100;90;302;59
100;79;603;32
100;57;905;-1
100;57;905;233
100;79;302;88
33;45;905;283
33;90;302;119
33;45;603;-1
33;45;603;228
33;57;302;116
33;45;1207;551
33;102;905;172
33;57;302;1095
33;34;1207;-1
33;34;1207;-1
33;34;1207;517
33;34;603;173
33;79;603;231
33;90;905;289
33;57;603;233
0;45;905;228
0;34;603;199
0;57;1207;286
0;34;302;142
0;57;1207;403
0;45;302;95
0;45;603;200
0;34;603;229
0;90;302;59
0;57;905;203
0;79;905;318
0;102;905;234
100;102;302;-1
100;102;302;140
100;68;302;-1
100;68;302;348
100;90;1207;115
100;34;603;206
100;102;1207;-1
100;102;1207;28
100;45;1207;231
100;34;603;-1
100;34;603;205
100;79;302;28
100;68;302;28
100;68;1207;86
100;90;302;28
100;57;1207;87
33;68;302;115
33;45;905;-1
33;45;905;233
33;34;603;-1
33;34;603;487
33;102;603;345
33;102;1207;1461
33;102;603;146
33;57;603;519
33;68;302;172
33;34;905;-1
33;34;905;86
33;90;302;145
33;34;302;59
33;68;1207;343
100;79;905;114
100;57;905;195
100;68;1207;-1
100;68;1207;177
100;68;905;115
100;90;603;87
100;45;603;84
100;79;603;-1
100;79;603;29
100;102;603;27
100;90;603;59
100;45;302;56
100;34;1207;146
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;86
50;34;603;204
50;79;603;173
50;68;603;147
50;34;603;171
50;68;1207;-1
50;68;1207;454
50;90;905;175
50;102;302;60
50;79;302;28
50;102;302;56
50;34;603;648
50;90;905;144
50;68;302;29
0;79;603;230
0;90;905;369
0;79;1207;343
0;57;302;113
0;79;302;111
0;68;603;259
0;102;905;173
0;57;905;315
0;34;905;394
0;57;603;200
0;79;1207;231
0;68;905;290
33;45;302;252
33;90;905;-1
33;90;905;286
33;45;302;116
33;79;603;-1
33;79;603;174
33;57;1207;394
33;68;905;146
33;79;603;200
33;68;1207;433
33;79;1207;347
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;561
33;45;603;143
33;57;905;173
100;90;302;-1
100;90;302;318
100;102;905;232
100;57;1207;-1
100;57;1207;349
100;34;302;200
100;45;905;146
100;45;302;87
100;34;302;88
100;45;603;173
100;79;905;118
100;45;603;-1
100;45;603;-1
100;45;603;-1
100;45;603;116
100;57;905;117
100;57;1207;1231
50;90;603;-1
50;90;603;116
50;79;302;116
50;68;302;145
50;79;302;185
50;79;1207;-1
50;79;1207;377
50;57;905;-1
50;57;905;-1
50;57;905;231
50;102;603;173
50;57;905;-1
50;57;905;-1
50;57;905;-1
50;57;905;-1
50;57;905;381
50;102;603;58
50;45;905;117
50;45;905;403
50;45;905;146
33;57;1207;253
33;45;1207;-1
33;45;1207;-1
33;45;1207;289
33;90;1207;225
33;90;302;118
33;79;302;69
33;57;603;86
33;90;1207;-1
33;90;1207;115
33;102;1207;196
33;79;302;28
33;45;603;115
33;79;302;-1
33;79;302;-1
33;79;302;96
33;90;603;313
0;68;905;255
0;102;603;174
0;57;302;57
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;261
0;79;302;-1
0;79;302;114
0;79;603;745
0;102;603;114
0;57;603;175
0;102;905;1246
0;102;1207;346
0;102;1207;287
0;57;302;-1
0;57;302;-1
0;57;302;-1
0;57;302;203
