compensation;width;length;MT
67;79;1207;1942
67;68;603;786
67;68;1207;-1
67;68;1207;2826
67;90;603;-1
67;90;603;451
67;57;302;141
67;68;905;55
67;45;905;168
67;34;1207;-1
67;34;1207;789
67;102;1207;167
67;102;1207;-1
67;102;1207;731
67;57;1207;1735
67;45;1207;-1
67;45;1207;1460
33;79;905;-1
33;79;905;1039
33;79;1207;871
33;79;1207;-1
33;79;1207;-1
33;79;1207;1212
33;34;905;-1
33;34;905;-1
33;34;905;-1
33;34;905;735
33;102;603;114
33;102;1207;198
33;68;603;337
33;34;302;-1
33;34;302;113
33;102;302;54
33;45;302;83
33;90;603;166
33;79;905;112
0;79;603;-1
0;79;603;428
0;68;1207;-1
0;68;1207;2085
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;1098
0;34;302;86
0;79;302;111
0;57;603;140
0;90;1207;-1
0;90;1207;-1
0;90;1207;-1
0;90;1207;876
0;90;905;281
0;45;905;-1
0;45;905;989
0;34;603;-1
0;34;603;-1
0;34;603;-1
0;34;603;-1
0;34;603;-1
0;34;603;200
0;45;1207;401
0;45;302;-1
0;45;302;261
33;68;905;-1
33;68;905;397
33;102;905;214
33;79;905;197
33;102;302;1040
33;68;603;142
33;57;905;115
33;102;302;30
33;34;302;28
33;68;1207;-1
33;68;1207;114
33;90;603;114
33;57;905;58
33;34;603;-1
33;34;603;-1
33;34;603;-1
33;34;603;239
67;79;905;-1
67;79;905;173
67;79;603;87
67;79;302;27
67;34;603;-1
67;34;603;-1
67;34;603;141
67;45;1207;285
67;57;905;143
67;34;603;84
67;45;302;27
67;79;603;59
67;90;603;56
67;90;603;28
67;79;603;82
50;68;302;58
50;45;1207;-1
50;45;1207;-1
50;45;1207;481
50;34;1207;515
50;102;1207;-1
50;102;1207;479
50;102;1207;1184
50;34;1207;-1
50;34;1207;315
50;57;302;57
50;45;302;-1
50;45;302;-1
50;45;302;230
50;34;905;285
50;102;905;56
50;68;905;1541
50;57;905;-1
50;57;905;170
67;57;603;-1
67;57;603;-1
67;57;603;202
67;90;302;28
67;79;1207;-1
67;79;1207;86
67;57;603;-1
67;57;603;114
67;57;1207;170
67;90;302;28
67;34;302;229
67;102;1207;-1
67;102;1207;-1
67;102;1207;171
67;34;905;279
67;79;1207;200
67;45;905;202
67;79;905;202
0;90;1207;400
0;68;905;484
0;34;1207;779
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;571
0;102;302;57
0;102;603;146
0;90;1207;231
0;90;302;32
0;34;1207;625
0;45;905;944
0;57;1207;-1
0;57;1207;1053
0;68;302;535
33;45;1207;426
33;68;905;-1
33;68;905;114
33;34;1207;596
33;90;1207;285
33;45;905;314
33;57;1207;399
33;102;905;955
33;34;905;287
33;68;302;113
33;57;302;202
33;68;603;144
33;90;905;323
0;102;302;28
0;45;603;-1
0;45;603;1941
0;68;302;198
0;90;603;115
0;57;905;1234
0;68;1207;316
0;79;1207;312
0;45;1207;457
0;90;905;2616
0;68;302;28
0;102;1207;-1
0;102;1207;254
0;90;603;141
100;34;905;-1
100;34;905;343
100;57;302;56
100;57;603;115
100;68;905;-1
100;68;905;30
100;102;1207;-1
100;102;1207;144
100;68;1207;143
100;34;603;85
100;57;302;56
100;102;905;28
100;68;302;-1
100;68;302;29
100;90;905;31
100;57;302;142
50;90;603;114
50;45;603;210
50;79;905;203
50;90;302;169
50;90;1207;831
50;34;302;-1
50;34;302;87
50;68;905;168
50;34;905;562
50;57;603;892
50;45;603;176
50;57;603;151
50;90;302;112
67;57;905;-1
67;57;905;199
67;57;1207;-1
67;57;1207;398
67;45;302;177
67;57;302;84
67;68;1207;370
67;45;905;-1
67;45;905;-1
67;45;905;658
67;45;603;145
67;68;1207;177
67;102;302;27
67;102;603;83
67;90;302;55
67;90;1207;232
50;34;905;-1
50;34;905;1446
50;79;905;376
50;102;302;85
50;90;905;174
50;34;1207;1596
