compensation;width;length;MT
67;90;603;177
67;45;302;29
67;68;603;59
67;102;1207;233
67;79;302;118
67;102;905;327
67;68;1207;235
67;34;905;265
67;68;302;146
67;79;302;179
67;57;603;199
67;90;905;264
0;102;905;-1
0;102;905;502
0;90;603;-1
0;90;603;237
0;57;302;147
0;102;905;327
0;57;603;126
0;102;1207;473
0;34;603;-1
0;34;603;265
0;90;905;356
0;34;905;233
0;79;302;410
0;79;302;117
0;68;302;350
50;45;1207;324
50;68;905;207
50;90;603;205
50;34;302;146
50;90;1207;119
50;68;302;116
50;90;1207;207
50;68;905;324
50;68;603;179
50;90;603;247
50;34;905;293
50;90;905;294
100;34;603;-1
100;34;603;-1
100;34;603;119
100;68;905;210
100;90;905;-1
100;90;905;-1
100;90;905;235
100;34;1207;147
100;57;1207;116
100;68;603;117
100;45;603;149
100;90;603;119
100;45;603;209
100;79;302;120
100;79;302;30
100;45;302;119
33;57;905;358
33;68;603;299
33;57;302;184
33;79;302;117
33;45;905;-1
33;45;905;384
33;34;302;-1
33;34;302;-1
33;34;302;-1
33;34;302;-1
33;34;302;148
33;57;603;267
33;57;302;-1
33;57;302;296
33;57;905;506
33;45;1207;564
33;57;603;29
33;34;905;-1
33;34;905;1349
67;45;1207;357
67;34;302;88
67;68;1207;178
67;102;905;178
67;57;905;182
67;79;603;91
67;90;302;189
67;34;603;-1
67;34;603;299
67;45;905;143
67;79;1207;282
67;45;1207;-1
67;45;1207;283
67;34;603;146
0;90;302;295
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;240
0;90;1207;353
0;34;1207;344
0;79;603;175
0;57;603;257
0;57;1207;312
0;34;1207;459
0;79;302;143
0;102;905;667
0;45;603;457
0;34;302;113
33;57;603;301
33;45;603;30
33;90;302;151
33;90;603;62
33;90;905;92
33;79;603;207
33;45;905;235
33;68;302;149
33;68;905;337
33;45;1207;-1
33;45;1207;482
33;34;603;404
33;45;1207;-1
33;45;1207;381
0;90;603;-1
0;90;603;89
0;34;603;185
0;68;905;271
0;90;1207;329
0;68;905;239
0;45;905;207
0;90;905;360
0;68;905;-1
0;68;905;271
0;57;1207;300
0;68;603;92
0;45;302;92
0;90;1207;273
50;79;1207;-1
50;79;1207;253
50;45;302;59
50;102;603;152
50;57;1207;123
50;34;302;60
50;90;1207;-1
50;90;1207;300
50;34;603;57
50;57;905;181
50;45;1207;89
50;79;905;273
50;68;302;60
50;102;302;60
67;57;905;88
67;45;905;-1
67;45;905;-1
67;45;905;90
67;90;302;117
67;45;603;143
67;68;603;270
67;79;603;272
67;34;603;-1
67;34;603;113
67;34;302;91
67;45;603;-1
67;45;603;183
67;34;302;211
67;79;905;305
67;68;905;183
100;102;905;87
100;90;905;151
100;79;1207;162
100;45;1207;152
100;68;1207;180
100;90;603;-1
100;90;603;120
100;45;302;89
100;68;302;34
100;68;302;90
100;34;1207;30
100;79;603;121
100;68;1207;183
0;90;603;-1
0;90;603;229
0;45;302;117
0;68;302;63
0;57;905;362
0;45;603;273
0;57;905;516
0;57;302;184
0;57;302;154
0;34;302;93
0;102;302;118
0;45;302;177
0;102;603;-1
0;102;603;150
33;68;603;-1
33;68;603;270
33;79;1207;816
33;68;905;268
33;90;1207;423
33;102;302;123
33;79;905;269
33;102;1207;447
33;90;1207;273
33;68;1207;390
33;79;603;273
33;102;905;315
33;45;905;330
100;57;302;114
100;68;905;271
100;79;905;372
100;45;1207;-1
100;45;1207;-1
100;45;1207;184
100;90;302;30
100;79;905;242
100;34;603;-1
100;34;603;33
100;57;603;93
100;34;302;120
100;102;1207;2180
100;34;1207;208
100;68;302;-1
100;68;302;101
0;57;905;-1
0;57;905;-1
0;57;905;-1
0;57;905;651
0;34;905;417
0;79;905;452
0;102;302;89
0;79;603;244
0;45;905;366
0;45;603;183
0;68;302;32
0;45;1207;570
0;34;603;286
0;79;603;210
0;68;603;517
33;90;603;244
33;34;1207;333
33;34;1207;243
33;57;1207;426
33;102;1207;361
33;102;905;239
33;68;905;336
33;102;1207;-1
33;102;1207;335
33;102;302;152
33;90;603;-1
33;90;603;181
33;57;1207;361
33;90;905;229
50;68;603;112
50;102;905;270
50;34;1207;-1
50;34;1207;304
50;57;905;88
50;102;1207;273
50;57;905;211
50;45;905;240
50;57;603;122
50;34;302;93
50;90;302;61
50;102;905;331
50;79;905;242
100;34;302;111
100;45;1207;28
100;57;302;33
100;57;905;30
100;68;905;181
100;102;905;120
100;57;905;90
100;102;1207;29
100;79;603;152
100;57;302;-1
100;57;302;154
100;79;603;82
100;102;905;32
50;34;1207;-1
50;34;1207;370
50;68;603;182
50;34;603;86
50;45;1207;339
50;45;302;28
50;102;302;61
50;79;905;271
50;68;905;242
50;34;1207;300
50;45;302;93
50;102;603;183
50;90;302;61
0;34;302;-1
0;34;302;116
0;45;905;-1
0;45;905;148
0;79;1207;566
0;79;1207;331
0;57;1207;240
0;45;1207;357
0;57;603;272
0;45;1207;661
0;79;905;214
0;79;905;300
0;102;603;181
0;79;1207;363
50;57;1207;-1
50;57;1207;210
50;79;603;151
50;57;603;214
50;102;603;181
50;34;603;58
50;90;302;93
50;102;1207;407
50;102;1207;333
50;79;603;153
50;79;1207;302
50;79;603;151
50;102;302;33
