compensation;width;length;MT
100;45;302;-1
100;45;302;-1
100;45;302;-1
100;45;302;-1
100;45;302;-1
100;45;302;150
100;68;905;65
100;102;302;30
100;57;603;118
100;102;1207;206
100;68;905;-1
100;68;905;-1
100;68;905;-1
100;68;905;-1
100;68;905;-1
100;68;905;-1
100;68;905;-1
100;68;905;1169
100;34;905;116
100;34;302;-1
100;34;302;-1
100;34;302;177
100;102;603;174
100;90;905;-1
100;90;905;176
100;102;1207;181
100;102;905;234
0;34;302;170
0;57;905;283
0;57;302;-1
0;57;302;-1
0;57;302;-1
0;57;302;2787
0;90;1207;366
0;102;603;-1
0;102;603;-1
0;102;603;-1
0;102;603;223
0;90;302;139
0;68;603;669
0;34;603;450
0;34;302;336
0;79;302;338
0;102;905;335
0;34;302;417
100;102;302;87
100;57;1207;-1
100;57;1207;-1
100;57;1207;198
100;102;1207;167
100;45;603;253
100;102;905;342
100;102;905;223
100;45;905;167
100;90;905;-1
100;90;905;115
100;90;1207;1545
100;79;302;-1
100;79;302;-1
100;79;302;-1
100;79;302;59
100;57;1207;142
100;79;302;141
33;57;302;234
33;102;905;-1
33;102;905;-1
33;102;905;715
33;45;302;-1
33;45;302;699
33;68;1207;1263
33;57;905;-1
33;57;905;-1
33;57;905;234
33;90;905;287
33;68;1207;405
33;57;1207;463
33;57;302;143
33;45;603;-1
33;45;603;377
33;68;603;317
33;90;302;143
0;79;905;2847
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;1561
0;57;905;-1
0;57;905;-1
0;57;905;1989
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;667
0;68;905;-1
0;68;905;-1
0;68;905;-1
0;68;905;535
0;79;302;86
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;24358
0;102;302;178
0;45;1207;496
0;102;302;86
0;79;1207;473
0;90;1207;-1
0;90;1207;-1
0;90;1207;-1
0;90;1207;678
50;102;1207;-1
50;102;1207;543
50;57;1207;463
50;90;603;266
50;57;302;177
50;34;302;206
50;34;302;265
50;79;302;296
50;57;905;1241
50;68;603;210
50;102;603;834
50;79;603;339
50;57;1207;-1
50;57;1207;-1
50;57;1207;266
0;90;905;-1
0;90;905;456
0;79;302;181
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;783
0;45;1207;-1
0;45;1207;740
