compensation;width;length;MT
50;68;905;1520
50;45;905;612
50;90;603;194
50;68;905;-1
50;68;905;171
50;102;302;48
50;68;302;47
50;57;603;47
50;90;1207;-1
50;90;1207;-1
50;90;1207;166
50;90;905;291
50;79;905;-1
50;79;905;5918
50;34;905;120
50;57;302;69
67;57;1207;-1
67;57;1207;226
67;102;302;56
67;79;1207;252
67;90;302;56
67;68;1207;693
67;57;302;58
67;34;1207;265
67;34;603;85
67;90;603;112
67;45;603;142
67;90;905;197
67;90;1207;419
100;102;1207;-1
100;102;1207;112
100;102;1207;142
100;45;603;-1
100;45;603;86
100;79;905;167
100;57;603;-1
100;57;603;-1
100;57;603;-1
100;57;603;114
100;90;1207;199
100;90;603;167
100;45;302;113
100;79;302;27
100;68;905;500
100;90;302;30
100;68;603;260
0;79;905;478
0;57;603;56
0;45;302;-1
0;45;302;113
0;57;603;-1
0;57;603;-1
0;57;603;-1
0;57;603;476
0;90;1207;952
0;57;1207;651
0;102;905;-1
0;102;905;-1
0;102;905;-1
0;102;905;-1
0;102;905;-1
0;102;905;-1
0;102;905;-1
0;102;905;193
0;45;603;-1
0;45;603;980
0;79;302;533
0;34;603;2787
0;34;603;2891
0;34;302;949
67;102;1207;2486
67;102;603;447
67;45;302;86
67;90;302;368
67;57;302;85
67;90;905;339
67;45;905;363
67;79;603;-1
67;79;603;193
67;57;1207;700
67;90;603;141
67;57;1207;670
67;34;905;390
0;57;603;814
0;57;302;287
0;45;1207;-1
0;45;1207;3709
0;79;905;565
0;79;905;589
0;90;1207;791
0;57;1207;503
0;90;603;363
0;102;603;338
0;68;905;537
0;68;302;201
0;79;603;437
100;34;603;-1
100;34;603;-1
100;34;603;-1
100;34;603;-1
100;34;603;-1
100;34;603;-1
100;34;603;-1
100;34;603;2590
100;57;905;788
100;57;1207;-1
100;57;1207;1049
100;57;302;84
100;90;1207;140
100;102;603;-1
100;102;603;367
100;57;905;485
100;79;1207;895
100;34;905;-1
100;34;905;1179
100;68;302;85
100;57;905;113
100;90;905;282
0;90;302;-1
0;90;302;442
0;34;302;617
0;90;302;81
0;34;302;310
0;90;603;225
0;90;1207;817
0;90;905;281
0;68;302;28
0;57;1207;561
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;620
0;102;905;339
0;45;302;113
100;90;1207;-1
100;90;1207;763
100;90;603;-1
100;90;603;-1
100;90;603;-1
100;90;603;1162
100;79;603;-1
100;79;603;196
100;45;603;2416
100;34;302;86
100;68;603;171
100;79;905;446
100;45;302;55
100;102;905;503
100;68;302;28
100;90;603;-1
100;90;603;-1
100;90;603;619
100;57;302;59
50;68;905;-1
50;68;905;-1
50;68;905;364
50;102;1207;928
50;90;1207;735
50;79;302;143
50;68;1207;-1
50;68;1207;-1
50;68;1207;733
50;90;302;114
50;57;1207;-1
50;57;1207;5125
50;90;1207;-1
50;90;1207;-1
50;90;1207;905
50;34;302;-1
50;34;302;424
50;102;905;708
50;34;1207;1387
50;79;302;141
100;34;302;-1
100;34;302;-1
100;34;302;254
100;45;1207;-1
100;45;1207;-1
100;45;1207;9497
100;102;302;26
100;102;905;169
100;45;302;-1
100;45;302;250
100;68;905;-1
100;68;905;817
100;79;905;-1
100;79;905;705
100;34;302;-1
100;34;302;-1
100;34;302;252
100;57;603;896
100;79;1207;875
100;79;1207;-1
100;79;1207;399
100;90;905;-1
100;90;905;-1
100;90;905;3156
67;45;603;1387
67;90;603;-1
67;90;603;-1
67;90;603;564
67;45;905;-1
67;45;905;3914
67;34;603;1523
67;45;1207;-1
67;45;1207;5564
67;45;1207;-1
67;45;1207;7646
67;90;302;84
67;45;1207;3292
67;68;302;114
67;79;1207;1614
67;68;302;283
67;102;905;-1
67;102;905;766
100;34;905;898
100;45;603;-1
100;45;603;479
100;90;302;86
100;68;302;-1
100;68;302;-1
100;68;302;235
100;34;905;-1
100;34;905;-1
100;34;905;3076
100;102;1207;1017
100;90;905;251
100;34;603;-1
100;34;603;1348
100;57;603;-1
100;57;603;-1
100;57;603;1082
100;34;1207;-1
100;34;1207;3947
100;57;1207;-1
100;57;1207;2368
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;2988
33;102;603;114
33;45;302;142
33;45;905;369
33;45;302;115
33;34;905;-1
33;34;905;-1
33;34;905;-1
33;34;905;-1
33;34;905;-1
33;34;905;-1
33;34;905;-1
33;34;905;-1
33;34;905;-1
33;34;905;3177
33;102;603;-1
33;102;603;254
33;102;905;457
33;57;603;-1
33;57;603;626
33;79;905;-1
33;79;905;1375
33;79;1207;1045
33;79;1207;710
33;90;302;83
50;57;302;461
50;79;603;308
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;314
50;57;603;646
50;45;603;-1
50;45;603;-1
50;45;603;314
50;57;1207;1137
50;68;302;113
50;57;1207;906
50;34;905;285
50;45;603;313
50;45;603;198
50;68;603;317
33;102;603;399
33;79;905;543
33;68;1207;431
33;68;302;170
33;90;1207;21554
33;68;302;-1
33;68;302;143
33;45;603;170
33;68;603;285
33;68;1207;-1
33;68;1207;-1
33;68;1207;-1
33;68;1207;873
33;45;603;824
33;79;905;655
33;68;1207;987
50;102;905;-1
50;102;905;-1
50;102;905;-1
50;102;905;430
50;79;1207;-1
50;79;1207;-1
50;79;1207;-1
50;79;1207;801
50;102;603;174
50;34;905;-1
50;34;905;520
50;45;1207;405
50;102;1207;794
50;57;603;199
50;79;603;285
50;102;905;343
50;90;905;370
50;90;603;143
50;79;302;172
100;68;603;486
100;57;302;30
100;79;302;82
100;68;905;-1
100;68;905;-1
100;68;905;-1
100;68;905;820
100;45;905;486
100;79;302;87
100;34;603;112
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;731
100;102;905;171
100;45;1207;-1
100;45;1207;371
100;90;302;56
100;102;302;28
67;102;603;-1
67;102;603;-1
67;102;603;143
67;79;603;-1
67;79;603;-1
67;79;603;-1
67;79;603;142
67;57;302;87
67;68;1207;285
67;68;1207;167
67;79;302;56
67;90;905;147
67;45;603;172
67;79;905;200
67;102;302;87
67;102;1207;517
67;102;302;56
100;34;1207;-1
100;34;1207;-1
100;34;1207;4197
100;57;1207;-1
100;57;1207;-1
100;57;1207;2656
100;102;603;85
100;102;302;-1
100;102;302;29
100;79;603;902
100;68;1207;574
100;68;1207;144
100;102;603;145
100;68;1207;140
100;79;603;146
100;45;905;739
100;45;905;-1
100;45;905;-1
100;45;905;-1
100;45;905;256
50;102;302;-1
50;102;302;227
50;68;302;114
50;34;302;144
50;102;603;469
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;3075
50;57;302;115
50;90;905;1227
50;90;302;143
50;68;603;574
50;79;603;467
50;90;603;173
50;57;905;1019
33;57;603;-1
33;57;603;-1
33;57;603;-1
33;57;603;-1
33;57;603;374
33;45;302;257
33;68;905;-1
33;68;905;-1
33;68;905;-1
33;68;905;625
33;34;1207;-1
33;34;1207;769
33;79;302;111
33;102;905;460
33;102;905;173
33;57;1207;421
33;68;905;199
33;102;1207;-1
33;102;1207;823
33;34;905;976
33;57;603;316
0;34;1207;711
0;34;905;-1
0;34;905;-1
0;34;905;629
0;79;1207;484
0;68;302;142
0;34;603;286
0;79;1207;514
0;90;905;258
0;90;603;201
0;45;302;169
0;57;905;-1
0;57;905;-1
0;57;905;1305
0;102;1207;-1
0;102;1207;-1
0;102;1207;1227
0;34;905;597
33;102;1207;924
33;57;905;928
33;90;603;256
33;34;1207;-1
33;34;1207;-1
33;34;1207;741
33;90;603;93
33;68;302;116
33;57;302;172
33;57;905;-1
33;57;905;341
33;34;905;-1
33;34;905;258
33;68;603;602
33;57;905;484
33;34;302;144
0;45;603;949
0;90;302;228
0;45;603;285
0;45;1207;843
0;68;603;228
0;102;1207;-1
0;102;1207;563
0;79;302;170
0;57;905;453
0;57;302;260
0;90;905;547
0;102;905;316
0;79;1207;572
50;102;603;345
50;79;905;-1
50;79;905;-1
50;79;905;-1
50;79;905;518
50;34;302;115
50;45;1207;-1
50;45;1207;1580
50;79;1207;604
50;102;1207;1393
50;90;302;111
50;68;1207;587
50;68;603;197
50;45;905;-1
50;45;905;-1
50;45;905;-1
50;45;905;692
50;102;302;86
50;34;603;258
33;68;603;-1
33;68;603;-1
33;68;603;-1
33;68;603;287
33;90;302;116
33;79;603;259
33;90;1207;778
33;45;1207;399
33;102;1207;512
33;45;603;229
33;79;302;116
33;79;603;172
33;102;302;111
33;79;1207;344
33;57;302;85
67;102;1207;-1
67;102;1207;-1
67;102;1207;492
67;68;905;449
67;79;905;371
67;79;1207;342
67;34;1207;-1
67;34;1207;-1
67;34;1207;12063
67;34;603;-1
67;34;603;2703
67;79;302;87
67;79;302;488
67;90;1207;545
67;79;603;-1
67;79;603;203
67;34;905;894
67;45;302;172
33;90;905;515
33;57;302;86
33;79;603;199
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;6341
33;90;302;56
33;102;302;55
33;90;1207;654
33;34;302;54
33;57;1207;334
33;57;1207;633
33;90;603;115
33;90;905;314
0;79;302;-1
0;79;302;171
0;45;905;-1
0;45;905;478
0;57;302;144
0;102;302;59
0;57;905;287
0;79;603;199
0;102;1207;283
0;45;905;-1
0;45;905;-1
0;45;905;868
0;79;603;314
0;68;603;315
0;102;302;143
0;68;1207;516
67;102;905;203
67;79;905;318
67;102;603;88
67;45;905;-1
67;45;905;201
67;57;905;144
67;90;1207;487
67;34;302;27
67;34;1207;308
67;34;302;123
67;34;905;-1
67;34;905;-1
67;34;905;344
67;45;302;83
67;68;302;28
0;68;905;-1
0;68;905;516
0;102;603;118
0;68;1207;401
0;68;905;346
0;45;1207;376
0;102;302;138
0;68;1207;433
0;102;603;170
0;45;905;316
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;7436
0;68;603;230
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;6186
50;68;1207;924
50;79;1207;1703
50;45;302;88
50;45;1207;1259
50;79;905;284
50;57;905;433
50;57;905;199
50;45;302;86
50;45;905;288
50;45;302;86
50;34;1207;575
50;34;1207;638
67;34;302;255
67;68;905;320
67;68;905;232
67;57;905;318
67;102;905;200
67;57;603;229
67;57;905;283
67;68;603;401
67;68;603;87
67;68;603;286
67;57;603;230
67;57;603;263
33;45;905;-1
33;45;905;-1
33;45;905;-1
33;45;905;287
33;45;905;316
33;102;302;59
33;34;603;-1
33;34;603;-1
33;34;603;228
33;68;905;170
33;34;302;-1
33;34;302;115
33;34;603;-1
33;34;603;-1
33;34;603;-1
33;34;603;-1
33;34;603;-1
33;34;603;-1
33;34;603;-1
33;34;603;-1
33;34;603;-1
33;34;603;-1
33;34;603;-1
33;34;603;-1
33;34;603;656
33;45;1207;-1
33;45;1207;-1
33;45;1207;2382
33;90;905;285
33;45;1207;-1
33;45;1207;515
33;34;603;-1
33;34;603;-1
33;34;603;458
33;79;302;173
