compensation;width;length;MT
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;2498
0;34;1207;1650
0;68;905;1117
0;102;603;540
0;102;905;-1
0;102;905;769
0;102;603;713
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;4094
0;90;905;880
0;90;603;-1
0;90;603;598
0;68;1207;-1
0;68;1207;-1
0;68;1207;-1
0;68;1207;2410
0;102;1207;-1
0;102;1207;1086
0;45;1207;-1
0;45;1207;1033
100;45;905;-1
100;45;905;-1
100;45;905;1315
100;102;1207;885
100;68;603;258
100;68;1207;-1
100;68;1207;714
100;68;1207;-1
100;68;1207;-1
100;68;1207;3277
100;102;1207;684
100;102;1207;-1
100;102;1207;599
100;57;1207;740
100;79;1207;1262
100;79;1207;1107
100;79;1207;330
100;102;302;87
50;79;603;-1
50;79;603;-1
50;79;603;-1
50;79;603;-1
50;79;603;769
50;34;603;-1
50;34;603;-1
50;34;603;227
50;57;905;431
50;45;1207;-1
50;45;1207;-1
50;45;1207;637
50;79;905;291
50;68;302;235
50;68;603;348
50;79;905;548
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;5498
50;90;302;173
50;45;302;115
50;45;603;571
67;34;302;748
67;102;302;722
67;102;905;898
67;90;302;148
67;34;302;464
67;79;603;347
67;102;1207;784
67;45;603;1665
67;68;603;1038
67;102;1207;1128
67;79;603;752
67;34;302;-1
67;34;302;869
50;102;1207;-1
50;102;1207;-1
50;102;1207;2960
50;90;1207;2512
50;57;905;1971
50;45;603;-1
50;45;603;1164
50;45;1207;2308
50;79;1207;1860
50;45;603;-1
50;45;603;1470
50;102;1207;1107
50;57;1207;-1
50;57;1207;1377
50;45;302;498
50;90;1207;1296
50;79;905;1143
67;45;1207;2365
67;68;905;1034
67;68;603;383
67;90;905;646
67;34;1207;3099
67;34;905;-1
67;34;905;-1
67;34;905;-1
67;34;905;1752
67;57;1207;1060
67;45;905;-1
67;45;905;1028
67;79;302;150
67;90;1207;-1
67;90;1207;1235
67;90;302;119
67;90;905;647
100;34;302;593
100;45;905;706
100;79;302;235
100;45;302;235
100;57;302;415
100;102;603;477
100;79;603;713
100;90;302;240
100;68;1207;1659
100;45;1207;1331
100;102;302;117
100;102;302;177
33;34;1207;2440
33;57;1207;-1
33;57;1207;-1
33;57;1207;-1
33;57;1207;-1
33;57;1207;2586
33;45;1207;-1
33;45;1207;-1
33;45;1207;2352
33;34;905;1545
33;34;1207;1697
33;79;905;949
33;90;603;267
33;45;1207;1307
33;79;905;537
33;90;905;595
33;90;1207;712
33;68;905;689
100;79;302;539
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;2767
100;79;302;486
100;90;905;309
100;79;603;-1
100;79;603;355
100;34;905;1200
100;90;1207;534
100;102;603;-1
100;102;603;329
100;102;905;-1
100;102;905;268
100;90;1207;1213
100;57;603;420
100;34;1207;-1
100;34;1207;2084
33;57;1207;1861
33;34;603;613
33;57;1207;1316
33;57;603;419
33;90;905;697
33;68;905;842
33;34;302;153
33;34;302;-1
33;34;302;-1
33;34;302;-1
33;34;302;-1
33;34;302;-1
33;34;302;1315
33;68;905;511
33;79;905;695
33;45;603;638
33;102;1207;1063
67;34;905;1643
67;90;905;690
67;90;302;88
67;34;905;-1
67;34;905;-1
67;34;905;-1
67;34;905;2018
67;68;603;478
67;79;1207;1100
67;57;1207;-1
67;57;1207;1017
67;45;905;1376
67;45;302;539
67;79;603;-1
67;79;603;-1
67;79;603;575
67;102;302;91
67;79;905;641
100;90;1207;-1
100;90;1207;1255
100;57;302;873
100;90;302;151
100;45;1207;-1
100;45;1207;1779
100;68;905;478
100;90;603;-1
100;90;603;240
100;45;905;849
100;68;603;422
100;34;1207;1582
100;57;905;-1
100;57;905;791
100;90;603;669
100;68;905;-1
100;68;905;-1
100;68;905;866
0;79;603;1182
0;57;603;567
0;102;905;717
0;34;905;-1
0;34;905;1268
0;68;302;300
0;57;603;638
0;57;302;240
0;90;905;725
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;3159
0;57;302;190
0;102;905;869
0;102;302;210
33;102;1207;1502
33;68;603;-1
33;68;603;786
33;68;1207;937
33;90;302;150
33;90;603;366
33;90;302;241
33;34;603;538
33;102;1207;1557
33;34;905;1052
33;45;1207;3364
33;102;302;178
33;57;905;1201
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
