compensation;width;length;MT
100;34;905;-1
100;34;905;-1
100;34;905;253
100;34;302;60
100;45;1207;-1
100;45;1207;122
100;68;603;62
100;90;603;91
100;68;1207;-1
100;68;1207;89
100;68;1207;62
100;34;302;30
0;68;905;195
0;34;905;255
0;79;302;61
0;45;302;93
0;57;1207;333
0;68;1207;422
0;68;905;335
0;34;1207;302
0;102;905;243
0;68;1207;223
0;45;302;119
0;45;302;150
67;102;905;245
67;79;1207;182
67;90;1207;184
67;45;905;188
67;68;302;32
67;34;1207;244
67;90;603;92
67;90;603;122
67;90;302;61
67;57;603;121
67;57;603;134
67;102;905;151
50;34;302;123
50;68;1207;275
50;68;905;210
50;90;302;93
50;102;905;150
50;68;905;211
50;90;1207;427
50;102;1207;150
50;90;1207;183
50;102;905;93
50;45;905;59
50;102;905;-1
50;102;905;-1
50;102;905;110
67;45;905;195
67;68;603;153
67;45;1207;159
67;45;302;60
67;102;603;122
67;90;302;59
67;102;603;29
67;45;603;92
67;90;603;30
67;45;1207;-1
67;45;1207;-1
67;45;1207;123
67;79;302;63
67;45;1207;211
50;90;302;93
50;68;905;153
50;79;1207;274
50;57;905;269
50;45;302;92
50;68;302;29
50;57;603;304
50;57;1207;1143
50;102;603;212
50;90;603;122
50;68;302;-1
50;68;302;94
50;102;603;61
67;102;302;-1
67;102;302;-1
67;102;302;32
67;57;905;181
67;45;302;30
67;68;905;152
67;57;302;33
67;45;905;-1
67;45;905;-1
67;45;905;-1
67;45;905;281
67;68;905;-1
67;68;905;-1
67;68;905;-1
67;68;905;180
67;45;603;29
67;34;1207;304
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;92
67;68;905;-1
67;68;905;93
67;45;302;30
50;57;302;-1
50;57;302;29
50;79;603;121
50;90;302;60
50;79;603;90
50;90;603;151
50;68;603;149
50;68;603;93
50;45;603;91
50;45;603;151
50;79;1207;215
50;57;603;-1
50;57;603;121
50;57;302;59
