compensation;width;length;MT
33;45;302;-1
33;45;302;455
33;45;302;-1
33;45;302;-1
33;45;302;-1
33;45;302;398
33;68;603;1180
33;57;302;755
33;57;905;-1
33;57;905;1060
33;45;603;1364
33;68;905;785
33;45;603;-1
33;45;603;-1
33;45;603;512
33;68;603;-1
33;68;603;507
33;79;1207;1015
33;79;1207;-1
33;79;1207;918
33;102;302;113
100;57;1207;-1
100;57;1207;-1
100;57;1207;869
100;79;1207;-1
100;79;1207;815
100;68;302;55
100;57;905;166
100;90;905;-1
100;90;905;761
100;68;905;168
100;45;603;83
100;79;603;83
100;79;603;86
100;57;905;282
100;90;905;-1
100;90;905;82
100;90;302;58
33;90;302;113
33;102;905;280
33;102;302;86
33;90;1207;364
33;57;603;197
33;57;1207;-1
33;57;1207;424
33;79;302;55
33;57;1207;-1
33;57;1207;435
33;68;905;172
33;68;302;86
33;90;603;142
33;34;603;-1
33;34;603;194
100;34;1207;1223
100;102;1207;-1
100;102;1207;-1
100;102;1207;871
100;57;302;114
100;68;302;85
100;90;603;-1
100;90;603;86
100;79;1207;881
100;68;905;167
100;57;1207;-1
100;57;1207;197
100;57;905;197
100;90;1207;571
100;90;302;59
100;68;302;84
67;57;302;87
67;79;603;256
67;79;905;112
67;57;603;173
67;79;603;-1
67;79;603;115
67;79;905;-1
67;79;905;370
67;34;905;365
67;90;905;224
67;68;1207;142
67;34;603;-1
67;34;603;626
67;90;1207;-1
67;90;1207;-1
67;90;1207;-1
67;90;1207;681
67;79;1207;-1
67;79;1207;967
33;102;302;87
33;102;1207;464
33;57;302;83
33;34;905;458
33;79;302;87
33;90;302;173
33;102;1207;-1
33;102;1207;1007
33;34;905;1118
33;68;1207;-1
33;68;1207;947
33;102;1207;-1
33;102;1207;718
33;34;603;436
33;57;603;87
0;90;1207;-1
0;90;1207;636
0;102;905;697
0;68;302;234
0;68;302;84
0;45;905;605
0;102;1207;643
0;57;302;233
0;34;302;-1
0;34;302;288
0;68;603;87
0;79;603;487
0;90;905;1131
0;79;603;460
100;102;1207;204
100;57;302;-1
100;57;302;-1
100;57;302;260
100;102;302;88
100;57;1207;-1
100;57;1207;612
100;45;905;392
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;961
100;57;603;-1
100;57;603;89
100;79;603;55
100;79;302;59
100;34;302;58
100;90;1207;86
100;90;905;174
33;90;603;-1
33;90;603;177
33;102;905;326
33;79;302;30
33;90;905;200
33;102;603;176
33;90;1207;381
33;68;905;234
33;90;603;159
33;34;603;118
33;45;905;234
33;34;905;172
33;79;1207;-1
33;79;1207;294
100;45;905;-1
100;45;905;266
100;68;1207;237
100;34;1207;146
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;415
100;45;302;-1
100;45;302;62
100;102;905;209
100;102;1207;147
100;90;603;89
100;45;1207;-1
100;45;1207;415
100;45;905;-1
100;45;905;236
100;34;603;58
100;102;905;119
0;90;302;85
0;34;603;119
0;34;302;61
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;60
0;102;302;60
0;79;1207;383
0;102;603;89
0;45;603;211
0;90;1207;422
0;90;603;115
0;57;603;-1
0;57;603;88
0;34;302;60
33;45;302;120
33;45;1207;458
33;90;1207;298
33;34;1207;-1
33;34;1207;-1
33;34;1207;179
33;57;302;60
33;68;603;150
33;79;905;208
33;45;905;276
33;102;905;120
33;68;1207;332
33;68;302;62
33;79;603;210
67;57;905;353
67;102;1207;334
67;79;905;212
67;90;302;91
67;90;905;-1
67;90;905;150
67;90;905;243
67;57;1207;663
67;102;302;122
67;68;1207;-1
67;68;1207;336
67;102;1207;232
67;68;302;98
67;68;1207;179
50;34;1207;-1
50;34;1207;423
50;57;1207;-1
50;57;1207;239
50;102;302;30
50;79;302;60
50;57;905;119
50;102;603;63
50;34;302;61
50;45;905;90
50;45;1207;153
50;57;1207;121
50;79;905;179
50;79;302;32
100;45;603;-1
100;45;603;120
100;102;905;150
100;90;1207;150
100;57;603;182
100;79;905;84
100;34;905;153
100;57;603;91
100;45;603;90
100;34;603;118
100;57;302;121
100;68;603;120
100;45;302;63
0;57;603;112
0;45;1207;-1
0;45;1207;335
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;92
0;90;603;121
0;102;905;61
0;102;603;-1
0;102;603;-1
0;102;603;112
0;79;603;122
0;45;1207;-1
0;45;1207;213
0;45;1207;298
0;79;905;240
0;102;1207;-1
0;102;1207;180
0;102;302;60
67;68;302;85
67;68;603;92
67;34;302;60
67;45;603;119
67;68;603;59
67;79;302;30
67;34;603;59
67;102;603;88
67;79;302;29
67;79;1207;122
67;57;1207;153
67;102;905;151
0;68;302;180
0;90;905;90
0;34;603;92
0;34;905;267
0;90;302;60
0;45;603;91
0;34;603;90
0;34;905;2099
0;90;905;179
0;102;1207;120
0;45;905;-1
0;45;905;-1
0;45;905;141
0;102;603;150
50;68;603;142
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;28
50;45;603;121
50;102;302;60
50;45;1207;-1
50;45;1207;-1
50;45;1207;-1
50;45;1207;272
50;34;603;89
50;79;603;92
50;102;1207;182
50;57;603;-1
50;57;603;-1
50;57;603;116
50;34;1207;-1
50;34;1207;-1
50;34;1207;209
50;57;905;-1
50;57;905;-1
50;57;905;-1
50;57;905;658
50;34;905;61
33;34;1207;186
33;79;905;151
33;45;603;90
33;57;1207;215
33;79;603;121
33;34;1207;-1
33;34;1207;141
33;90;905;241
33;90;905;184
33;90;302;62
33;68;302;58
33;79;603;120
33;57;603;91
50;45;1207;-1
50;45;1207;-1
50;45;1207;121
50;102;1207;122
50;34;1207;150
50;90;1207;120
50;79;905;162
50;102;302;58
50;34;302;63
50;79;905;181
50;45;302;59
50;45;905;-1
50;45;905;-1
50;45;905;-1
50;45;905;151
50;57;302;61
50;90;603;91
33;45;905;142
33;57;905;209
33;45;1207;334
33;57;905;148
33;68;1207;172
33;79;905;141
33;45;1207;236
33;102;603;120
33;34;302;-1
33;34;302;62
33;34;302;91
33;34;302;89
33;102;603;188
0;90;603;446
0;57;905;194
0;79;302;57
0;90;302;82
0;45;905;271
0;68;905;274
0;57;905;482
0;79;905;209
0;57;302;59
0;68;603;150
0;57;302;88
0;79;302;29
100;79;1207;-1
100;79;1207;-1
100;79;1207;150
100;90;302;29
100;102;302;-1
100;102;302;29
100;68;905;88
100;68;603;27
100;79;302;29
100;79;905;57
100;34;905;-1
100;34;905;-1
100;34;905;212
100;102;302;30
100;79;905;98
100;45;302;-1
100;45;302;28
100;79;302;60
50;68;302;93
50;79;302;121
50;68;1207;-1
50;68;1207;-1
50;68;1207;334
50;45;302;58
50;79;1207;121
50;90;905;135
50;34;905;-1
50;34;905;62
50;90;905;92
50;34;603;214
50;34;905;302
50;68;1207;364
50;90;905;152
67;34;905;-1
67;34;905;272
67;102;1207;213
67;57;1207;315
67;34;603;-1
67;34;603;-1
67;34;603;63
67;79;603;153
67;34;302;92
67;57;302;91
67;34;302;-1
67;34;302;60
67;57;905;181
67;102;302;30
67;34;905;241
67;90;1207;243
0;79;905;212
0;57;905;274
0;68;603;181
0;90;1207;368
0;45;603;150
0;79;1207;-1
0;79;1207;484
0;57;1207;333
0;102;302;152
0;57;1207;629
0;79;1207;518
0;57;603;153
0;68;1207;723
100;34;603;-1
100;34;603;-1
100;34;603;-1
100;34;603;-1
100;34;603;-1
100;34;603;-1
100;34;603;58
100;102;603;60
100;102;603;118
100;102;603;31
