compensation;width;length;MT
50;45;603;1065
50;102;302;142
50;102;302;374
50;68;905;517
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;-1
50;34;1207;10479
50;34;302;229
50;68;603;286
50;68;603;-1
50;68;603;709
50;90;905;-1
50;90;905;401
50;45;302;170
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;404
50;102;1207;-1
50;102;1207;1140
67;57;603;487
67;79;905;-1
67;79;905;656
67;45;302;199
67;68;302;171
67;90;302;144
67;34;905;2522
67;45;302;-1
67;45;302;-1
67;45;302;348
67;45;905;630
67;79;905;-1
67;79;905;463
67;57;603;-1
67;57;603;572
67;79;603;-1
67;79;603;399
67;68;603;231
33;57;302;204
33;102;302;198
33;79;603;347
33;34;302;200
33;102;1207;-1
33;102;1207;490
33;68;603;-1
33;68;603;-1
33;68;603;344
33;45;1207;-1
33;45;1207;3697
33;102;603;453
33;45;302;200
33;102;603;636
33;34;302;-1
33;34;302;-1
33;34;302;286
33;57;905;1210
50;45;302;319
50;34;302;-1
50;34;302;-1
50;34;302;260
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;3073
50;90;302;205
50;90;603;-1
50;90;603;350
50;68;603;-1
50;68;603;-1
50;68;603;351
50;57;905;955
50;57;302;184
50;45;302;174
50;79;302;231
50;34;905;-1
50;34;905;-1
50;34;905;2968
50;57;603;497
67;45;603;1086
67;57;905;-1
67;57;905;1137
67;102;905;647
67;45;603;702
67;79;1207;1022
67;45;302;204
67;34;603;667
67;34;905;-1
67;34;905;-1
67;34;905;-1
67;34;905;-1
67;34;905;2499
67;45;603;753
67;57;1207;1284
67;57;302;439
67;68;603;262
50;79;1207;1034
50;45;1207;-1
50;45;1207;-1
50;45;1207;-1
50;45;1207;2336
50;45;1207;-1
50;45;1207;1939
50;34;905;858
50;90;905;440
50;102;603;383
50;79;603;237
50;45;603;329
50;45;1207;-1
50;45;1207;1351
50;34;1207;-1
50;34;1207;-1
50;34;1207;1001
50;68;302;177
50;102;905;1268
33;45;603;646
33;68;1207;1511
33;90;302;120
33;68;905;1798
33;90;1207;1005
33;79;302;150
33;45;603;445
33;102;603;324
33;90;603;356
33;79;603;447
33;102;302;205
33;34;603;-1
33;34;603;623
100;102;1207;836
100;34;603;-1
100;34;603;507
100;90;302;30
100;68;1207;1072
100;68;1207;746
100;79;1207;687
100;102;302;297
100;79;905;570
100;79;905;-1
100;79;905;570
100;90;603;518
100;45;1207;923
100;57;603;269
33;68;1207;594
33;79;603;329
33;79;302;237
33;57;603;599
33;45;302;119
33;68;302;270
33;90;603;509
33;79;1207;1472
33;34;1207;-1
33;34;1207;899
33;102;905;481
33;90;302;150
33;57;1207;-1
33;57;1207;-1
33;57;1207;-1
33;57;1207;776
50;34;302;420
50;68;1207;-1
50;68;1207;-1
50;68;1207;1914
50;68;905;664
50;68;302;150
50;90;905;-1
50;90;905;361
50;57;1207;1038
50;34;603;392
50;79;1207;974
50;57;302;30
50;102;603;-1
50;102;603;432
50;79;302;154
50;45;603;514
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;546
67;57;905;1027
67;68;603;366
67;79;1207;1088
67;102;603;151
67;79;302;457
67;57;603;398
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;1407
67;34;302;-1
67;34;302;266
67;102;302;241
67;102;905;1364
67;68;1207;1373
50;90;1207;814
50;45;905;1001
50;57;603;1408
50;79;603;345
50;68;302;-1
50;68;302;455
50;79;603;482
50;90;603;-1
50;90;603;397
50;102;302;185
50;57;302;362
50;68;1207;1344
50;90;302;302
50;79;1207;1362
33;68;302;336
33;45;1207;-1
33;45;1207;-1
33;45;1207;-1
33;45;1207;-1
33;45;1207;3039
33;68;1207;1078
33;34;905;-1
33;34;905;-1
33;34;905;1122
33;34;905;938
33;57;1207;1360
33;68;905;793
33;57;302;357
33;79;302;301
33;34;905;-1
33;34;905;899
33;102;905;338
33;102;302;90
67;57;302;97
67;90;302;114
67;90;603;911
67;45;905;607
67;68;1207;1178
67;34;603;362
67;79;1207;967
67;102;905;785
67;34;302;183
67;79;302;208
67;68;302;184
67;34;302;144
50;57;1207;-1
50;57;1207;1175
50;57;603;421
50;45;905;838
50;34;603;-1
50;34;603;-1
50;34;603;825
50;90;603;361
50;57;905;844
50;79;302;243
50;45;905;1623
50;57;905;1005
50;102;603;482
50;57;1207;1638
50;102;1207;-1
50;102;1207;1034
33;79;905;819
33;57;302;180
33;34;1207;-1
33;34;1207;2215
33;45;1207;1580
33;45;905;984
33;79;905;703
33;34;302;333
33;45;905;-1
33;45;905;1238
33;57;1207;1601
33;79;905;1398
33;90;603;430
33;90;905;-1
33;90;905;793
100;79;905;863
100;102;603;243
100;68;603;303
100;34;302;211
100;34;603;450
100;79;603;153
100;79;1207;1170
100;34;905;-1
100;34;905;1208
100;79;1207;-1
100;79;1207;516
100;102;603;213
100;45;603;494
100;90;302;151
50;79;905;-1
50;79;905;215
50;90;1207;-1
50;90;1207;737
50;68;905;427
50;102;1207;634
50;90;1207;850
50;34;1207;970
50;90;302;184
50;79;905;634
50;102;905;597
50;102;905;516
50;68;1207;918
50;79;905;454
100;45;905;516
100;45;1207;948
100;57;302;233
100;79;302;-1
100;79;302;302
100;57;1207;338
100;45;1207;749
100;102;1207;184
100;90;603;-1
100;90;603;244
100;102;1207;-1
100;102;1207;-1
100;102;1207;-1
100;102;1207;4459
100;57;1207;1143
100;34;905;-1
100;34;905;-1
100;34;905;384
100;68;905;302
0;79;302;257
0;68;302;245
0;57;603;419
0;68;1207;611
0;68;302;329
0;90;302;335
0;90;1207;1327
0;68;1207;734
0;45;603;-1
0;45;603;457
0;79;302;243
0;90;302;243
0;68;1207;971
100;34;603;276
100;68;1207;762
100;90;905;456
100;34;905;1089
100;57;603;130
100;45;603;-1
100;45;603;287
100;45;302;85
100;57;905;303
100;90;302;152
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;1574
100;57;1207;-1
100;57;1207;394
100;102;603;300
33;79;1207;459
33;57;603;425
33;57;603;428
33;102;1207;733
33;90;905;399
33;90;1207;875
33;45;905;515
33;102;1207;606
33;45;603;212
33;90;905;513
33;68;905;514
33;102;905;483
67;68;1207;362
67;90;905;957
67;68;905;487
67;102;1207;787
67;45;1207;-1
67;45;1207;520
67;102;1207;1331
67;68;905;333
67;57;905;-1
67;57;905;826
67;90;905;-1
67;90;905;-1
67;90;905;303
67;90;603;455
67;68;302;70
67;57;302;62
100;34;302;211
100;79;302;120
100;57;302;122
100;90;905;-1
100;90;905;492
100;90;1207;-1
100;90;1207;150
100;90;603;179
100;34;302;-1
100;34;302;33
100;90;905;1036
100;68;905;244
100;79;603;214
100;68;603;151
100;57;603;366
67;34;603;404
67;45;1207;1004
67;45;1207;762
67;90;603;240
67;79;603;214
67;90;905;426
67;45;905;365
67;79;302;183
67;90;1207;635
67;68;905;574
67;90;1207;762
67;102;302;152
33;34;603;286
33;79;1207;806
33;57;905;424
33;45;302;211
33;68;302;305
33;57;905;514
33;90;302;60
33;34;603;673
33;90;1207;-1
33;90;1207;575
33;34;1207;880
33;68;603;180
33;68;603;-1
33;68;603;373
0;79;1207;314
0;79;905;457
0;90;603;244
0;34;302;276
0;79;1207;808
0;57;1207;968
0;79;905;486
0;90;905;513
0;90;302;179
0;68;302;118
0;57;1207;720
0;34;603;-1
0;34;603;451
67;90;302;144
67;79;905;927
67;102;603;303
67;90;1207;1221
67;102;1207;885
67;34;1207;765
67;79;603;182
67;102;302;151
67;34;905;726
67;34;1207;1178
67;102;603;215
67;34;1207;1805
0;102;302;306
0;34;302;156
0;102;603;436
0;79;905;628
0;34;905;631
0;90;603;398
0;102;603;307
0;102;302;60
0;102;302;185
0;90;603;308
0;102;603;459
0;68;905;776
100;79;302;-1
100;79;302;155
100;102;905;151
100;45;302;122
100;34;1207;1439
100;90;1207;-1
100;90;1207;-1
100;90;1207;361
100;102;302;-1
100;102;302;29
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;2994
100;45;603;-1
100;45;603;480
100;102;905;-1
100;102;905;488
100;68;905;612
100;57;905;-1
100;57;905;455
100;79;603;520
0;57;302;-1
0;57;302;305
0;34;603;522
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;456
0;57;1207;-1
0;57;1207;416
0;57;603;244
0;68;905;333
0;34;302;31
0;57;603;305
0;68;603;303
0;34;1207;-1
0;34;1207;-1
0;34;1207;456
0;90;905;364
0;45;905;397
100;68;302;-1
100;68;302;124
100;45;302;152
100;68;302;239
100;57;905;547
100;102;905;729
100;57;302;62
100;90;1207;-1
100;90;1207;29
100;45;905;755
100;68;603;183
100;45;905;227
100;68;302;32
100;102;302;93
0;57;302;261
0;79;1207;724
0;102;905;304
0;90;1207;541
0;90;1207;637
0;102;905;878
0;34;905;855
0;34;1207;484
0;34;905;275
0;45;603;183
0;45;302;154
0;79;603;280
0;79;603;233
0;79;302;153
0;102;905;922
0;57;302;94
0;45;603;247
0;45;302;215
0;102;1207;946
0;68;603;272
0;57;905;401
0;90;905;391
0;45;1207;841
0;102;1207;210
0;34;603;400
0;102;1207;398
0;68;603;185
0;57;905;252
0;57;905;272
0;45;302;151
0;45;1207;1327
0;68;905;311
0;45;1207;368
0;79;603;211
0;45;905;-1
0;45;905;305
0;45;905;305
