compensation;width;length;MT
50;68;603;-1
50;68;603;-1
50;68;603;-1
50;68;603;-1
50;68;603;-1
50;68;603;-1
50;68;603;-1
50;68;603;-1
50;68;603;-1
50;68;603;-1
50;68;603;-1
50;68;603;-1
50;68;603;56
50;68;302;57
50;68;1207;167
50;90;603;85
50;68;603;-1
50;68;603;-1
50;68;603;140
50;68;302;56
50;68;1207;-1
50;68;1207;109
50;102;603;54
50;79;1207;115
50;34;302;56
50;57;603;168
50;68;302;85
100;79;905;-1
100;79;905;-1
100;79;905;110
100;68;1207;139
100;45;302;59
100;90;302;59
100;45;1207;138
100;90;1207;86
100;79;603;56
100;90;603;28
100;45;302;29
100;90;1207;145
100;34;603;58
100;34;603;-1
100;34;603;-1
100;34;603;110
67;102;1207;141
67;45;1207;-1
67;45;1207;-1
67;45;1207;169
67;68;302;86
67;68;603;82
67;45;1207;225
67;90;905;111
67;102;1207;-1
67;102;1207;113
67;45;905;-1
67;45;905;-1
67;45;905;166
67;79;603;54
67;68;302;58
67;45;905;113
67;68;302;56
33;90;1207;168
33;57;905;142
33;79;905;86
33;68;1207;199
33;79;603;113
33;102;603;112
33;79;603;56
33;45;603;-1
33;45;603;114
33;102;1207;197
33;45;1207;228
33;45;905;170
33;34;1207;-1
33;34;1207;199
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;95
67;34;905;56
67;34;905;85
67;57;603;82
67;68;1207;141
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;201
67;57;905;141
67;34;1207;-1
67;34;1207;143
67;68;905;95
67;79;302;28
67;45;603;-1
67;45;603;87
67;68;905;115
100;45;905;-1
100;45;905;-1
100;45;905;86
100;79;1207;115
100;79;1207;114
100;45;905;31
100;79;302;32
100;45;603;56
100;90;302;28
100;45;905;88
100;79;302;29
100;90;603;59
100;57;1207;82
100;68;603;84
67;102;603;59
67;57;603;83
67;57;302;27
67;34;905;144
67;102;905;114
67;90;603;115
67;57;905;115
67;79;905;143
67;57;302;58
67;102;302;28
67;79;603;56
67;102;905;114
50;45;302;88
50;90;1207;170
50;68;1207;171
50;45;302;28
50;79;905;144
50;102;905;-1
50;102;905;146
50;68;905;145
50;68;905;-1
50;68;905;-1
50;68;905;-1
50;68;905;115
50;45;603;113
50;79;302;55
50;79;603;89
50;68;905;172
67;90;603;-1
67;90;603;88
67;68;905;144
67;57;302;59
67;102;302;56
67;90;302;59
67;90;302;28
67;90;905;86
67;90;603;56
67;68;603;117
67;79;905;116
67;90;905;114
67;102;302;29
100;68;905;238
100;57;1207;208
100;102;1207;147
100;68;302;56
100;102;603;116
100;102;1207;145
100;57;1207;145
100;79;302;31
100;45;302;58
100;102;603;57
100;57;603;59
100;102;302;29
50;45;1207;-1
50;45;1207;-1
50;45;1207;236
50;79;1207;176
50;79;905;114
50;79;603;60
50;57;603;118
50;79;603;88
50;102;302;86
50;45;603;116
50;90;302;28
50;90;302;58
50;102;905;145
50;102;302;29
