compensation;width;length;MT
50;102;603;-1
50;102;603;-1
50;102;603;1683
50;90;603;-1
50;90;603;-1
50;90;603;504
50;68;905;-1
50;68;905;4923
50;57;905;1594
50;68;603;510
50;102;603;-1
50;102;603;457
50;68;1207;-1
50;68;1207;4376
50;57;603;1321
50;102;1207;-1
50;102;1207;734
50;57;905;1685
50;90;905;477
50;79;302;-1
50;79;302;28
67;68;302;-1
67;68;302;-1
67;68;302;-1
67;68;302;-1
67;68;302;256
67;90;1207;538
67;102;905;-1
67;102;905;-1
67;102;905;506
67;68;905;394
67;34;603;418
67;57;905;393
67;34;603;654
67;57;905;-1
67;57;905;-1
67;57;905;509
67;34;603;510
67;45;905;-1
67;45;905;-1
67;45;905;3380
67;79;905;283
67;34;302;170
0;45;603;-1
0;45;603;-1
0;45;603;-1
0;45;603;-1
0;45;603;568
0;68;302;252
0;102;1207;655
0;102;603;170
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;-1
0;45;1207;7446
0;102;302;85
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;-1
0;45;905;15215
0;68;905;-1
0;68;905;-1
0;68;905;-1
0;68;905;-1
0;68;905;-1
0;68;905;-1
0;68;905;-1
0;68;905;-1
0;68;905;-1
0;68;905;7454
0;102;603;113
0;45;1207;7477
0;68;603;56
0;90;905;591
67;57;1207;-1
67;57;1207;11462
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;-1
67;57;1207;10163
67;79;302;315
67;57;603;5001
67;45;302;-1
67;45;302;2365
67;68;302;683
67;45;905;-1
67;45;905;-1
67;45;905;13033
67;57;302;-1
67;57;302;1447
67;102;603;257
67;34;302;-1
67;34;302;4215
67;90;603;232
67;45;905;-1
67;45;905;10674
