compensation;width;length;MT
50;45;1207;487
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;315
50;102;1207;257
50;57;905;374
50;79;603;-1
50;79;603;-1
50;79;603;-1
50;79;603;398
50;57;302;114
50;68;1207;373
50;57;905;-1
50;57;905;431
50;57;1207;-1
50;57;1207;-1
50;57;1207;-1
50;57;1207;-1
50;57;1207;-1
50;57;1207;-1
50;57;1207;-1
50;57;1207;-1
50;57;1207;398
50;68;905;290
50;45;302;201
50;90;603;86
100;102;905;201
100;45;1207;429
100;79;302;88
100;68;302;83
100;34;905;232
100;102;1207;232
100;34;905;-1
100;34;905;-1
100;34;905;206
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;-1
100;45;1207;428
100;68;302;83
100;90;603;114
100;57;1207;233
100;90;302;-1
100;90;302;-1
100;90;302;89
50;90;302;201
50;34;603;141
50;90;1207;202
50;79;603;315
50;57;603;-1
50;57;603;-1
50;57;603;-1
50;57;603;348
50;79;603;299
50;45;302;55
50;45;302;145
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;400
50;57;905;430
50;90;1207;262
50;34;603;233
