compensation;width;length;MT
33;90;905;2991
33;90;603;1336
33;45;1207;-1
33;45;1207;4999
33;34;302;87
33;68;603;459
33;90;603;258
33;102;302;84
33;102;302;88
33;102;603;144
33;90;302;83
33;68;1207;569
33;68;603;170
67;90;603;115
67;45;905;198
67;57;905;287
67;57;905;284
67;57;603;172
67;34;905;170
67;34;603;257
67;79;905;482
67;79;603;143
67;34;302;102
67;79;603;199
67;79;905;168
100;57;905;-1
100;57;905;115
100;45;302;55
100;90;302;59
100;79;302;279
100;34;603;201
100;34;905;-1
100;34;905;-1
100;34;905;911
100;102;905;57
100;79;905;87
100;45;905;-1
100;45;905;-1
100;45;905;-1
100;45;905;768
100;79;302;86
100;57;603;271
100;90;905;479
0;45;905;-1
0;45;905;229
0;68;302;115
0;68;603;86
0;68;302;115
0;90;302;169
0;102;302;171
0;57;905;343
0;57;302;116
0;102;302;85
0;68;1207;340
0;102;1207;284
0;34;302;57
50;90;905;311
50;34;1207;521
50;57;302;-1
50;57;302;144
50;102;302;-1
50;102;302;317
50;45;1207;-1
50;45;1207;-1
50;45;1207;-1
50;45;1207;-1
50;45;1207;-1
50;45;1207;-1
50;45;1207;-1
50;45;1207;-1
50;45;1207;-1
50;45;1207;775
50;45;1207;-1
50;45;1207;-1
50;45;1207;-1
50;45;1207;-1
50;45;1207;973
50;57;1207;1123
50;34;302;171
50;90;1207;-1
50;90;1207;1056
50;90;302;114
50;102;1207;778
50;102;603;227
0;102;905;-1
0;102;905;318
0;102;1207;314
0;34;905;-1
0;34;905;-1
0;34;905;262
0;90;603;147
0;90;905;200
0;79;1207;292
0;68;1207;260
0;102;302;57
0;45;302;55
0;45;1207;346
0;57;1207;-1
0;57;1207;287
0;34;603;-1
0;34;603;-1
0;34;603;-1
0;34;603;690
33;90;603;229
33;57;905;-1
33;57;905;-1
33;57;905;347
33;79;905;-1
33;79;905;318
33;34;603;332
33;45;603;317
33;45;905;318
33;79;603;201
33;34;603;206
33;34;302;89
33;45;302;118
33;90;1207;407
33;57;1207;323
0;79;302;202
0;79;603;-1
0;79;603;324
0;57;905;348
0;102;905;233
0;68;302;56
0;68;905;346
0;57;1207;465
0;45;302;56
0;57;1207;347
0;45;1207;379
0;45;905;261
0;45;905;354
33;90;905;-1
33;90;905;295
33;90;905;263
33;57;302;89
33;57;1207;181
33;34;603;174
33;90;1207;379
33;45;603;204
33;57;905;233
33;57;603;-1
33;57;603;234
33;34;905;-1
33;34;905;145
33;102;905;233
33;34;1207;173
67;45;1207;-1
67;45;1207;-1
67;45;1207;145
67;102;905;411
67;68;302;28
67;79;905;233
67;34;302;-1
67;34;302;31
67;79;1207;29
67;90;302;118
67;34;603;61
67;34;1207;57
67;79;1207;666
67;79;603;60
67;45;1207;378
100;79;603;-1
100;79;603;58
100;102;302;28
100;57;603;29
100;45;302;86
100;68;302;118
100;68;1207;114
100;79;905;117
100;68;905;32
100;68;905;146
100;102;302;29
100;68;905;34
100;34;603;118
67;45;302;213
67;45;905;-1
67;45;905;321
67;102;302;28
67;57;905;146
67;45;302;178
67;90;603;146
67;57;302;57
67;102;1207;351
67;34;302;119
67;102;302;29
67;45;603;118
67;79;302;115
50;57;603;59
50;34;905;-1
50;34;905;294
50;68;905;263
50;45;302;30
50;102;905;237
50;45;1207;264
50;90;603;90
50;79;603;118
50;57;905;116
50;68;302;118
50;68;905;174
50;45;302;119
67;57;302;29
67;68;1207;202
67;57;302;28
67;90;1207;148
67;34;905;30
67;102;603;30
67;68;603;29
67;34;1207;119
67;90;302;40
67;57;603;154
67;90;302;29
67;34;905;89
33;102;905;262
33;79;905;293
33;68;302;177
33;68;302;180
33;57;302;209
33;68;603;278
33;102;1207;234
33;79;302;-1
33;79;302;60
33;57;603;203
33;68;1207;-1
33;68;1207;-1
33;68;1207;384
33;90;1207;264
33;57;1207;-1
33;57;1207;-1
33;57;1207;-1
33;57;1207;-1
33;57;1207;269
50;79;1207;141
50;34;302;118
50;102;1207;355
50;102;302;33
50;79;1207;271
50;90;603;207
50;34;603;302
50;79;603;150
50;45;302;90
50;68;603;231
50;79;603;208
50;34;603;-1
50;34;603;-1
50;34;603;151
100;79;1207;-1
100;79;1207;318
100;45;905;121
100;79;905;118
100;57;905;151
100;34;603;29
100;68;603;149
100;90;905;266
100;90;905;212
100;34;302;91
100;68;302;58
100;57;1207;267
100;102;302;28
50;102;905;240
50;102;603;-1
50;102;603;117
50;102;603;63
50;90;905;207
50;34;1207;-1
50;34;1207;-1
50;34;1207;150
50;79;905;182
50;68;302;33
50;90;603;150
50;34;302;63
50;79;905;-1
50;79;905;329
50;68;603;182
50;57;905;267
33;45;302;-1
33;45;302;-1
33;45;302;88
33;68;1207;240
33;102;1207;240
33;45;1207;-1
33;45;1207;295
33;79;302;60
33;57;905;269
33;79;905;236
33;79;1207;413
33;79;603;270
33;34;302;120
33;34;905;328
33;45;603;88
100;90;1207;179
100;57;603;88
100;57;302;29
100;90;603;121
100;34;1207;30
100;90;302;29
100;102;1207;29
100;68;603;59
100;57;1207;-1
100;57;1207;249
100;45;1207;-1
100;45;1207;148
100;57;905;149
100;68;302;29
0;68;1207;-1
0;68;1207;444
0;68;603;62
0;90;603;178
0;79;603;178
0;57;905;326
0;45;603;215
0;45;603;154
0;90;302;150
0;102;1207;633
0;90;1207;326
0;57;603;249
0;90;905;326
67;90;905;169
67;90;905;200
67;102;1207;180
67;102;603;88
67;68;603;90
67;57;603;118
67;102;302;31
67;45;1207;-1
67;45;1207;241
67;90;1207;210
67;34;1207;-1
67;34;1207;-1
67;34;1207;150
67;68;302;-1
67;68;302;30
67;68;603;179
0;57;302;143
0;45;1207;445
0;45;302;29
0;34;302;95
0;90;1207;415
0;68;603;177
0;90;302;120
0;79;302;178
0;57;603;-1
0;57;603;237
0;90;905;326
0;34;905;300
0;45;603;240
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;172
50;45;603;171
50;57;905;204
50;79;905;301
50;45;905;243
50;102;905;208
50;79;1207;354
50;45;603;288
50;68;603;113
50;90;302;33
50;57;603;179
50;68;302;121
0;34;603;-1
0;34;603;-1
0;34;603;441
0;90;603;505
0;79;905;480
0;102;905;601
0;90;1207;629
0;79;302;178
0;79;1207;803
0;34;905;-1
0;34;905;482
0;57;603;296
0;34;302;-1
0;34;302;297
0;34;1207;1161
0;34;1207;748
100;34;302;-1
100;34;302;178
100;45;1207;61
100;90;603;150
100;57;302;62
100;34;302;297
100;34;905;-1
100;34;905;153
100;57;1207;119
100;68;603;90
100;45;1207;179
100;90;603;64
100;45;603;28
100;45;905;-1
100;45;905;-1
100;45;905;-1
100;45;905;151
33;102;905;417
33;102;1207;418
33;45;302;83
33;34;1207;315
33;45;1207;-1
33;45;1207;-1
33;45;1207;419
33;79;1207;510
33;45;905;267
33;79;302;121
33;34;1207;300
33;102;603;207
33;57;603;180
33;45;905;298
67;90;603;-1
67;90;603;155
67;102;1207;238
67;68;1207;119
67;68;1207;300
67;45;302;62
67;79;1207;361
67;90;1207;478
67;79;302;119
67;102;905;119
67;57;1207;153
67;57;1207;239
67;90;905;180
33;90;302;-1
33;90;302;212
33;57;302;88
33;34;905;-1
33;34;905;84
33;68;302;91
33;102;603;181
33;102;302;150
33;90;302;59
33;79;1207;366
33;79;603;-1
33;79;603;298
33;68;905;119
33;68;905;328
33;68;905;178
67;102;603;114
67;68;905;144
67;57;1207;178
67;79;302;88
67;45;905;177
67;45;603;63
67;102;905;58
67;68;905;267
67;34;603;148
67;45;603;-1
67;45;603;117
67;68;905;86
67;68;302;28
50;90;905;290
50;90;1207;228
50;34;905;170
50;34;1207;58
50;57;603;172
50;90;1207;230
50;68;1207;297
50;68;905;211
50;90;302;61
50;102;1207;298
50;45;905;211
50;102;302;124
0;68;905;-1
0;68;905;370
0;57;302;120
0;102;603;269
0;34;603;218
0;34;1207;299
0;79;905;269
0;102;603;181
0;79;905;326
0;68;905;239
0;79;1207;537
0;102;603;269
0;79;603;148
50;57;302;142
50;79;302;56
50;57;1207;270
50;34;603;207
50;45;603;121
50;57;302;123
50;45;905;-1
50;45;905;299
50;68;1207;295
50;57;1207;327
50;79;302;149
50;79;302;148
50;68;1207;292
100;102;1207;-1
100;102;1207;113
100;79;302;148
100;45;603;90
100;34;1207;31
100;45;603;30
100;90;1207;29
100;90;302;30
100;79;1207;30
100;34;905;58
100;45;302;30
100;90;1207;120
100;79;603;31
100;79;1207;181
100;34;1207;119
100;57;302;148
100;102;603;29
100;68;1207;66
100;102;905;60
100;79;603;58
100;102;905;60
100;68;1207;118
100;102;1207;119
100;102;603;113
100;102;603;113
