compensation;width;length;MT
33;57;603;968
33;90;905;-1
33;90;905;-1
33;90;905;1033
33;68;905;-1
33;68;905;-1
33;68;905;1087
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;1234
33;90;302;226
33;79;1207;571
33;79;905;801
33;34;302;174
33;79;1207;1400
33;34;1207;827
33;102;302;1369
33;90;603;427
0;102;302;114
0;34;603;313
0;34;302;-1
0;34;302;229
0;45;603;320
0;90;302;-1
0;90;302;171
0;68;1207;-1
0;68;1207;804
0;90;302;231
0;34;302;348
0;45;1207;-1
0;45;1207;578
0;34;905;-1
0;34;905;516
0;57;302;749
0;57;603;-1
0;57;603;-1
0;57;603;398
67;45;603;-1
67;45;603;401
67;57;603;349
67;45;302;-1
67;45;302;175
67;68;1207;-1
67;68;1207;494
67;45;302;87
67;34;603;-1
67;34;603;290
67;79;905;-1
67;79;905;-1
67;79;905;554
67;79;1207;404
67;45;302;87
67;90;603;232
67;68;905;-1
67;68;905;636
67;34;302;203
33;90;603;-1
33;90;603;323
33;57;905;489
33;79;603;146
33;68;603;349
33;90;603;351
33;102;905;754
33;57;603;261
33;45;302;204
33;102;1207;923
33;90;1207;785
33;79;603;261
33;45;905;434
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;502
67;57;1207;351
67;90;603;206
67;45;1207;-1
67;45;1207;388
67;90;1207;-1
67;90;1207;-1
67;90;1207;366
67;34;905;356
67;79;1207;149
67;79;905;442
67;45;603;175
67;34;302;120
67;90;905;235
67;34;603;236
33;79;1207;593
33;45;603;357
33;57;1207;-1
33;57;1207;389
33;102;1207;-1
33;102;1207;-1
33;102;1207;445
33;68;302;177
33;102;603;-1
33;102;603;491
33;79;905;503
33;68;1207;389
33;90;302;150
33;90;302;118
33;102;1207;238
33;45;603;237
67;90;302;117
67;34;905;239
67;79;1207;537
67;90;1207;-1
67;90;1207;414
67;102;302;118
67;90;905;-1
67;90;905;395
67;102;302;149
67;68;302;59
67;45;603;296
67;57;603;534
67;90;603;268
67;90;1207;359
0;68;302;-1
0;68;302;119
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;-1
0;34;905;477
0;68;603;-1
0;68;603;393
0;57;603;426
0;79;905;572
0;45;1207;930
0;57;302;120
0;68;1207;-1
