compensation;width;length;MT
50;68;603;637
50;68;302;487
50;79;302;255
50;34;603;854
67;57;603;936
67;34;905;1819
67;34;302;121
67;57;905;1019
67;90;1207;-1
67;90;1207;1230
67;79;905;1212
67;102;302;179
67;34;905;1407
67;79;1207;1377
67;57;905;755
67;90;302;727
67;79;603;366
0;68;302;570
0;102;1207;638
0;79;1207;515
0;79;302;122
0;68;1207;485
0;57;603;-1
0;57;603;514
0;79;1207;1019
0;102;603;517
0;102;1207;1002
0;45;603;1013
0;68;905;806
0;68;302;181
50;57;1207;1531
50;79;905;1118
50;90;603;509
50;57;302;120
50;45;302;29
50;34;1207;-1
50;34;1207;-1
50;34;1207;2134
50;45;302;639
50;79;603;743
50;90;603;830
50;45;603;-1
50;45;603;1209
50;57;905;1414
50;34;302;270
67;45;603;-1
67;45;603;1374
67;68;302;122
67;57;603;724
67;79;905;933
67;102;905;575
67;57;302;270
67;45;905;429
67;102;905;967
67;90;603;543
67;45;1207;-1
67;45;1207;2724
67;34;603;-1
67;34;603;1829
67;68;905;395
0;90;302;345
0;34;603;1411
0;57;905;943
0;68;905;1085
0;34;1207;1803
0;68;603;1002
0;79;302;151
0;45;1207;-1
0;45;1207;2941
0;57;1207;2656
0;57;905;1643
0;57;603;1198
0;68;603;365
100;68;603;1218
100;34;302;-1
100;34;302;-1
100;34;302;-1
100;34;302;-1
100;34;302;1772
100;90;905;-1
100;90;905;698
100;102;1207;545
100;57;905;669
100;57;603;425
100;34;603;2082
100;57;905;969
100;68;603;302
100;57;1207;-1
100;57;1207;900
100;45;1207;-1
100;45;1207;-1
100;45;1207;2251
100;57;1207;1469
67;79;1207;541
67;102;905;333
67;90;302;186
67;57;302;30
67;90;1207;394
67;45;1207;-1
67;45;1207;1463
67;68;1207;719
67;90;603;302
67;79;905;428
67;79;1207;695
67;102;1207;785
67;34;905;2080
100;57;905;909
100;34;302;572
100;102;302;373
100;57;302;150
100;90;302;512
100;34;905;1645
100;34;302;482
100;45;1207;1834
100;57;1207;1852
100;68;302;-1
100;68;302;597
100;102;302;86
100;68;302;694
50;57;1207;-1
50;57;1207;1916
50;57;603;1371
50;57;302;722
50;57;302;151
50;68;1207;1818
50;102;1207;1336
50;79;1207;1458
50;45;603;818
50;68;603;669
50;102;905;1079
50;68;1207;1638
50;34;603;1875
0;102;905;670
0;57;1207;759
0;102;302;151
0;34;1207;1976
0;90;1207;726
0;68;603;660
0;79;603;546
0;90;302;117
0;90;905;692
0;34;905;-1
0;34;905;3120
0;102;905;591
0;45;302;335
67;90;905;1089
67;90;302;181
67;79;302;-1
67;79;302;561
67;79;302;151
67;45;603;-1
67;45;603;823
67;68;1207;1413
67;68;1207;1304
67;102;603;667
67;79;603;666
67;34;603;664
67;34;603;897
67;79;603;363
100;45;905;-1
100;45;905;1369
100;79;905;1261
100;79;603;1008
100;68;603;785
100;90;302;244
100;90;603;361
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;4547
100;90;1207;335
100;34;1207;2712
100;90;603;572
100;90;1207;-1
100;90;1207;420
100;57;302;240
33;34;302;1051
33;45;603;1140
33;102;603;687
33;79;603;515
33;90;1207;-1
33;90;1207;897
33;34;603;425
33;57;905;-1
33;57;905;693
33;68;1207;1068
33;90;302;152
33;68;302;272
33;79;302;60
33;102;1207;759
100;79;603;794
100;34;1207;-1
100;34;1207;764
100;102;905;520
100;34;905;300
100;90;302;-1
100;90;302;151
100;34;603;-1
100;34;603;-1
100;34;603;786
100;90;603;94
100;34;603;-1
100;34;603;118
100;102;302;63
100;102;905;211
100;79;905;150
100;79;302;123
50;57;1207;1106
50;57;603;861
50;57;603;124
50;68;302;303
50;102;302;181
50;45;603;212
50;57;905;534
50;45;905;606
50;90;603;424
50;57;905;667
50;102;1207;1204
50;90;302;29
33;57;905;-1
33;57;905;454
33;34;1207;3071
33;57;1207;1065
33;68;302;-1
33;68;302;481
33;34;1207;1402
33;45;302;303
33;90;603;29
33;57;603;429
33;45;603;550
33;79;905;522
33;79;905;459
33;68;905;477
0;90;905;629
0;57;302;182
0;45;302;117
0;45;905;782
0;45;905;938
0;57;603;632
0;57;302;242
0;34;905;1112
0;90;1207;1306
0;102;905;944
0;79;603;455
0;79;603;516
50;34;302;734
50;34;302;534
50;102;1207;-1
50;102;1207;635
50;34;1207;1441
50;79;302;70
50;45;905;812
50;90;905;420
50;45;302;310
50;90;905;208
50;45;1207;1016
50;102;302;238
50;79;302;58
67;102;1207;-1
67;102;1207;312
67;79;302;115
67;57;302;153
67;102;603;88
67;57;603;331
67;102;1207;1000
67;45;905;693
67;90;1207;-1
67;90;1207;964
67;57;905;818
67;45;603;392
67;68;302;517
67;45;905;-1
67;45;905;-1
67;45;905;989
33;57;603;-1
33;57;603;554
33;57;1207;783
33;68;603;181
33;45;302;183
33;45;905;667
33;45;905;865
33;45;905;637
33;102;1207;520
33;90;603;241
33;34;603;519
33;79;905;361
33;90;603;453
67;34;302;-1
67;34;302;148
67;90;905;367
67;68;302;122
67;45;302;-1
67;45;302;153
67;90;603;399
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;-1
67;34;1207;3866
67;102;603;30
67;34;302;128
67;45;1207;605
67;34;1207;1474
67;68;603;303
67;90;905;613
67;34;1207;2705
67;68;603;586
67;57;1207;930
67;68;905;632
67;102;302;240
67;68;603;539
67;102;302;271
67;57;1207;1145
67;45;302;150
67;45;302;152
67;57;1207;760
67;68;905;576
