compensation;width;length;MT
100;45;603;106
100;45;302;19
100;79;905;106
100;90;603;53
100;90;302;35
100;102;1207;142
100;34;1207;212
100;79;905;160
100;68;603;18
100;68;603;70
100;68;302;53
100;102;1207;70
50;57;1207;106
50;68;603;70
50;102;302;36
50;102;302;54
50;79;302;53
50;79;1207;200
50;68;905;216
50;79;905;121
50;34;302;66
50;90;302;16
50;102;302;66
50;34;302;64
100;90;302;35
100;102;603;70
100;57;1207;192
100;79;603;70
100;79;302;53
100;45;905;-1
100;45;905;70
100;68;905;80
100;79;1207;105
100;57;1207;-1
100;57;1207;211
100;68;905;53
100;102;302;32
100;45;905;83
67;45;905;-1
67;45;905;211
67;102;905;70
67;34;603;70
67;68;905;118
67;45;603;89
67;79;603;54
67;102;905;245
67;45;603;106
67;45;603;107
67;57;302;53
67;34;302;35
67;79;603;106
33;102;302;34
33;45;905;-1
33;45;905;-1
33;45;905;-1
33;45;905;121
33;79;603;34
33;34;302;34
33;102;302;36
33;90;603;69
33;57;603;70
33;79;302;35
33;57;1207;175
33;45;603;53
33;45;603;124
33;79;1207;159
67;90;905;124
67;34;1207;195
67;102;905;106
67;57;603;36
67;57;1207;35
67;79;603;54
67;34;905;141
67;79;1207;107
67;102;603;19
67;90;302;17
67;90;603;17
67;57;1207;88
0;68;905;107
0;57;905;124
0;102;1207;-1
0;102;1207;71
0;102;1207;-1
0;102;1207;195
0;90;1207;108
0;45;1207;106
0;68;603;36
0;34;603;-1
0;34;603;35
0;90;905;407
0;45;302;36
0;68;905;-1
0;68;905;-1
0;68;905;-1
0;68;905;688
0;57;603;53
100;79;905;54
100;57;302;17
100;102;1207;143
100;34;302;47
100;34;302;70
100;90;1207;301
100;90;905;89
100;68;302;36
100;57;302;36
100;57;1207;-1
100;57;1207;71
100;90;1207;106
100;90;302;17
0;102;603;54
0;79;905;107
0;79;1207;229
0;90;603;70
0;102;603;71
0;57;603;70
0;79;1207;209
0;102;905;141
0;102;905;122
0;102;603;70
0;34;905;105
0;90;1207;174
100;57;905;73
100;79;302;51
100;79;603;70
100;45;905;35
100;45;603;36
100;102;603;142
100;79;1207;88
100;79;1207;141
100;68;905;73
100;68;603;123
100;45;302;18
100;68;1207;177
33;45;1207;-1
33;45;1207;-1
33;45;1207;108
33;102;302;36
33;34;302;34
33;102;905;161
33;102;603;72
33;34;603;54
33;57;603;53
33;79;302;18
33;102;603;36
33;90;905;70
33;90;905;108
33;57;1207;106
0;90;603;52
0;79;905;125
0;57;905;286
0;68;302;35
0;79;603;108
0;68;302;36
0;45;603;-1
0;45;603;89
0;45;603;124
0;102;905;107
0;34;905;264
0;90;302;36
0;68;1207;126
100;34;905;-1
100;34;905;71
100;102;905;122
100;68;302;18
100;34;905;121
100;68;1207;86
100;68;1207;123
100;79;603;51
100;45;603;53
100;34;1207;210
100;90;1207;284
100;57;302;18
100;102;905;142
50;34;1207;-1
50;34;1207;53
50;79;905;70
50;90;302;35
50;90;1207;250
50;102;603;55
50;34;603;-1
50;34;603;72
50;45;603;36
50;34;905;108
50;90;302;143
50;79;905;215
50;102;1207;71
50;90;905;128
0;90;603;54
0;57;302;36
0;102;302;36
0;45;603;54
0;79;905;107
0;90;302;54
0;79;1207;288
0;34;302;-1
0;34;302;-1
0;34;302;164
0;57;1207;126
0;34;603;-1
0;34;603;105
0;45;1207;-1
0;45;1207;596
0;45;1207;218
33;79;302;54
33;57;905;-1
33;57;905;127
33;102;905;91
33;57;603;73
33;34;1207;89
33;79;1207;106
33;57;1207;-1
33;57;1207;796
33;90;1207;107
33;45;1207;108
33;79;905;71
33;34;905;71
33;68;905;250
67;68;603;54
67;68;1207;90
67;68;905;108
67;57;603;37
67;68;302;19
67;68;1207;148
67;45;905;90
67;45;905;71
67;90;1207;194
67;68;302;32
67;68;302;17
67;102;1207;88
0;90;302;18
0;90;905;145
0;57;302;-1
0;57;302;73
0;57;1207;145
0;57;302;38
0;57;1207;144
0;57;603;144
0;68;302;72
0;34;302;72
0;68;905;197
0;57;905;90
0;102;1207;256
50;79;302;18
50;90;603;70
50;68;1207;92
50;102;905;164
50;45;302;17
50;68;1207;126
50;45;905;-1
50;45;905;55
50;102;603;54
50;45;603;109
50;79;302;54
50;34;603;163
50;57;1207;-1
50;57;1207;128
0;34;603;36
0;79;302;38
0;34;302;75
0;45;302;37
0;45;302;17
0;34;905;-1
0;34;905;283
0;90;1207;89
0;45;905;70
0;45;905;146
0;102;302;37
0;79;603;37
0;34;1207;126
33;34;302;150
33;68;905;301
33;45;905;417
33;34;603;417
33;45;905;617
33;45;603;367
33;57;905;268
33;90;1207;1201
33;57;302;217
33;57;905;11210
33;102;1207;2286
33;68;1207;1051
67;34;603;-1
67;34;603;-1
67;34;603;3820
67;57;905;134
67;90;302;150
67;102;1207;183
67;102;1207;367
67;57;1207;-1
67;57;1207;267
67;57;302;34
67;79;905;250
67;57;302;134
67;34;302;67
67;57;905;200
67;79;302;50
