compensation;width;length;MT
0;90;905;2199
0;68;302;774
0;68;302;572
0;45;302;369
0;34;302;1365
0;79;905;2115
0;57;905;3118
0;90;905;2101
0;79;1207;4088
0;102;1207;2000
67;34;302;1763
67;57;603;1466
67;57;905;1651
67;79;302;571
67;45;302;850
67;90;603;1085
67;68;905;1524
67;90;1207;1911
67;102;302;500
67;34;302;958
67;79;1207;1879
67;79;905;-1
67;79;905;-1
67;79;905;1733
0;68;905;3569
0;102;1207;2373
0;34;603;-1
0;34;603;3821
0;90;905;1942
0;57;1207;5060
0;90;603;-1
0;90;603;2026
0;102;302;148
0;57;1207;3647
0;79;1207;3837
0;45;1207;4568
0;57;905;2321
0;102;302;208
100;79;905;1900
100;68;905;1816
100;79;603;-1
100;79;603;1453
100;90;302;770
100;90;302;985
100;45;302;-1
100;45;302;-1
100;45;302;-1
100;45;302;-1
100;45;302;-1
100;45;302;-1
100;45;302;-1
100;45;302;-1
100;45;302;540
100;79;302;339
100;102;302;516
100;68;1207;1670
100;79;905;-1
100;79;905;1179
100;102;302;174
100;68;905;976
0;68;905;1253
0;45;905;-1
0;45;905;2343
0;68;1207;1809
0;68;603;873
0;57;603;930
0;57;603;1542
0;68;603;1386
0;79;302;418
0;45;302;363
0;90;603;1197
0;34;905;2709
0;45;1207;-1
0;45;1207;2758
67;57;603;1031
67;102;603;544
67;79;603;300
67;102;905;792
67;79;603;184
67;57;1207;1611
67;90;905;754
67;45;1207;1396
67;79;302;92
67;45;1207;1548
67;45;302;-1
67;45;302;595
67;68;603;-1
67;68;603;1176
0;90;302;735
0;79;1207;-1
0;79;1207;-1
0;79;1207;2077
0;57;603;914
0;79;905;1149
0;68;603;-1
0;68;603;912
0;90;603;848
0;68;905;-1
0;68;905;1306
0;57;1207;2305
0;57;302;717
0;90;302;-1
0;90;302;-1
0;90;302;1324
0;102;603;1264
0;79;302;96
33;45;1207;5002
33;102;603;1068
33;57;1207;660
33;68;603;508
33;79;603;241
33;34;603;631
33;57;1207;1894
33;79;302;336
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;9994
33;45;302;-1
33;45;302;-1
33;45;302;1067
33;34;302;1491
33;57;905;2608
100;34;302;-1
100;34;302;666
100;102;1207;1590
100;34;905;-1
100;34;905;-1
100;34;905;-1
100;34;905;7215
100;79;1207;-1
100;79;1207;-1
100;79;1207;-1
100;79;1207;-1
100;79;1207;3035
100;34;905;-1
100;34;905;4045
100;90;905;1528
100;102;1207;-1
100;102;1207;-1
100;102;1207;2696
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;-1
100;34;1207;4696
100;102;302;-1
100;102;302;-1
100;102;302;814
100;79;603;-1
100;79;603;1661
100;90;905;-1
100;90;905;3100
100;102;905;-1
100;102;905;2057
33;45;302;966
33;68;1207;-1
33;68;1207;2138
33;102;905;846
33;68;603;665
33;90;302;553
33;45;905;1904
33;57;905;2011
33;45;905;2578
33;34;603;2695
33;68;603;811
33;90;603;788
33;45;1207;-1
33;45;1207;3539
100;102;905;1505
100;90;1207;1527
100;102;1207;1547
100;45;905;-1
100;45;905;-1
100;45;905;-1
100;45;905;-1
100;45;905;-1
100;45;905;-1
100;45;905;-1
100;45;905;-1
100;45;905;-1
100;45;905;-1
100;45;905;3106
100;68;1207;1717
100;90;302;-1
100;90;302;649
100;34;302;-1
100;34;302;-1
100;34;302;-1
100;34;302;1068
100;79;905;2008
100;45;603;-1
100;45;603;-1
100;45;603;992
100;68;905;1411
100;102;603;120
100;102;603;-1
100;102;603;153
0;79;603;453
0;68;1207;-1
0;68;1207;2164
0;102;603;695
0;34;603;1373
0;102;905;666
0;45;905;2018
0;34;905;3185
0;79;603;913
0;79;603;732
0;34;1207;-1
0;34;1207;-1
0;34;1207;5408
0;90;302;-1
0;90;302;-1
0;90;302;450
0;90;1207;-1
0;90;1207;2128
33;79;1207;-1
33;79;1207;-1
33;79;1207;-1
33;79;1207;-1
33;79;1207;2785
33;79;1207;-1
33;79;1207;-1
33;79;1207;-1
33;79;1207;-1
33;79;1207;2409
33;57;302;1440
33;79;1207;-1
33;79;1207;-1
33;79;1207;2533
33;57;302;-1
33;57;302;-1
33;57;302;-1
33;57;302;1267
33;34;603;1730
33;102;603;1397
33;68;905;1599
33;68;1207;1241
33;90;905;596
33;34;302;151
33;45;905;1365
67;79;603;-1
67;79;603;1310
67;102;905;1230
67;45;1207;-1
67;45;1207;-1
67;45;1207;4608
67;90;302;151
67;34;603;150
67;34;1207;-1
67;34;1207;-1
67;34;1207;2325
67;34;905;332
67;102;302;58
67;68;1207;666
67;68;302;184
67;102;302;86
67;45;603;449
0;102;603;367
0;45;302;-1
0;45;302;212
0;34;905;1016
0;90;1207;1095
0;90;1207;668
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;-1
0;34;1207;6498
0;34;603;398
0;34;302;1042
0;45;603;870
0;34;302;151
0;45;603;451
0;45;603;933
33;34;302;-1
33;34;302;-1
33;34;302;1125
33;90;1207;1542
33;102;603;333
33;34;905;-1
33;34;905;-1
33;34;905;-1
33;34;905;-1
33;34;905;-1
33;34;905;3454
33;57;603;-1
33;57;603;-1
33;57;603;1873
33;79;905;2263
33;34;905;3119
33;68;302;397
33;34;905;518
33;79;302;154
33;102;302;152
33;57;905;454
100;45;603;-1
100;45;603;-1
100;45;603;418
100;90;603;-1
100;90;603;243
100;45;905;-1
100;45;905;303
100;102;603;272
100;45;302;92
100;57;905;931
100;90;603;62
100;68;1207;811
100;57;603;353
100;68;302;180
100;68;302;92
100;57;905;548
33;102;1207;283
33;79;302;63
33;79;603;240
33;68;905;574
33;90;1207;665
33;34;1207;-1
33;34;1207;-1
33;34;1207;2700
33;79;905;152
33;102;302;30
33;68;905;646
33;90;603;390
33;45;603;519
33;68;302;213
50;90;603;513
50;68;905;881
50;90;1207;-1
50;90;1207;924
50;79;1207;993
50;34;1207;-1
50;34;1207;-1
50;34;1207;5882
50;79;1207;771
50;34;905;-1
50;34;905;2893
50;102;905;538
50;68;905;1179
50;102;603;426
50;57;302;334
50;68;905;1238
100;34;302;309
100;45;905;1151
100;90;905;481
100;90;1207;334
100;79;1207;488
100;68;302;535
100;57;603;274
100;90;603;119
100;34;603;373
100;79;302;544
100;68;603;833
100;79;603;423
67;68;1207;-1
67;68;1207;-1
67;68;1207;663
67;68;905;1209
67;90;1207;1039
67;34;1207;1703
67;68;1207;420
67;45;905;-1
67;45;905;575
67;102;603;210
67;57;302;151
67;102;905;-1
67;102;905;666
67;57;905;779
67;102;603;487
67;90;1207;-1
67;90;1207;1261
33;102;1207;483
33;57;603;361
33;90;603;-1
33;90;603;147
33;79;603;450
33;102;302;180
33;45;603;758
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;3649
33;68;1207;-1
33;68;1207;697
33;79;905;546
33;45;603;663
33;102;905;438
33;102;905;369
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;-1
50;34;603;1675
50;79;603;330
50;79;302;151
50;90;302;150
50;57;302;151
50;90;905;1169
50;45;905;-1
50;45;905;-1
50;45;905;2431
50;79;302;83
50;79;603;452
50;90;1207;1982
50;57;1207;1758
50;102;1207;1786
100;68;603;-1
100;68;603;711
100;102;905;751
100;34;1207;2352
100;57;302;702
100;57;603;574
100;45;1207;1902
100;45;1207;2743
100;57;1207;1574
100;34;603;-1
100;34;603;-1
100;34;603;-1
100;34;603;1519
100;34;1207;1886
100;57;1207;1368
100;57;1207;1338
50;45;905;767
50;90;302;212
50;45;302;121
50;57;905;548
50;102;603;272
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;-1
50;34;905;1729
50;34;1207;3027
50;68;1207;766
50;34;302;606
50;34;302;151
50;57;1207;1878
50;34;603;605
67;79;302;449
67;79;905;-1
67;79;905;861
67;45;905;837
67;34;905;-1
67;34;905;1782
67;57;302;90
67;90;603;-1
67;90;603;180
67;90;603;271
67;102;1207;1300
67;57;302;216
67;45;603;-1
67;45;603;1139
67;68;302;121
67;68;302;274
50;45;1207;3126
50;90;603;248
50;79;1207;1999
50;68;603;578
50;90;603;29
50;90;905;-1
50;90;905;1474
50;45;302;571
50;34;603;-1
50;34;603;915
50;102;603;189
50;68;302;96
50;57;905;676
50;45;603;-1
50;45;603;-1
50;45;603;-1
50;45;603;635
67;34;302;-1
67;34;302;481
67;90;905;572
67;90;905;273
67;57;1207;-1
67;57;1207;1816
67;34;603;-1
67;34;603;2219
67;102;1207;887
67;79;1207;1461
67;57;1207;-1
67;57;1207;1906
67;79;1207;728
67;68;905;515
67;34;603;549
67;102;1207;640
50;57;603;-1
50;57;603;300
50;57;1207;637
50;102;302;62
50;45;1207;607
50;102;1207;516
50;45;1207;956
50;57;603;271
50;45;905;366
50;102;302;182
50;34;1207;515
50;45;603;89
50;68;603;152
50;102;302;-1
50;102;302;87
50;90;905;311
50;68;1207;339
50;57;603;241
50;79;905;273
50;57;905;333
50;79;905;183
50;45;603;213
50;68;1207;453
50;45;302;152
50;79;302;28
50;102;1207;583
