compensation;width;length;MT
33;90;905;-1
33;90;905;7215
33;90;905;-1
33;90;905;-1
33;90;905;-1
33;90;905;-1
33;90;905;6488
33;90;302;1963
33;45;1207;-1
33;45;1207;10670
33;57;302;1465
33;102;1207;2593
33;57;1207;6736
33;57;603;2968
33;45;302;-1
33;45;302;-1
33;45;302;-1
33;45;302;2760
33;68;302;1660
33;90;302;1069
33;90;1207;5436
50;90;1207;3516
50;79;603;-1
50;79;603;-1
50;79;603;2489
50;34;905;-1
50;34;905;8276
50;57;302;-1
50;57;302;1388
50;79;905;5348
50;68;302;-1
50;68;302;1381
50;34;302;1983
50;68;302;112
50;102;905;1784
50;68;603;1290
50;102;905;1950
50;90;302;-1
50;90;302;926
100;34;603;-1
100;34;603;-1
100;34;603;-1
100;34;603;3211
100;57;302;424
100;45;302;-1
100;45;302;485
100;45;1207;3326
100;34;905;-1
100;34;905;4285
100;57;302;-1
100;57;302;898
100;57;905;2523
100;90;1207;-1
100;90;1207;4039
100;79;302;-1
100;79;302;1595
100;45;603;-1
100;45;603;-1
100;45;603;-1
100;45;603;-1
100;45;603;-1
100;45;603;-1
100;45;603;-1
100;45;603;3385
100;68;603;1791
100;79;1207;-1
100;79;1207;-1
100;79;1207;5207
0;45;905;-1
0;45;905;4149
0;102;905;2384
0;68;302;-1
0;68;302;-1
0;68;302;1754
0;68;1207;-1
0;68;1207;3856
0;102;905;1459
0;34;1207;-1
0;34;1207;-1
0;34;1207;9175
0;45;1207;8979
0;57;905;-1
0;57;905;4041
0;79;302;-1
0;79;302;1199
0;57;302;-1
0;57;302;-1
0;57;302;1442
0;102;1207;-1
0;102;1207;3373
0;57;302;1592
67;57;905;-1
67;57;905;-1
67;57;905;-1
67;57;905;3995
67;34;1207;-1
67;34;1207;-1
67;34;1207;7889
67;45;905;4476
67;90;302;84
67;79;905;-1
67;79;905;-1
67;79;905;-1
67;79;905;1820
67;90;302;-1
67;90;302;-1
67;90;302;1387
67;34;905;3436
67;68;603;-1
67;68;603;-1
67;68;603;1816
67;57;603;-1
67;57;603;-1
67;57;603;2139
67;45;302;1379
67;68;603;1962
67;45;603;2801
0;102;302;930
0;79;905;2576
