compensation;width;length;MT
0;79;1207;-1
0;79;1207;405
0;45;302;104
0;90;302;299
0;102;1207;519
0;34;905;605
0;34;302;243
0;90;302;240
0;34;302;546
0;45;905;881
0;102;603;306
0;90;603;213
0;34;905;-1
0;34;905;800
67;68;1207;529
67;102;302;134
67;34;603;-1
67;34;603;483
67;45;603;425
67;90;1207;940
67;90;1207;636
67;57;905;514
67;68;1207;333
67;102;302;181
67;102;603;243
67;90;603;150
67;34;302;61
50;90;905;365
50;57;302;153
50;102;905;-1
50;102;905;312
50;68;905;461
50;102;603;91
50;57;1207;-1
50;57;1207;-1
50;57;1207;-1
50;57;1207;707
50;57;1207;367
50;45;1207;583
50;79;905;257
50;45;1207;-1
50;45;1207;-1
50;45;1207;-1
50;45;1207;-1
50;45;1207;760
50;68;905;544
50;90;905;366
100;102;905;453
100;79;302;122
100;68;302;-1
100;68;302;424
100;34;905;-1
100;34;905;1133
100;34;603;504
100;45;603;179
100;57;603;337
100;57;603;-1
100;57;603;149
100;102;302;529
100;68;603;457
100;34;1207;758
100;102;302;211
33;34;603;85
33;90;302;241
33;90;1207;-1
33;90;1207;633
33;45;302;182
33;79;302;506
33;102;603;306
33;34;1207;-1
33;34;1207;794
33;79;302;209
33;102;302;275
33;102;905;755
33;90;905;454
33;102;905;572
100;79;603;153
100;57;1207;363
100;68;1207;-1
100;68;1207;300
100;34;302;-1
100;34;302;-1
100;34;302;-1
100;34;302;400
100;57;302;285
100;102;905;335
100;102;1207;242
100;57;302;273
100;68;1207;187
100;45;603;405
100;102;1207;449
100;57;1207;966
33;90;1207;423
33;68;905;548
33;90;1207;549
33;34;603;-1
33;34;603;283
33;102;1207;1032
33;102;905;370
33;90;905;137
33;102;603;395
33;68;603;151
33;45;1207;-1
33;45;1207;-1
33;45;1207;923
33;45;905;-1
33;45;905;182
33;68;603;-1
33;68;603;116
50;45;905;538
50;79;905;660
50;34;1207;574
50;102;1207;586
50;57;905;485
50;68;302;153
50;90;302;62
50;90;905;562
50;57;905;421
50;45;905;435
50;79;905;247
50;57;302;186
33;68;905;114
33;68;302;152
33;68;302;213
33;90;905;523
33;57;1207;-1
33;57;1207;187
33;57;905;-1
33;57;905;-1
33;57;905;-1
33;57;905;412
33;68;302;242
33;45;1207;-1
33;45;1207;-1
33;45;1207;366
33;57;302;-1
33;57;302;419
33;57;1207;-1
33;57;1207;1259
33;34;1207;-1
33;34;1207;610
33;34;1207;-1
33;34;1207;-1
33;34;1207;-1
33;34;1207;643
0;68;302;212
0;45;1207;758
0;79;603;489
0;102;905;660
0;102;905;-1
0;102;905;897
0;102;302;334
0;102;603;216
0;57;905;697
0;79;302;91
0;45;302;-1
0;45;302;230
0;45;905;853
0;68;905;760
67;90;302;150
67;90;302;150
67;102;905;817
67;34;302;-1
67;34;302;212
