;ID;Latency;Enjoyed;Caused the Movements;Lateness;Over-Anticipation;Wrong Distance;Wrong Orientation;Jitter;Jumps;Spring Effect;Stick
137;28;-16.67;3.4285714285714284;3.142857142857143;2.142857142857143;2.2857142857142856;2.4285714285714284;1.8571428571428572;2.4285714285714284;2.4285714285714284;2.142857142857143;1.4285714285714286
138;28;50.0;2.857142857142857;3.0;2.4285714285714284;2.2857142857142856;1.8571428571428572;1.7142857142857142;3.0;1.8571428571428572;2.2857142857142856;1.8571428571428572
139;28;0.0;3.0;3.142857142857143;2.4285714285714284;2.2857142857142856;2.142857142857143;2.2857142857142856;2.7142857142857144;2.2857142857142856;2.2857142857142856;2.0
140;29;16.67;3.0;2.875;2.0;4.125;3.625;3.0;3.125;3.875;3.25;3.125
141;29;-50.0;3.4285714285714284;3.2857142857142856;2.5714285714285716;3.7142857142857144;2.2857142857142856;2.2857142857142856;3.4285714285714284;3.5714285714285716;3.857142857142857;3.142857142857143
142;29;-16.67;4.166666666666667;4.0;4.333333333333333;2.5;2.1666666666666665;2.0;2.6666666666666665;3.3333333333333335;2.5;2.6666666666666665
143;29;50.0;3.857142857142857;2.7142857142857144;3.0;2.857142857142857;3.142857142857143;2.5714285714285716;3.4285714285714284;3.5714285714285716;3.7142857142857144;3.2857142857142856
144;29;0.0;3.2857142857142856;3.142857142857143;2.142857142857143;4.142857142857143;2.857142857142857;2.7142857142857144;2.857142857142857;3.4285714285714284;3.7142857142857144;3.0
145;30;16.67;3.7142857142857144;2.857142857142857;3.142857142857143;2.5714285714285716;2.0;2.0;2.142857142857143;2.4285714285714284;2.5714285714285716;1.7142857142857142
146;30;-50.0;2.857142857142857;2.7142857142857144;1.7142857142857142;3.142857142857143;2.4285714285714284;2.857142857142857;3.2857142857142856;3.5714285714285716;2.142857142857143;1.7142857142857142
147;30;-16.67;3.857142857142857;3.7142857142857144;1.8571428571428572;3.142857142857143;2.7142857142857144;2.7142857142857144;2.5714285714285716;2.5714285714285716;2.0;1.7142857142857142
148;30;50.0;3.2857142857142856;3.142857142857143;3.4285714285714284;2.0;2.0;2.0;2.7142857142857144;2.5714285714285716;2.7142857142857144;2.2857142857142856
149;30;0.0;3.142857142857143;3.142857142857143;2.2857142857142856;3.2857142857142856;2.7142857142857144;2.7142857142857144;3.142857142857143;3.142857142857143;2.142857142857143;2.142857142857143
150;31;16.67;3.6666666666666665;3.5;1.6666666666666667;3.1666666666666665;4.0;2.0;2.3333333333333335;2.8333333333333335;2.8333333333333335;2.8333333333333335
151;31;-50.0;3.75;2.875;2.125;3.75;3.875;2.125;2.75;3.375;3.875;2.125
152;31;-16.67;4.0;3.8333333333333335;2.6666666666666665;3.1666666666666665;4.166666666666667;2.5;2.8333333333333335;3.6666666666666665;3.3333333333333335;3.1666666666666665
153;31;50.0;3.75;3.375;2.25;4.0;4.5;2.625;3.375;3.75;3.75;4.375
154;31;0.0;4.0;3.4285714285714284;2.7142857142857144;3.2857142857142856;4.714285714285714;3.2857142857142856;3.142857142857143;4.0;4.0;3.2857142857142856
