;Particpiant;-50.0_2.9607843137254903;-50.0_3.3555555555555556;-50.0_3.8227848101265822;-50.0_4.4411764705882355;-50.0_5.298245614035087;-50.0_5.911764705882353;-50.0_6.7;-50.0_6.711111111111111;-50.0_7.632911392405063;-50.0_8.867647058823529;-50.0_8.872549019607844;-50.0_8.882352941176471;-50.0_10.055555555555555;-50.0_10.578947368421053;-50.0_11.455696202531646;-50.0_11.833333333333334;-50.0_13.308823529411764;-50.0_13.4;-50.0_13.411111111111111;-50.0_15.278481012658228;-50.0_15.87719298245614;-50.0_17.735294117647058;-50.0_17.75;-50.0_20.11111111111111;-50.0_21.17543859649123;-50.0_26.61764705882353;-50.0_26.822222222222223;-50.0_35.5;-16.67_2.9607843137254903;-16.67_3.3555555555555556;-16.67_3.8227848101265822;-16.67_4.4411764705882355;-16.67_5.298245614035087;-16.67_5.911764705882353;-16.67_6.7;-16.67_6.711111111111111;-16.67_7.632911392405063;-16.67_8.867647058823529;-16.67_8.872549019607844;-16.67_8.882352941176471;-16.67_10.055555555555555;-16.67_10.578947368421053;-16.67_11.455696202531646;-16.67_11.833333333333334;-16.67_13.308823529411764;-16.67_13.4;-16.67_13.411111111111111;-16.67_15.278481012658228;-16.67_15.87719298245614;-16.67_17.735294117647058;-16.67_17.75;-16.67_20.11111111111111;-16.67_21.17543859649123;-16.67_26.61764705882353;-16.67_26.822222222222223;-16.67_35.5;0.0_2.9607843137254903;0.0_3.3555555555555556;0.0_3.8227848101265822;0.0_4.4411764705882355;0.0_5.298245614035087;0.0_5.911764705882353;0.0_6.7;0.0_6.711111111111111;0.0_7.632911392405063;0.0_8.867647058823529;0.0_8.872549019607844;0.0_8.882352941176471;0.0_10.055555555555555;0.0_10.578947368421053;0.0_11.455696202531646;0.0_11.833333333333334;0.0_13.308823529411764;0.0_13.4;0.0_13.411111111111111;0.0_15.278481012658228;0.0_15.87719298245614;0.0_17.735294117647058;0.0_17.75;0.0_20.11111111111111;0.0_21.17543859649123;0.0_26.61764705882353;0.0_26.822222222222223;0.0_35.5;16.67_2.9607843137254903;16.67_3.3555555555555556;16.67_3.8227848101265822;16.67_4.4411764705882355;16.67_5.298245614035087;16.67_5.911764705882353;16.67_6.7;16.67_6.711111111111111;16.67_7.632911392405063;16.67_8.867647058823529;16.67_8.872549019607844;16.67_8.882352941176471;16.67_10.055555555555555;16.67_10.578947368421053;16.67_11.455696202531646;16.67_11.833333333333334;16.67_13.308823529411764;16.67_13.4;16.67_13.411111111111111;16.67_15.278481012658228;16.67_15.87719298245614;16.67_17.735294117647058;16.67_17.75;16.67_20.11111111111111;16.67_21.17543859649123;16.67_26.61764705882353;16.67_26.822222222222223;16.67_35.5;50.0_2.9607843137254903;50.0_3.3555555555555556;50.0_3.8227848101265822;50.0_4.4411764705882355;50.0_5.298245614035087;50.0_5.911764705882353;50.0_6.7;50.0_6.711111111111111;50.0_7.632911392405063;50.0_8.867647058823529;50.0_8.872549019607844;50.0_8.882352941176471;50.0_10.055555555555555;50.0_10.578947368421053;50.0_11.455696202531646;50.0_11.833333333333334;50.0_13.308823529411764;50.0_13.4;50.0_13.411111111111111;50.0_15.278481012658228;50.0_15.87719298245614;50.0_17.735294117647058;50.0_17.75;50.0_20.11111111111111;50.0_21.17543859649123;50.0_26.61764705882353;50.0_26.822222222222223;50.0_35.5
10;11.0;174.0;302.3333333333333;401.3333333333333;440.6666666666667;159.66666666666666;480.6666666666667;342.3333333333333;395.6666666666667;650.0;768.3333333333334;263.3333333333333;942.0;884.0;422.6666666666667;1020.6666666666666;962.0;838.3333333333334;889.6666666666666;674.6666666666666;1506.0;849.0;995.3333333333334;1425.0;1429.3333333333333;1407.0;1399.3333333333333;2548.0;2674.3333333333335;230.0;364.6666666666667;275.6666666666667;253.66666666666666;151.0;261.6666666666667;414.6666666666667;151.66666666666666;465.0;476.0;625.0;132.33333333333334;689.6666666666666;663.6666666666666;857.6666666666666;699.0;534.3333333333334;863.0;862.6666666666666;871.0;864.0;1130.0;1145.3333333333333;703.6666666666666;945.0;1768.6666666666667;1597.3333333333333;2681.6666666666665;238.33333333333334;692.6666666666666;127.66666666666667;311.6666666666667;331.0;1154.0;587.6666666666666;326.0;1513.6666666666667;1016.6666666666666;857.6666666666666;512.6666666666666;359.0;785.3333333333334;1411.0;1058.3333333333333;4128.333333333333;746.3333333333334;1823.0;3919.6666666666665;871.6666666666666;1243.6666666666667;1426.3333333333333;1256.3333333333333;1517.6666666666667;4057.6666666666665;1212.3333333333333;2285.6666666666665;210.0;423.6666666666667;181.0;449.6666666666667;558.6666666666666;544.3333333333334;241.0;455.6666666666667;703.3333333333334;482.0;998.3333333333334;1052.6666666666667;957.0;656.3333333333334;447.3333333333333;726.3333333333334;1454.3333333333333;896.0;1087.3333333333333;596.3333333333334;701.6666666666666;552.6666666666666;1272.6666666666667;723.0;1166.6666666666667;2318.0;3307.0;2273.6666666666665;439.0;399.6666666666667;171.0;390.6666666666667;190.66666666666666;417.3333333333333;652.6666666666666;178.66666666666666;505.6666666666667;675.6666666666666;735.0;623.3333333333334;916.3333333333334;781.3333333333334;1223.3333333333333;1912.0;1450.0;1121.0;1054.0;867.3333333333334;1200.3333333333333;1971.6666666666667;878.3333333333334;1168.0;2267.0;1767.0;1956.6666666666667;1909.6666666666667
11;12.0;86.66666666666667;118.0;343.6666666666667;218.66666666666666;57.666666666666664;172.0;170.66666666666666;268.6666666666667;250.0;518.3333333333334;260.6666666666667;141.0;279.0;905.6666666666666;594.3333333333334;323.0;208.0;134.33333333333334;471.3333333333333;858.6666666666666;161.33333333333334;200.66666666666666;493.0;532.0;510.6666666666667;287.6666666666667;1156.6666666666667;4734.666666666667;122.66666666666667;132.66666666666666;364.0;67.33333333333333;80.33333333333333;164.66666666666666;310.3333333333333;70.0;405.3333333333333;476.0;340.3333333333333;151.0;419.0;204.0;454.0;641.6666666666666;500.3333333333333;303.3333333333333;486.3333333333333;422.6666666666667;326.0;303.0;1440.3333333333333;1721.3333333333333;1073.3333333333333;266.0;599.3333333333334;3393.3333333333335;162.33333333333334;252.33333333333334;95.66666666666667;131.0;71.33333333333333;228.66666666666666;161.0;72.66666666666667;283.6666666666667;325.3333333333333;504.3333333333333;201.0;457.3333333333333;201.0;168.66666666666666;462.3333333333333;457.0;851.3333333333334;745.3333333333334;397.0;324.3333333333333;213.0;936.3333333333334;1149.0;524.0;288.0;693.6666666666666;1671.6666666666667;153.33333333333334;123.0;139.33333333333334;152.33333333333334;284.0;436.0;250.66666666666666;112.66666666666667;307.0;245.0;416.0;287.0;654.6666666666666;234.33333333333334;349.6666666666667;683.3333333333334;640.6666666666666;610.3333333333334;686.3333333333334;878.6666666666666;627.0;619.3333333333334;1042.6666666666667;740.3333333333334;546.6666666666666;1654.3333333333333;2145.3333333333335;748.3333333333334;170.66666666666666;151.33333333333334;112.66666666666667;223.33333333333334;252.66666666666666;295.0;298.6666666666667;455.6666666666667;548.3333333333334;446.6666666666667;527.0;391.6666666666667;486.6666666666667;304.3333333333333;428.3333333333333;803.3333333333334;433.3333333333333;261.3333333333333;731.3333333333334;914.3333333333334;431.3333333333333;459.6666666666667;507.0;367.0;1299.3333333333333;560.0;746.0;1506.6666666666667
12;13.0;69.0;89.66666666666667;101.33333333333333;118.33333333333333;121.33333333333333;109.33333333333333;132.66666666666666;81.0;151.66666666666666;180.0;133.0;58.666666666666664;126.66666666666667;176.33333333333334;173.0;253.0;222.0;94.33333333333333;299.0;267.3333333333333;449.0;424.0;267.3333333333333;267.3333333333333;346.0;120.66666666666667;980.6666666666666;456.3333333333333;160.66666666666666;58.0;87.66666666666667;99.66666666666667;245.0;231.66666666666666;81.0;58.0;287.3333333333333;179.66666666666666;467.6666666666667;121.0;363.0;237.0;160.0;500.3333333333333;258.0;340.0;540.0;896.0;307.3333333333333;153.33333333333334;278.3333333333333;339.6666666666667;1363.6666666666667;319.6666666666667;368.3333333333333;714.0;119.0;230.66666666666666;88.33333333333333;136.33333333333334;108.33333333333333;241.66666666666666;216.0;90.66666666666667;156.66666666666666;166.66666666666666;365.3333333333333;210.66666666666666;215.0;159.33333333333334;273.3333333333333;576.6666666666666;337.3333333333333;232.0;359.3333333333333;837.0;374.3333333333333;141.0;446.3333333333333;367.3333333333333;510.6666666666667;285.3333333333333;282.6666666666667;324.6666666666667;100.33333333333333;120.33333333333333;152.66666666666666;126.0;109.33333333333333;190.0;269.6666666666667;138.33333333333334;302.0;197.33333333333334;580.0;203.0;338.3333333333333;331.3333333333333;421.0;349.0;496.0;426.6666666666667;474.0;521.3333333333334;274.0;400.6666666666667;465.6666666666667;306.3333333333333;583.0;414.3333333333333;406.3333333333333;360.6666666666667;244.66666666666666;212.0;149.66666666666666;123.33333333333333;200.33333333333334;296.0;264.0;216.66666666666666;326.6666666666667;164.33333333333334;467.0;154.66666666666666;415.3333333333333;281.6666666666667;659.3333333333334;586.3333333333334;295.6666666666667;308.0;532.3333333333334;735.3333333333334;325.6666666666667;134.33333333333334;945.3333333333334;530.3333333333334;739.0;561.6666666666666;441.6666666666667;452.6666666666667
13;14.0;111.66666666666667;81.66666666666667;164.33333333333334;83.33333333333333;101.66666666666667;156.66666666666666;207.66666666666666;100.66666666666667;492.6666666666667;159.33333333333334;287.0;91.33333333333333;400.0;472.0;776.6666666666666;659.0;267.6666666666667;567.0;509.3333333333333;739.6666666666666;297.6666666666667;456.6666666666667;523.0;357.0;491.0;747.6666666666666;307.0;454.3333333333333;160.66666666666666;141.66666666666666;271.6666666666667;141.33333333333334;133.33333333333334;229.66666666666666;235.33333333333334;116.33333333333333;286.3333333333333;380.6666666666667;470.6666666666667;186.0;484.0;397.3333333333333;423.3333333333333;456.3333333333333;399.0;290.6666666666667;379.6666666666667;363.3333333333333;632.3333333333334;337.3333333333333;716.3333333333334;887.0;392.6666666666667;300.3333333333333;570.6666666666666;440.3333333333333;152.0;134.0;194.66666666666666;135.0;140.66666666666666;390.6666666666667;256.6666666666667;124.33333333333333;254.0;172.33333333333334;401.6666666666667;265.0;437.0;384.0;364.6666666666667;617.3333333333334;378.3333333333333;296.3333333333333;520.0;512.3333333333334;551.6666666666666;311.6666666666667;625.0;615.3333333333334;705.0;631.3333333333334;759.3333333333334;801.0;548.0;164.66666666666666;151.0;256.6666666666667;175.33333333333334;458.3333333333333;367.0;197.0;240.0;322.3333333333333;557.6666666666666;275.0;612.6666666666666;523.0;569.0;535.3333333333334;590.3333333333334;290.3333333333333;496.6666666666667;854.6666666666666;540.0;335.6666666666667;448.3333333333333;590.6666666666666;499.6666666666667;603.6666666666666;643.0;871.6666666666666;170.33333333333334;175.66666666666666;174.33333333333334;174.0;341.6666666666667;316.3333333333333;442.6666666666667;160.66666666666666;300.0;358.0;504.3333333333333;265.0;452.6666666666667;416.0;516.6666666666666;603.3333333333334;449.6666666666667;308.3333333333333;462.0;738.6666666666666;544.0;586.0;774.6666666666666;511.0;487.3333333333333;610.3333333333334;697.3333333333334;582.0
14;15.0;27.666666666666668;57.333333333333336;65.33333333333333;116.0;57.666666666666664;199.0;649.3333333333334;139.33333333333334;414.6666666666667;305.6666666666667;281.0;197.33333333333334;1229.6666666666667;697.3333333333334;439.3333333333333;423.6666666666667;712.3333333333334;993.6666666666666;367.3333333333333;723.0;462.0;1350.0;286.0;493.6666666666667;2024.3333333333333;1717.6666666666667;3533.0;3710.6666666666665;66.33333333333333;169.33333333333334;210.33333333333334;141.66666666666666;76.66666666666667;226.0;272.3333333333333;113.66666666666667;179.33333333333334;258.0;389.6666666666667;135.0;227.66666666666666;240.66666666666666;296.3333333333333;1165.0;333.6666666666667;567.0;483.6666666666667;736.0;248.33333333333334;1437.0;381.6666666666667;1492.6666666666667;532.0;542.6666666666666;5500.666666666667;4212.0;120.33333333333333;122.66666666666667;152.0;91.33333333333333;215.0;329.3333333333333;170.0;86.66666666666667;353.3333333333333;362.6666666666667;493.6666666666667;227.66666666666666;629.3333333333334;297.3333333333333;2240.0;1038.3333333333333;685.0;275.0;602.0;1036.0;550.3333333333334;1215.6666666666667;748.0;530.6666666666666;2389.3333333333335;308.3333333333333;1081.3333333333333;866.6666666666666;75.0;85.0;133.33333333333334;143.0;114.33333333333333;255.66666666666666;154.66666666666666;171.33333333333334;210.0;391.3333333333333;363.3333333333333;104.33333333333333;371.3333333333333;438.6666666666667;857.6666666666666;753.0;331.3333333333333;407.6666666666667;7662.0;699.6666666666666;584.3333333333334;447.3333333333333;763.6666666666666;324.0;462.6666666666667;1470.3333333333333;1098.6666666666667;2617.0;113.33333333333333;250.33333333333334;291.3333333333333;123.66666666666667;230.33333333333334;208.66666666666666;263.0;131.66666666666666;316.6666666666667;257.6666666666667;282.6666666666667;625.3333333333334;362.0;448.6666666666667;544.0;691.0;466.3333333333333;738.0;853.3333333333334;523.3333333333334;681.6666666666666;1988.0;450.0;554.0;571.6666666666666;615.3333333333334;1642.6666666666667;4777.666666666667
15;16.0;88.0;203.66666666666666;418.3333333333333;277.0;212.66666666666666;424.0;145.66666666666666;110.0;621.3333333333334;270.6666666666667;575.6666666666666;217.66666666666666;677.3333333333334;781.6666666666666;563.3333333333334;802.3333333333334;237.66666666666666;1051.3333333333333;858.3333333333334;690.0;982.6666666666666;851.3333333333334;625.6666666666666;414.6666666666667;1083.3333333333333;2863.3333333333335;1006.0;3199.0;256.6666666666667;307.3333333333333;88.0;230.66666666666666;423.6666666666667;311.0;221.66666666666666;448.0;339.6666666666667;495.3333333333333;558.0;453.6666666666667;779.0;1058.0;427.0;921.3333333333334;628.0;432.0;1125.3333333333333;355.6666666666667;1050.3333333333333;239.33333333333334;991.6666666666666;972.6666666666666;1570.3333333333333;2548.0;2382.3333333333335;2243.3333333333335;88.0;176.66666666666666;288.6666666666667;330.6666666666667;387.6666666666667;221.66666666666666;467.3333333333333;89.33333333333333;315.3333333333333;429.3333333333333;587.3333333333334;753.6666666666666;684.0;639.6666666666666;441.3333333333333;1060.6666666666667;434.0;475.0;762.6666666666666;962.3333333333334;700.0;477.0;1665.6666666666667;1573.6666666666667;1142.3333333333333;634.3333333333334;1413.0;2635.6666666666665;275.3333333333333;238.33333333333334;511.6666666666667;148.0;141.0;674.6666666666666;286.0;294.6666666666667;448.3333333333333;408.6666666666667;921.0;298.6666666666667;574.6666666666666;454.0;794.6666666666666;840.3333333333334;796.3333333333334;344.6666666666667;986.0;935.6666666666666;913.3333333333334;485.6666666666667;1258.3333333333333;947.0;1369.0;877.3333333333334;1402.0;1887.6666666666667;428.6666666666667;468.3333333333333;273.3333333333333;370.0;247.0;335.6666666666667;456.6666666666667;665.0;955.0;411.6666666666667;638.3333333333334;123.0;981.0;1030.6666666666667;1058.3333333333333;1193.0;1065.6666666666667;862.6666666666666;1207.6666666666667;1392.3333333333333;1002.3333333333334;1350.3333333333333;1401.3333333333333;1641.6666666666667;1201.6666666666667;2568.6666666666665;945.3333333333334;3873.6666666666665
16;17.0;119.33333333333333;81.33333333333333;657.6666666666666;137.33333333333334;312.3333333333333;530.3333333333334;308.3333333333333;204.66666666666666;282.3333333333333;435.0;358.3333333333333;445.3333333333333;464.0;599.3333333333334;842.0;758.6666666666666;431.3333333333333;515.6666666666666;1140.6666666666667;811.0;985.6666666666666;277.3333333333333;693.0;475.6666666666667;932.0;1223.0;1627.3333333333333;1122.3333333333333;405.3333333333333;168.66666666666666;181.66666666666666;395.6666666666667;701.3333333333334;746.6666666666666;383.3333333333333;228.0;1137.0;443.0;1191.3333333333333;117.0;1413.6666666666667;1417.6666666666667;686.6666666666666;792.0;941.0;491.3333333333333;2783.6666666666665;815.3333333333334;555.0;680.0;4028.3333333333335;1154.3333333333333;3086.0;328.0;897.0;1278.0;139.33333333333334;138.33333333333334;174.66666666666666;169.0;118.0;247.0;449.3333333333333;181.0;408.3333333333333;372.0;701.6666666666666;162.0;502.0;542.3333333333334;488.6666666666667;965.0;532.0;423.0;728.0;1409.0;931.0;480.6666666666667;956.6666666666666;833.3333333333334;762.6666666666666;1180.6666666666667;1120.3333333333333;2470.3333333333335;193.66666666666666;213.33333333333334;185.66666666666666;189.33333333333334;219.0;466.0;340.6666666666667;180.33333333333334;464.3333333333333;320.0;344.0;167.33333333333334;530.0;328.0;632.0;795.3333333333334;698.6666666666666;504.6666666666667;909.3333333333334;865.0;389.6666666666667;677.3333333333334;740.6666666666666;706.3333333333334;1344.6666666666667;541.6666666666666;513.3333333333334;1333.3333333333333;177.33333333333334;271.3333333333333;188.33333333333334;271.6666666666667;199.33333333333334;508.0;349.0;374.0;386.3333333333333;338.3333333333333;545.6666666666666;435.0;618.0;447.3333333333333;308.6666666666667;546.0;729.0;366.6666666666667;649.0;433.3333333333333;458.0;765.6666666666666;607.0;573.6666666666666;568.3333333333334;1037.0;999.3333333333334;2760.3333333333335
17;18.0;29.0;43.5;30.666666666666668;56.0;;72.8;62.4;52.5;60.0;72.5;112.66666666666667;;117.0;59.0;110.0;146.66666666666666;163.5;56.0;147.33333333333334;117.0;;84.0;139.0;74.25;145.0;;126.5;94.0;35.75;48.4;28.0;64.0;48.0;59.0;86.25;50.333333333333336;66.33333333333333;90.0;114.0;41.0;111.6;82.5;135.4;146.5;116.25;87.0;;138.33333333333334;107.8;;141.0;139.5;93.0;123.4;197.0;132.4;54.0;46.0;120.5;62.166666666666664;443.3333333333333;194.5;195.5;58.6;108.5;109.6;125.8;123.25;180.33333333333334;140.2;173.0;160.33333333333334;122.5;127.8;210.0;158.2;342.6666666666667;323.0;154.33333333333334;163.66666666666666;967.0;188.33333333333334;183.0;603.6666666666666;290.0;49.0;57.0;59.666666666666664;52.0;102.0;88.66666666666667;80.66666666666667;137.0;121.33333333333333;125.33333333333333;70.33333333333333;146.0;98.0;122.0;249.75;541.6666666666666;119.5;229.5;238.66666666666666;94.5;87.0;356.0;117.75;142.0;808.3333333333334;156.25;2467.0;70.33333333333333;29.0;59.666666666666664;39.666666666666664;1504.6666666666667;121.0;137.33333333333334;337.0;122.66666666666667;90.0;581.6666666666666;215.33333333333334;;70.33333333333333;157.0;233.33333333333334;287.3333333333333;;131.66666666666666;171.66666666666666;181.0;;167.5;81.0;1147.6666666666667;106.5;337.0;164.0
18;19.0;221.0;58.333333333333336;96.33333333333333;86.33333333333333;183.0;270.3333333333333;407.6666666666667;248.66666666666666;354.0;404.3333333333333;542.0;199.0;609.0;296.3333333333333;548.6666666666666;1162.0;686.6666666666666;1058.3333333333333;871.6666666666666;1268.6666666666667;1150.3333333333333;651.0;1338.3333333333333;1029.6666666666667;1243.6666666666667;1408.3333333333333;2199.6666666666665;1587.6666666666667;124.33333333333333;125.33333333333333;68.66666666666667;123.33333333333333;602.3333333333334;246.33333333333334;249.33333333333334;135.0;123.0;237.33333333333334;466.0;366.3333333333333;375.0;325.3333333333333;316.3333333333333;587.0;570.6666666666666;841.3333333333334;2131.0;640.3333333333334;478.6666666666667;277.3333333333333;952.0;1215.6666666666667;1093.3333333333333;1435.6666666666667;1106.6666666666667;2245.3333333333335;229.0;115.33333333333333;105.33333333333333;182.66666666666666;266.0;259.6666666666667;374.6666666666667;243.66666666666666;303.6666666666667;229.0;623.0;250.66666666666666;457.3333333333333;406.3333333333333;565.3333333333334;794.6666666666666;558.6666666666666;388.0;1557.0;742.3333333333334;669.3333333333334;1122.6666666666667;1255.0;606.3333333333334;1473.3333333333333;974.0;1455.3333333333333;2181.0;179.66666666666666;190.33333333333334;133.0;132.0;238.33333333333334;316.6666666666667;390.0;193.66666666666666;321.3333333333333;416.0;484.6666666666667;381.6666666666667;537.6666666666666;390.6666666666667;842.3333333333334;666.3333333333334;464.0;299.3333333333333;813.6666666666666;1171.6666666666667;600.3333333333334;677.0;694.0;673.6666666666666;1492.0;622.3333333333334;1426.0;1508.3333333333333;125.0;165.66666666666666;105.0;259.6666666666667;175.33333333333334;366.0;323.3333333333333;199.33333333333334;567.0;468.0;529.0;176.66666666666666;708.3333333333334;416.6666666666667;876.3333333333334;741.0;703.3333333333334;707.6666666666666;710.6666666666666;992.6666666666666;750.6666666666666;592.6666666666666;927.3333333333334;730.6666666666666;1376.3333333333333;1261.6666666666667;943.3333333333334;1339.0
19;20.0;127.0;190.66666666666666;420.0;151.0;461.0;378.0;674.6666666666666;181.0;387.0;358.3333333333333;469.3333333333333;408.3333333333333;243.66666666666666;352.6666666666667;674.6666666666666;722.6666666666666;958.6666666666666;845.0;1000.6666666666666;899.6666666666666;734.3333333333334;707.0;1883.3333333333333;956.6666666666666;1282.3333333333333;1723.3333333333333;1959.0;3061.6666666666665;331.0;118.33333333333333;162.66666666666666;191.0;189.33333333333334;421.6666666666667;350.3333333333333;438.0;558.0;633.0;1174.3333333333333;693.6666666666666;661.0;796.6666666666666;1437.3333333333333;1006.0;674.0;2009.0;1129.3333333333333;1008.6666666666666;1232.0;1066.6666666666667;1313.0;1044.3333333333333;1684.0;1804.3333333333333;1887.6666666666667;2805.6666666666665;132.33333333333334;167.66666666666666;151.0;161.33333333333334;241.33333333333334;470.6666666666667;416.0;284.3333333333333;456.3333333333333;416.6666666666667;572.3333333333334;184.0;799.6666666666666;707.3333333333334;660.6666666666666;1627.3333333333333;373.6666666666667;1068.3333333333333;1520.0;1005.0;1386.6666666666667;1103.3333333333333;1554.0;815.6666666666666;1225.6666666666667;3091.3333333333335;3449.0;3137.3333333333335;200.0;230.66666666666666;194.66666666666666;122.33333333333333;193.66666666666666;282.0;372.0;235.33333333333334;400.0;422.3333333333333;581.0;539.3333333333334;769.6666666666666;698.3333333333334;727.0;1374.0;680.6666666666666;685.6666666666666;1156.0;2561.6666666666665;1075.0;756.6666666666666;948.6666666666666;883.3333333333334;1921.0;1498.0;2341.0;1952.6666666666667;179.66666666666666;271.6666666666667;271.6666666666667;1287.0;204.66666666666666;572.3333333333334;519.6666666666666;446.6666666666667;842.3333333333334;472.0;785.0;417.6666666666667;634.3333333333334;532.0;805.0;1076.3333333333333;842.0;504.6666666666667;1058.0;1052.3333333333333;773.6666666666666;748.6666666666666;1676.3333333333333;1874.3333333333333;1019.0;2016.6666666666667;2230.0;1648.0
20;21.0;76.0;47.333333333333336;59.333333333333336;38.0;40.0;95.66666666666667;99.33333333333333;93.66666666666667;105.0;97.33333333333333;78.33333333333333;133.66666666666666;127.33333333333333;120.33333333333333;104.66666666666667;154.66666666666666;210.33333333333334;147.0;144.0;90.0;129.0;118.0;178.66666666666666;57.666666666666664;312.3333333333333;58.0;137.33333333333334;134.33333333333334;50.0;28.666666666666668;58.333333333333336;58.666666666666664;49.333333333333336;79.66666666666667;101.0;126.66666666666667;98.66666666666667;77.66666666666667;203.33333333333334;61.0;157.33333333333334;112.33333333333333;180.33333333333334;145.33333333333334;149.0;96.66666666666667;296.3333333333333;147.66666666666666;131.0;152.66666666666666;207.33333333333334;177.33333333333334;439.0;193.0;155.33333333333334;268.3333333333333;79.66666666666667;359.3333333333333;78.33333333333333;231.0;96.0;298.0;107.0;106.0;288.0;105.0;115.33333333333333;39.333333333333336;372.3333333333333;125.0;518.0;278.3333333333333;811.6666666666666;114.66666666666667;194.66666666666666;247.0;140.66666666666666;94.66666666666667;168.33333333333334;398.3333333333333;417.6666666666667;102.66666666666667;222.33333333333334;209.66666666666666;56.0;58.333333333333336;122.0;29.0;134.66666666666666;101.0;149.66666666666666;112.66666666666667;104.33333333333333;161.66666666666666;104.66666666666667;57.0;225.33333333333334;87.33333333333333;166.66666666666666;333.0;127.33333333333333;209.33333333333334;236.33333333333334;227.33333333333334;485.3333333333333;142.0;253.33333333333334;142.66666666666666;175.0;98.66666666666667;446.3333333333333;193.66666666666666;279.0;50.0;173.0;68.66666666666667;60.666666666666664;305.0;158.33333333333334;80.0;114.66666666666667;455.3333333333333;182.0;444.3333333333333;213.66666666666666;69.33333333333333;200.33333333333334;632.6666666666666;139.33333333333334;129.66666666666666;260.3333333333333;310.6666666666667;131.0;159.33333333333334;825.6666666666666;731.6666666666666;406.6666666666667;186.66666666666666;416.3333333333333;221.66666666666666
21;22.0;301.3333333333333;83.66666666666667;116.66666666666667;126.33333333333333;217.0;210.33333333333334;132.0;207.33333333333334;211.66666666666666;94.33333333333333;324.0;207.66666666666666;455.0;434.6666666666667;573.3333333333334;494.6666666666667;562.6666666666666;487.0;414.6666666666667;573.6666666666666;421.6666666666667;218.0;508.6666666666667;953.6666666666666;711.3333333333334;627.0;1215.3333333333333;629.0;96.66666666666667;87.66666666666667;614.0;99.33333333333333;232.33333333333334;126.33333333333333;236.0;179.33333333333334;197.33333333333334;402.6666666666667;305.0;439.6666666666667;371.3333333333333;316.0;2249.3333333333335;613.6666666666666;619.3333333333334;236.66666666666666;867.3333333333334;766.3333333333334;1975.6666666666667;250.0;612.6666666666666;720.3333333333334;1076.0;2130.6666666666665;898.3333333333334;6301.666666666667;117.66666666666667;86.0;106.66666666666667;153.0;335.3333333333333;140.66666666666666;189.33333333333334;210.33333333333334;326.6666666666667;147.0;281.0;339.3333333333333;758.3333333333334;181.33333333333334;655.0;710.3333333333334;449.3333333333333;280.3333333333333;876.6666666666666;578.0;6138.666666666667;2572.3333333333335;1279.0;380.3333333333333;1215.0;2147.6666666666665;1097.0;1768.6666666666667;164.33333333333334;98.0;428.6666666666667;164.66666666666666;101.66666666666667;315.6666666666667;232.33333333333334;108.33333333333333;97.66666666666667;272.3333333333333;406.0;1090.6666666666667;437.0;274.6666666666667;348.6666666666667;564.3333333333334;2118.3333333333335;181.0;643.3333333333334;577.0;356.0;477.0;840.6666666666666;498.6666666666667;705.3333333333334;387.0;1262.0;4477.333333333333;155.33333333333334;117.66666666666667;110.66666666666667;148.66666666666666;149.33333333333334;231.66666666666666;490.6666666666667;98.0;421.6666666666667;413.3333333333333;452.0;109.0;335.3333333333333;219.33333333333334;700.6666666666666;772.0;405.3333333333333;311.0;578.0;1527.0;760.6666666666666;506.3333333333333;1419.3333333333333;470.6666666666667;1082.6666666666667;866.0;825.0;868.0
22;23.0;195.66666666666666;69.0;39.333333333333336;98.0;59.666666666666664;57.666666666666664;99.0;48.666666666666664;102.0;87.0;50.0;69.66666666666667;127.0;90.0;321.0;141.66666666666666;397.3333333333333;80.66666666666667;186.0;100.33333333333333;463.3333333333333;91.0;164.66666666666666;133.33333333333334;554.0;180.66666666666666;100.33333333333333;392.3333333333333;48.666666666666664;49.0;307.0;40.333333333333336;50.333333333333336;368.6666666666667;69.66666666666667;70.0;98.33333333333333;181.33333333333334;99.0;87.66666666666667;137.33333333333334;128.66666666666666;496.6666666666667;519.6666666666666;100.0;195.33333333333334;238.33333333333334;258.3333333333333;165.0;109.66666666666667;827.0;225.33333333333334;194.33333333333334;120.33333333333333;186.66666666666666;152.66666666666666;68.0;68.0;58.0;50.666666666666664;79.66666666666667;77.66666666666667;606.0;99.33333333333333;120.0;98.0;333.3333333333333;77.0;508.3333333333333;402.6666666666667;434.6666666666667;618.3333333333334;220.0;110.0;384.0;1744.3333333333333;138.0;1235.0;531.3333333333334;1055.0;306.0;200.0;741.3333333333334;2561.0;58.0;104.66666666666667;121.0;112.66666666666667;58.0;120.33333333333333;173.0;240.0;149.0;241.66666666666666;852.6666666666666;166.66666666666666;161.0;191.33333333333334;109.66666666666667;459.3333333333333;232.33333333333334;225.33333333333334;572.6666666666666;278.6666666666667;398.0;277.3333333333333;340.0;180.0;224.66666666666666;259.3333333333333;319.6666666666667;478.6666666666667;125.66666666666667;190.33333333333334;47.666666666666664;79.0;135.66666666666666;231.33333333333334;170.0;691.0;157.66666666666666;176.0;915.6666666666666;108.66666666666667;439.3333333333333;240.66666666666666;239.0;565.0;460.0;526.0;297.3333333333333;323.0;667.3333333333334;313.3333333333333;800.6666666666666;274.6666666666667;746.0;300.0;445.3333333333333;875.0
