;Participant;Latency;Difficulty;MT in ms;SD
0;1;-50;2.960784314;33.5;2.121320344
1;1;-50;3.355555556;29;10.39230485
2;1;-50;3.82278481;43.25;10.1447852
3;1;-50;4.441176471;35.66666667;17.50238079
4;1;-50;5.298245614;23.66666667;10.69267662
5;1;-50;5.911764706;106;50.91168825
6;1;-50;6.7;76;55.21775077
7;1;-50;6.711111111;28.2;22.26432123
8;1;-50;7.632911392;82.6;51.51989907
9;1;-50;8.867647059;98.2;81.35539318
10;1;-50;8.87254902;181.3333333;86.03100216
11;1;-50;8.882352941;37.6;22.07487259
12;1;-50;10.05555556;105.6666667;28.86751346
13;1;-50;10.57894737;18;
14;1;-50;11.4556962;93.25;50.92068997
15;1;-50;11.83333333;108.6;36.30840123
16;1;-50;13.30882353;68.66666667;14.0118997
17;1;-50;13.4;67;25.96150997
18;1;-50;13.41111111;166.2;116.3838477
19;1;-50;15.27848101;134.2;89.53602627
20;1;-50;15.87719298;159.5;122.3294731
21;1;-50;17.73529412;105;
22;1;-50;17.75;131.75;37.87149324
23;1;-50;20.11111111;137.4;109.5686999
24;1;-50;21.1754386;135.75;76.32114168
25;1;-50;26.61764706;96;35.35533906
26;1;-50;26.82222222;;
27;1;-50;35.5;149.25;72.56893275
28;1;-16.67;2.960784314;44.5;13.43502884
29;1;-16.67;3.355555556;67.33333333;72.15492591
30;1;-16.67;3.82278481;42.5;10.60660172
31;1;-16.67;4.441176471;27.6;8.876936408
32;1;-16.67;5.298245614;55;45.97281806
33;1;-16.67;5.911764706;35.25;24.52719579
34;1;-16.67;6.7;62.5;64.34671709
35;1;-16.67;6.711111111;53;
36;1;-16.67;7.632911392;92.75;49.35162949
37;1;-16.67;8.867647059;54;
38;1;-16.67;8.87254902;101.8;84.28641646
39;1;-16.67;8.882352941;46;18.1934054
40;1;-16.67;10.05555556;100.75;60.01874707
41;1;-16.67;10.57894737;36.5;0.707106781
42;1;-16.67;11.4556962;137.75;75.34089195
43;1;-16.67;11.83333333;182.2;117.2761698
44;1;-16.67;13.30882353;118.6;49.46513924
45;1;-16.67;13.4;88.83333333;37.71162509
46;1;-16.67;13.41111111;153;55.38050198
47;1;-16.67;15.27848101;125.6666667;29.77135088
48;1;-16.67;15.87719298;143.8;78.08456954
49;1;-16.67;17.73529412;1022;1865.745249
50;1;-16.67;17.75;151.6666667;63.57934675
51;1;-16.67;20.11111111;115.5;64.2935974
52;1;-16.67;21.1754386;129;99.28074671
53;1;-16.67;26.61764706;92.33333333;44.73626419
54;1;-16.67;26.82222222;;
55;1;-16.67;35.5;182.5;82.69018483
56;1;0;2.960784314;42.2;17.94993036
57;1;0;3.355555556;52.66666667;45.7762675
58;1;0;3.82278481;42.6;24.00624919
59;1;0;4.441176471;36;
60;1;0;5.298245614;27.5;12.02081528
61;1;0;5.911764706;54.5;0.707106781
62;1;0;6.7;70;49.49747468
63;1;0;6.711111111;27;14.14213562
64;1;0;7.632911392;53.5;23.33452378
65;1;0;8.867647059;87;30.31501278
66;1;0;8.87254902;117;66.46803743
67;1;0;8.882352941;45.5;23.69950773
68;1;0;10.05555556;144.6666667;100.0466558
69;1;0;10.57894737;44.5;13.43502884
70;1;0;11.4556962;138.6;91.63132652
71;1;0;11.83333333;78.5;10.60660172
72;1;0;13.30882353;148.3333333;74.19119445
73;1;0;13.4;72.5;51.61879503
74;1;0;13.41111111;220.6666667;82.98393419
75;1;0;15.27848101;216.25;99.2181939
76;1;0;15.87719298;129.6666667;52.5483904
77;1;0;17.73529412;117.5;64.34671709
78;1;0;17.75;101.6;30.37762334
79;1;0;20.11111111;117.6666667;80.16441438
80;1;0;21.1754386;166;85.58037158
81;1;0;26.61764706;119.3333333;21.38535324
82;1;0;26.82222222;184.6666667;54.63820397
83;1;0;35.5;160.5;152.027958
84;1;16.67;2.960784314;27;9.16515139
85;1;16.67;3.355555556;29.66666667;10.11599394
86;1;16.67;3.82278481;31;17.4164673
87;1;16.67;4.441176471;27;11.3137085
88;1;16.67;5.298245614;126;128.6934342
89;1;16.67;5.911764706;54;25.45584412
90;1;16.67;6.7;55.75;15.47847968
91;1;16.67;6.711111111;42.66666667;27.30079364
92;1;16.67;7.632911392;70;50.91168825
93;1;16.67;8.867647059;72;25.45584412
94;1;16.67;8.87254902;106.8;48.9509959
95;1;16.67;8.882352941;74.16666667;76.0773729
96;1;16.67;10.05555556;81;16.15549442
97;1;16.67;10.57894737;74.8;18.82020191
98;1;16.67;11.4556962;84.25;30.32463245
99;1;16.67;11.83333333;970.3333333;1139.401744
100;1;16.67;13.30882353;235.75;68.60211367
101;1;16.67;13.4;126;124.2642346
102;1;16.67;13.41111111;367.6;479.3639536
103;1;16.67;15.27848101;145.4;30.75386155
104;1;16.67;15.87719298;2954.25;5504.138587
105;1;16.67;17.73529412;216.3333333;184.5110656
106;1;16.67;17.75;464.5;427.0007806
107;1;16.67;20.11111111;255.8;249.9333911
108;1;16.67;21.1754386;258.8;302.0011589
109;1;16.67;26.61764706;79;9.237604307
110;1;16.67;26.82222222;132.75;104.0236351
111;1;16.67;35.5;89;
112;1;50;2.960784314;31.25;9.53502316
113;1;50;3.355555556;48.75;29.43212531
114;1;50;3.82278481;36;2.828427125
115;1;50;4.441176471;44.5;18.33939294
116;1;50;5.298245614;49;20.80865205
117;1;50;5.911764706;65;9.539392014
118;1;50;6.7;60;8.485281374
119;1;50;6.711111111;30;11.26942767
120;1;50;7.632911392;72.5;50.20458146
121;1;50;8.867647059;36;
122;1;50;8.87254902;123.3333333;17.03917056
123;1;50;8.882352941;103.6666667;52.27172595
124;1;50;10.05555556;276;185.2619767
125;1;50;10.57894737;84.5;40.51748594
126;1;50;11.4556962;113;10.39230485
127;1;50;11.83333333;174;94.27088628
128;1;50;13.30882353;330.6666667;312.7144597
129;1;50;13.4;89;35
130;1;50;13.41111111;123.6666667;44.61315202
131;1;50;15.27848101;242;41.07310556
132;1;50;15.87719298;166.6666667;104.7345852
133;1;50;17.73529412;58.66666667;40.12895879
134;1;50;17.75;97.5;40.30508653
135;1;50;20.11111111;108;53.74011537
136;1;50;21.1754386;121.8;24.89377432
137;1;50;26.61764706;224;80.91559388
138;1;50;26.82222222;306.6666667;256.7515011
139;1;50;35.5;134;11.3137085
140;2;-50;2.960784314;55.33333333;27.50151511
141;2;-50;3.355555556;59;27.51363298
142;2;-50;3.82278481;163.3333333;108.2142936
143;2;-50;4.441176471;57.33333333;0.577350269
144;2;-50;5.298245614;273;351.8465575
145;2;-50;5.911764706;452;236.8353859
146;2;-50;6.7;557.3333333;287.7939077
147;2;-50;6.711111111;288;153.453576
148;2;-50;7.632911392;289.3333333;141.7368454
149;2;-50;8.867647059;388.6666667;431.6646075
150;2;-50;8.87254902;395;244.0717108
151;2;-50;8.882352941;160;153.2579525
152;2;-50;10.05555556;397.6666667;184.1122846
153;2;-50;10.57894737;455.6666667;108.029317
154;2;-50;11.4556962;753;264.4333564
155;2;-50;11.83333333;228.6666667;159.3120627
156;2;-50;13.30882353;627;525.215194
157;2;-50;13.4;540;339.7705108
158;2;-50;13.41111111;1123.666667;792.2097786
159;2;-50;15.27848101;762.6666667;490.6855748
160;2;-50;15.87719298;952.6666667;150.6397469
161;2;-50;17.73529412;395;219.4607026
162;2;-50;17.75;377.6666667;163.5002548
163;2;-50;20.11111111;393.6666667;243.9555971
164;2;-50;21.1754386;385.3333333;309.542135
165;2;-50;26.61764706;582.3333333;582.2837224
166;2;-50;26.82222222;339.3333333;134.7046151
167;2;-50;35.5;801.6666667;155.0945948
168;2;-16.67;2.960784314;254;147.2175261
169;2;-16.67;3.355555556;91.33333333;109.7011091
170;2;-16.67;3.82278481;84;28.51315486
171;2;-16.67;4.441176471;168;118.6086
172;2;-16.67;5.298245614;172;122.9674754
173;2;-16.67;5.911764706;288;107.196082
174;2;-16.67;6.7;604;376.9283752
175;2;-16.67;6.711111111;65.33333333;45.76388678
176;2;-16.67;7.632911392;241;265.8702691
177;2;-16.67;8.867647059;114;87.50428561
178;2;-16.67;8.87254902;213.6666667;87.94505861
179;2;-16.67;8.882352941;133;42.93017587
180;2;-16.67;10.05555556;354;165.0121208
181;2;-16.67;10.57894737;378.3333333;348.2446458
182;2;-16.67;11.4556962;707;382.7571031
183;2;-16.67;11.83333333;819;467.7958957
184;2;-16.67;13.30882353;377.6666667;167.407686
185;2;-16.67;13.4;239;30.5122926
186;2;-16.67;13.41111111;559;197.744785
187;2;-16.67;15.27848101;861;246.5380295
188;2;-16.67;15.87719298;904.6666667;872.9629622
189;2;-16.67;17.73529412;540;561.4418937
190;2;-16.67;17.75;705.6666667;442.2469144
191;2;-16.67;20.11111111;726.6666667;445.4933595
192;2;-16.67;21.1754386;1029;701.6972282
193;2;-16.67;26.61764706;1673;755.8233921
194;2;-16.67;26.82222222;1356.666667;1157.778188
195;2;-16.67;35.5;924.6666667;562.8297552
196;2;0;2.960784314;132.6666667;57.8388566
197;2;0;3.355555556;113.3333333;27.00617213
198;2;0;3.82278481;124.6666667;69.61561128
199;2;0;4.441176471;105.6666667;68.12733176
200;2;0;5.298245614;113.3333333;50.52062285
201;2;0;5.911764706;272.3333333;62.38856733
202;2;0;6.7;266;85.15867542
203;2;0;6.711111111;143.3333333;29.00574656
204;2;0;7.632911392;287.6666667;106.2889144
205;2;0;8.867647059;226.6666667;71.50058275
206;2;0;8.87254902;285.6666667;103.7320266
207;2;0;8.882352941;199.3333333;122.4105115
208;2;0;10.05555556;387.6666667;85.50048733
209;2;0;10.57894737;395;197.3854098
210;2;0;11.4556962;574;127.3616897
211;2;0;11.83333333;615.6666667;409.958941
212;2;0;13.30882353;591.3333333;169.4707448
213;2;0;13.4;356.6666667;244.5901334
214;2;0;13.41111111;611.6666667;126.3183808
215;2;0;15.27848101;537.3333333;130.0397375
216;2;0;15.87719298;579;414.2185414
217;2;0;17.73529412;584.3333333;297.6060035
218;2;0;17.75;697;85.53946458
219;2;0;20.11111111;857;368.0611362
220;2;0;21.1754386;589;86.48121183
221;2;0;26.61764706;701.6666667;290.6550074
222;2;0;26.82222222;1318;219.9795445
223;2;0;35.5;648.6666667;442.167766
224;2;16.67;2.960784314;134.6666667;36.66515148
225;2;16.67;3.355555556;205.3333333;128.6791876
226;2;16.67;3.82278481;643.6666667;869.7817734
227;2;16.67;4.441176471;209.6666667;97.04294582
228;2;16.67;5.298245614;145;80.13114251
229;2;16.67;5.911764706;356;137.4372584
230;2;16.67;6.7;418.3333333;361.8927097
231;2;16.67;6.711111111;169.6666667;49.11551011
232;2;16.67;7.632911392;267.3333333;55.94044452
233;2;16.67;8.867647059;447.3333333;339.5060137
234;2;16.67;8.87254902;754.6666667;529.4339745
235;2;16.67;8.882352941;172.6666667;102.4808925
236;2;16.67;10.05555556;619.3333333;385.0978231
237;2;16.67;10.57894737;696.3333333;455.5011892
238;2;16.67;11.4556962;849.3333333;496.4457003
239;2;16.67;11.83333333;1066.666667;273.6536741
240;2;16.67;13.30882353;384;18.52025918
241;2;16.67;13.4;422;83.0722577
242;2;16.67;13.41111111;803;133.502809
243;2;16.67;15.27848101;698.3333333;482.5083764
244;2;16.67;15.87719298;618.6666667;333.6620046
245;2;16.67;17.73529412;265.3333333;106.5660984
246;2;16.67;17.75;547.3333333;340.5353628
247;2;16.67;20.11111111;577;220.9502206
248;2;16.67;21.1754386;901.6666667;685.8544549
249;2;16.67;26.61764706;850.6666667;402.9706358
250;2;16.67;26.82222222;1014.666667;193.8874244
251;2;16.67;35.5;1391;511.451855
252;2;50;2.960784314;143;27.05549852
253;2;50;3.355555556;142.3333333;75.61305002
254;2;50;3.82278481;338.3333333;157.5351813
255;2;50;4.441176471;249.6666667;32.34707612
256;2;50;5.298245614;201.6666667;161.2895946
257;2;50;5.911764706;330;93.57884376
258;2;50;6.7;352.3333333;70.86842268
259;2;50;6.711111111;177.6666667;80.4756692
260;2;50;7.632911392;313.6666667;31.65964835
261;2;50;8.867647059;319.3333333;131.720664
262;2;50;8.87254902;379.3333333;89.86842234
263;2;50;8.882352941;238;73.65459931
264;2;50;10.05555556;690.6666667;373.7677532
265;2;50;10.57894737;391.3333333;238.2652583
266;2;50;11.4556962;545.6666667;66.3651515
267;2;50;11.83333333;705.3333333;56.88878038
268;2;50;13.30882353;862.6666667;90.58881461
269;2;50;13.4;385;173.2830055
270;2;50;13.41111111;920;267.848838
271;2;50;15.27848101;560;91.83136719
272;2;50;15.87719298;1103;322.0916019
273;2;50;17.73529412;668.6666667;242.4383083
274;2;50;17.75;1180;365.3600963
275;2;50;20.11111111;544;182.748461
276;2;50;21.1754386;770.3333333;404.5050474
277;2;50;26.61764706;1777;179.6774889
278;2;50;26.82222222;1252.666667;983.2458153
279;2;50;35.5;2022;2155.478833
280;3;-50;2.960784314;85;
281;3;-50;3.355555556;164.75;98.94906097
282;3;-50;3.82278481;176;124.4507935
283;3;-50;4.441176471;85.5;3
284;3;-50;5.298245614;467;362.8608549
285;3;-50;5.911764706;292.6666667;86.90416177
286;3;-50;6.7;236;126.4621155
287;3;-50;6.711111111;306;
288;3;-50;7.632911392;423;
289;3;-50;8.867647059;;
290;3;-50;8.87254902;201;
291;3;-50;8.882352941;;
292;3;-50;10.05555556;335;
293;3;-50;10.57894737;354.5;23.33452378
294;3;-50;11.4556962;301;
295;3;-50;11.83333333;611;546.1345988
296;3;-50;13.30882353;226;76.17742448
297;3;-50;13.4;150;
298;3;-50;13.41111111;262;
299;3;-50;15.27848101;567.3333333;287.3922987
300;3;-50;15.87719298;1089.666667;657.40576
301;3;-50;17.73529412;296;47.63402146
302;3;-50;17.75;236.3333333;60.53373715
303;3;-50;20.11111111;1474.333333;2250.512238
304;3;-50;21.1754386;233;
305;3;-50;26.61764706;317.2;143.3272479
306;3;-50;26.82222222;3205.75;5615.66567
307;3;-50;35.5;377.6666667;185.8825794
308;3;-16.67;2.960784314;95.66666667;42.39496825
309;3;-16.67;3.355555556;119;
310;3;-16.67;3.82278481;184;113.4504297
311;3;-16.67;4.441176471;334.2;197.6668915
312;3;-16.67;5.298245614;458;659.5518681
313;3;-16.67;5.911764706;258;139.3197761
314;3;-16.67;6.7;206.5;90.58513491
315;3;-16.67;6.711111111;720.5;1096.752023
316;3;-16.67;7.632911392;235.3333333;113.191578
317;3;-16.67;8.867647059;206.6666667;55.82412859
318;3;-16.67;8.87254902;412;70.70596392
319;3;-16.67;8.882352941;1230.25;1990.530478
320;3;-16.67;10.05555556;328.6666667;107.9645003
321;3;-16.67;10.57894737;1528.75;2315.519578
322;3;-16.67;11.4556962;318;43.64248694
323;3;-16.67;11.83333333;914;857.1120113
324;3;-16.67;13.30882353;420.75;39.48311876
325;3;-16.67;13.4;337.3333333;111.7333134
326;3;-16.67;13.41111111;708;599.4113779
327;3;-16.67;15.27848101;506;80.51707893
328;3;-16.67;15.87719298;578.6666667;228.605191
329;3;-16.67;17.73529412;528.25;97.14036236
330;3;-16.67;17.75;589;164.6541831
331;3;-16.67;20.11111111;9029;5032.3574
332;3;-16.67;21.1754386;5651.25;5983.496323
333;3;-16.67;26.61764706;321.3333333;59.0790431
334;3;-16.67;26.82222222;1963.333333;2747.590642
335;3;-16.67;35.5;592.6666667;221.8114815
336;3;0;2.960784314;90.66666667;0.577350269
337;3;0;3.355555556;450.1666667;581.5800604
338;3;0;3.82278481;248.75;170.7891
339;3;0;4.441176471;183;
340;3;0;5.298245614;329.6666667;244.351932
341;3;0;5.911764706;591;616.0409889
342;3;0;6.7;289.6;225.0517718
343;3;0;6.711111111;175.25;102.6332467
344;3;0;7.632911392;1581.285714;2332.721066
345;3;0;8.867647059;1034.8;1529.193153
346;3;0;8.87254902;343.6666667;104.5482345
347;3;0;8.882352941;258.3333333;173.338782
348;3;0;10.05555556;297.8;111.7707475
349;3;0;10.57894737;604.8;471.3233497
350;3;0;11.4556962;582.3333333;117.1082121
351;3;0;11.83333333;495.5;337.2899346
352;3;0;13.30882353;2866.75;2781.782807
353;3;0;13.4;481;
354;3;0;13.41111111;232;42.42640687
355;3;0;15.27848101;2171.666667;3090.741227
356;3;0;15.87719298;823;567.7616871
357;3;0;17.73529412;324;201.6101849
358;3;0;17.75;1683;2332.492015
359;3;0;20.11111111;407.5;61.51828996
360;3;0;21.1754386;3536.166667;4691.927596
361;3;0;26.61764706;661.75;247.0038799
362;3;0;26.82222222;768;363.4125296
363;3;0;35.5;375;
364;3;16.67;2.960784314;148.5;44.54772721
365;3;16.67;3.355555556;87.5;3.535533906
366;3;16.67;3.82278481;119;
367;3;16.67;4.441176471;276.3333333;215.4096872
368;3;16.67;5.298245614;163;21.21320344
369;3;16.67;5.911764706;229.3333333;113.7292106
370;3;16.67;6.7;269.2;48.99183605
371;3;16.67;6.711111111;145;
372;3;16.67;7.632911392;457.6666667;73.32348419
373;3;16.67;8.867647059;367.5;210.010714
374;3;16.67;8.87254902;394;9.899494937
375;3;16.67;8.882352941;434.3333333;126.8713259
376;3;16.67;10.05555556;;
377;3;16.67;10.57894737;358;
378;3;16.67;11.4556962;643.3333333;118.0776581
379;3;16.67;11.83333333;512;178.4115093
380;3;16.67;13.30882353;371.3333333;61.37045978
381;3;16.67;13.4;1077.75;665.1031875
382;3;16.67;13.41111111;568.25;221.3087963
383;3;16.67;15.27848101;4033;4263.851545
384;3;16.67;15.87719298;382.5;208.5965005
385;3;16.67;17.73529412;199;
386;3;16.67;17.75;1252.5;424.9711755
387;3;16.67;20.11111111;5316.5;9511.638853
388;3;16.67;21.1754386;2622.75;4249.223253
389;3;16.67;26.61764706;489.6666667;46.71545069
390;3;16.67;26.82222222;559;222.0315293
391;3;16.67;35.5;576.5;248.1944802
392;3;50;2.960784314;228.75;110.7079491
393;3;50;3.355555556;170;43.48562981
394;3;50;3.82278481;258.5;184.8864516
395;3;50;4.441176471;350.6666667;94.34687771
396;3;50;5.298245614;1261.8;1946.285102
397;3;50;5.911764706;212;201.9125223
398;3;50;6.7;312.3333333;42.00396807
399;3;50;6.711111111;1348.5;1935.01981
400;3;50;7.632911392;357;134.5325239
401;3;50;8.867647059;270.5;185.9130621
402;3;50;8.87254902;469.6666667;215.0635565
403;3;50;8.882352941;392.6666667;106.6598956
404;3;50;10.05555556;1673.4;2224.282424
405;3;50;10.57894737;521;
406;3;50;11.4556962;487;296.5602806
407;3;50;11.83333333;2457.8;3399.925984
408;3;50;13.30882353;3201.2;3276.092062
409;3;50;13.4;1074;1369.655614
410;3;50;13.41111111;2903.4;3118.480768
411;3;50;15.27848101;388.5;38.89087297
412;3;50;15.87719298;568;117.7582269
413;3;50;17.73529412;556.3333333;61.09282555
414;3;50;17.75;524.3333333;45.28060659
415;3;50;20.11111111;5440.333333;8465.223998
416;3;50;21.1754386;3634.25;3281.67136
417;3;50;26.61764706;601;179.6051224
418;3;50;26.82222222;5241;3846.050052
419;3;50;35.5;890;
420;4;-50;2.960784314;129;125.3913873
421;4;-50;3.355555556;148;3.605551275
422;4;-50;3.82278481;186.6666667;155.6095541
423;4;-50;4.441176471;290;44.67661581
424;4;-50;5.298245614;209.6666667;109.6099144
425;4;-50;5.911764706;269;83.91066678
426;4;-50;6.7;250.3333333;125.3847412
427;4;-50;6.711111111;285;134.5027881
428;4;-50;7.632911392;368;77.94870108
429;4;-50;8.867647059;268;135.5470398
430;4;-50;8.87254902;266.3333333;65.75966342
431;4;-50;8.882352941;199;44.30575583
432;4;-50;10.05555556;373.3333333;395.7958228
433;4;-50;10.57894737;320.3333333;198.1422048
434;4;-50;11.4556962;388.3333333;4.725815626
435;4;-50;11.83333333;184.6666667;19.75685535
436;4;-50;13.30882353;571.6666667;557.5565741
437;4;-50;13.4;333.3333333;82.58530943
438;4;-50;13.41111111;861.3333333;613.9676973
439;4;-50;15.27848101;1088;362.9559202
440;4;-50;15.87719298;468.3333333;241.023512
441;4;-50;17.73529412;455.3333333;347.2842256
442;4;-50;17.75;923.3333333;302.3976411
443;4;-50;20.11111111;483.3333333;292.5001425
444;4;-50;21.1754386;214.6666667;82.27595842
445;4;-50;26.61764706;276;142.6744546
446;4;-50;26.82222222;861.3333333;425.480121
447;4;-50;35.5;824.6666667;148.1935671
448;4;-16.67;2.960784314;158.3333333;103.4665808
449;4;-16.67;3.355555556;233.3333333;72.50747088
450;4;-16.67;3.82278481;181.3333333;54.28013756
451;4;-16.67;4.441176471;324;104.4174315
452;4;-16.67;5.298245614;305;121.1981848
453;4;-16.67;5.911764706;508.3333333;291.4383869
454;4;-16.67;6.7;1426.666667;1375.454955
455;4;-16.67;6.711111111;360;83.04817879
456;4;-16.67;7.632911392;555.3333333;323.1320679
457;4;-16.67;8.867647059;411;239.8895579
458;4;-16.67;8.87254902;692;207.9326814
459;4;-16.67;8.882352941;467;18
460;4;-16.67;10.05555556;732.3333333;350.231828
461;4;-16.67;10.57894737;440.6666667;223.2136495
462;4;-16.67;11.4556962;710;639.2214014
463;4;-16.67;11.83333333;770;257.3946386
464;4;-16.67;13.30882353;810.6666667;154.1373846
465;4;-16.67;13.4;659;702.2328674
466;4;-16.67;13.41111111;798.6666667;152.7296086
467;4;-16.67;15.27848101;1171;168.6179113
468;4;-16.67;15.87719298;474.6666667;101.6136474
469;4;-16.67;17.73529412;574.3333333;285.4423468
470;4;-16.67;17.75;1055.333333;476.2607829
471;4;-16.67;20.11111111;620.3333333;280.0220229
472;4;-16.67;21.1754386;1225.666667;283.4948559
473;4;-16.67;26.61764706;773.6666667;307.8901319
474;4;-16.67;26.82222222;746.6666667;349.717505
475;4;-16.67;35.5;689;94.06380813
476;4;0;2.960784314;194.6666667;61.32971004
477;4;0;3.355555556;288;185.1593908
478;4;0;3.82278481;314;33.80828301
479;4;0;4.441176471;192.6666667;116.2511649
480;4;0;5.298245614;237;51.97114584
481;4;0;5.911764706;485;328.8175786
482;4;0;6.7;397;157.6737137
483;4;0;6.711111111;293.3333333;199.6755702
484;4;0;7.632911392;418.6666667;175.6198546
485;4;0;8.867647059;302;82.92767934
486;4;0;8.87254902;636.3333333;29.16047553
487;4;0;8.882352941;177;105.5319857
488;4;0;10.05555556;690;285.2910794
489;4;0;10.57894737;620.6666667;308.1109108
490;4;0;11.4556962;1423.333333;1196.980089
491;4;0;11.83333333;696.6666667;160.3756008
492;4;0;13.30882353;588.3333333;64.6864231
493;4;0;13.4;378.3333333;184.408062
494;4;0;13.41111111;576.6666667;173.3935793
495;4;0;15.27848101;1307;552.5649283
496;4;0;15.87719298;920.3333333;277.7072799
497;4;0;17.73529412;656.3333333;186.6020722
498;4;0;17.75;742.6666667;77.86098724
499;4;0;20.11111111;784;123.1218908
500;4;0;21.1754386;580.3333333;386.5932402
501;4;0;26.61764706;671;258.2614954
502;4;0;26.82222222;663.3333333;232.11276
503;4;0;35.5;1051.333333;597.2087854
504;4;16.67;2.960784314;138.6666667;17.89785834
505;4;16.67;3.355555556;197;63.5295207
506;4;16.67;3.82278481;231.3333333;97.14079129
507;4;16.67;4.441176471;172.6666667;98.80452081
508;4;16.67;5.298245614;262.6666667;136.2803483
509;4;16.67;5.911764706;433.3333333;74.54081656
510;4;16.67;6.7;494;17.43559577
511;4;16.67;6.711111111;393.3333333;279.7576332
512;4;16.67;7.632911392;412.6666667;30.23794526
513;4;16.67;8.867647059;412.6666667;83.64408726
514;4;16.67;8.87254902;597.3333333;134.314308
515;4;16.67;8.882352941;143.6666667;99.86157085
516;4;16.67;10.05555556;747;412.7517414
517;4;16.67;10.57894737;569.3333333;184.3375527
518;4;16.67;11.4556962;908.3333333;480.5718815
519;4;16.67;11.83333333;1047.333333;373.1518904
520;4;16.67;13.30882353;760;165.9066002
521;4;16.67;13.4;316.6666667;117.7299169
522;4;16.67;13.41111111;882.6666667;333.7683828
523;4;16.67;15.27848101;971.6666667;414.5567914
524;4;16.67;15.87719298;583.6666667;357.2258856
525;4;16.67;17.73529412;526;46.292548
526;4;16.67;17.75;966.3333333;486.39216
527;4;16.67;20.11111111;816.3333333;51.53962877
528;4;16.67;21.1754386;923;452.6864257
529;4;16.67;26.61764706;885.6666667;222.7562195
530;4;16.67;26.82222222;1157.333333;105.5667246
531;4;16.67;35.5;1170.666667;315.4874535
532;4;50;2.960784314;170.3333333;80.77334544
533;4;50;3.355555556;209.6666667;61.49254697
534;4;50;3.82278481;201.6666667;127.2648158
535;4;50;4.441176471;228;164.5083585
536;4;50;5.298245614;1244.666667;1337.024433
537;4;50;5.911764706;228.3333333;37.28717384
538;4;50;6.7;411.6666667;62.3083729
539;4;50;6.711111111;229.6666667;45.82939377
540;4;50;7.632911392;434.3333333;71.50058275
541;4;50;8.867647059;493.3333333;153.3764432
542;4;50;8.87254902;476.6666667;127.4454132
543;4;50;8.882352941;307.6666667;125.9139918
544;4;50;10.05555556;745.6666667;252.828664
545;4;50;10.57894737;483;119
546;4;50;11.4556962;1401;1276.788158
547;4;50;11.83333333;885;348.3202549
548;4;50;13.30882353;728.3333333;324.5263215
549;4;50;13.4;625.6666667;145.507159
550;4;50;13.41111111;637.3333333;253.4587409
551;4;50;15.27848101;1024;501.2614088
552;4;50;15.87719298;1025;874.3980787
553;4;50;17.73529412;484.6666667;82.64583071
554;4;50;17.75;553.3333333;88.94005472
555;4;50;20.11111111;820;206.1577066
556;4;50;21.1754386;857.6666667;148.1395738
557;4;50;26.61764706;8877.666667;13407.87613
558;4;50;26.82222222;767.3333333;285.9813514
559;4;50;35.5;1003.666667;486.1371549
560;5;-50;2.960784314;211.6666667;285.6594709
561;5;-50;3.355555556;130;107.0934172
562;5;-50;3.82278481;86.66666667;55.0484635
563;5;-50;4.441176471;70;69.3108938
564;5;-50;5.298245614;88.66666667;29.00574656
565;5;-50;5.911764706;60.66666667;53.11622477
566;5;-50;6.7;89;60.50619803
567;5;-50;6.711111111;62.33333333;29.5014124
568;5;-50;7.632911392;116.6666667;82.52474376
569;5;-50;8.867647059;150.6666667;32.50128203
570;5;-50;8.87254902;89.66666667;60.51721518
571;5;-50;8.882352941;70;18.24828759
572;5;-50;10.05555556;167;84.8763807
573;5;-50;10.57894737;58;28.61817604
574;5;-50;11.4556962;247;138.9352367
575;5;-50;11.83333333;434.6666667;339.6326447
576;5;-50;13.30882353;392;367.5146256
577;5;-50;13.4;109.3333333;63.73643647
578;5;-50;13.41111111;222.3333333;66.90540586
579;5;-50;15.27848101;364.6666667;112.429237
580;5;-50;15.87719298;148.3333333;117.0356071
581;5;-50;17.73529412;79.66666667;43.43193909
582;5;-50;17.75;131.3333333;132.7114665
583;5;-50;20.11111111;39.66666667;16.74315781
584;5;-50;21.1754386;111.3333333;78.15582725
585;5;-50;26.61764706;535.6666667;407.5602205
586;5;-50;26.82222222;274.3333333;89.05241902
587;5;-50;35.5;933;336.9465833
588;5;-16.67;2.960784314;198;264.6526025
589;5;-16.67;3.355555556;136;135.099963
590;5;-16.67;3.82278481;100;18.35755975
591;5;-16.67;4.441176471;171.6666667;137.1216005
592;5;-16.67;5.298245614;121.6666667;31.50132272
593;5;-16.67;5.911764706;182.6666667;29.53528963
594;5;-16.67;6.7;183.3333333;2.081665999
595;5;-16.67;6.711111111;132.6666667;63.51640208
596;5;-16.67;7.632911392;289;76.5049018
597;5;-16.67;8.867647059;129.3333333;69.00966116
598;5;-16.67;8.87254902;292.3333333;71.31853429
599;5;-16.67;8.882352941;107.3333333;16.86218649
600;5;-16.67;10.05555556;140;75.90125164
601;5;-16.67;10.57894737;169.3333333;48.56267428
602;5;-16.67;11.4556962;208.6666667;81.22397019
603;5;-16.67;11.83333333;310.3333333;120.3384117
604;5;-16.67;13.30882353;313;149.2213122
605;5;-16.67;13.4;374;226.9074701
606;5;-16.67;13.41111111;332.6666667;61.5006775
607;5;-16.67;15.27848101;370.6666667;57.83021125
608;5;-16.67;15.87719298;263.3333333;81.20550063
609;5;-16.67;17.73529412;217.3333333;41.48895435
